X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
25952,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,19,abattage,13,371,NA->cattle,2007,19,b2012,271,73,16,182
25953,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,3,18,demographie,18,371,cattle->cattle,2007,16,b2012,271,73,16,182
25954,13,SB0832,badger,cattle,45_d500_156_0,64420015_1,45_d500_156,64420015,cattle,4,4,103,trapping,21,371,cattle->badger,2007,99,b2012,271,73,16,182
25955,13,SB0832,badger,cattle,45_d500_160_0,64420015_1,45_d500_160,64420015,cattle,4,4,11,demographie,22,371,cattle->badger,2007,7,b2012,271,73,16,182
25956,13,SB0832,badger,badger,45_d500_156_1,45_d500_156_0,45_d500_156,45_d500_156,within,11,11,72,demographie,38,371,badger->badger,2007,61,b2012,271,73,16,182
25957,13,SB0832,cattle,badger,64420015_2,45_d500_156_1,64420015,45_d500_156,badger,15,-1,19,abattage,62,371,badger->cattle,2008,4,b2012,271,73,16,182
25958,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,19,-1,19,abattage,85,371,cattle->cattle,2008,0,b2012,271,73,16,182
25959,13,SB0832,badger,cattle,45_d500_160_1,64420015_0,45_d500_160,64420015,cattle,21,21,144,demographie,92,371,cattle->badger,2008,123,b2012,271,73,16,182
25960,13,SB0832,badger,badger,45_d500_160_2,45_d500_160_1,45_d500_160,45_d500_160,within,25,25,42,demographie,94,371,badger->badger,2009,17,b2012,271,73,16,182
25961,13,SB0832,badger,badger,45_d500_160_3,45_d500_160_1,45_d500_160,45_d500_160,within,36,36,69,demographie,136,371,badger->badger,2010,33,b2012,271,73,16,182
25962,13,SB0832,badger,badger,45_d500_160_4,45_d500_160_3,45_d500_160,45_d500_160,within,50,50,76,demographie,206,371,badger->badger,2011,26,b2012,271,73,16,182
25963,13,SB0832,badger,badger,45_d500_156_2,45_d500_156_1,45_d500_156,45_d500_156,within,51,51,64,demographie,217,371,badger->badger,2011,13,b2012,271,73,16,182
25964,13,SB0832,badger,badger,45_d500_156_3,45_d500_156_0,45_d500_156,45_d500_156,within,55,55,114,trapping,257,371,badger->badger,2011,59,b2012,271,73,16,182
25965,13,SB0832,cattle,badger,64420009_0,45_d500_160_4,64420009,45_d500_160,badger,55,60,88,abattage,258,371,badger->cattle,2011,33,b2012,271,73,16,182
25966,13,SB0832,badger,badger,45_d500_156_4,45_d500_156_0,45_d500_156,45_d500_156,within,65,65,69,demographie,355,371,badger->badger,2012,4,b2016,271,73,16,182
25967,13,SB0832,badger,cattle,45_d500_163_0,64420009_0,45_d500_163,64420009,cattle,67,67,139,trapping,371,371,cattle->badger,2012,72,b2016,271,73,16,182
25968,13,SB0832,badger,cattle,45_d500_61_0,64420009_0,45_d500_61,64420009,cattle,67,67,116,trapping,372,371,cattle->badger,2012,49,b2016,271,73,16,182
25969,13,SB0832,badger,badger,45_d500_156_5,45_d500_156_0,45_d500_156,45_d500_156,within,68,68,102,trapping,375,371,badger->badger,2012,34,b2016,271,73,16,182
25970,13,SB0832,badger,badger,45_d500_156_6,45_d500_156_1,45_d500_156,45_d500_156,within,68,68,157,NA,376,371,badger->badger,2012,89,b2016,271,73,16,182
25971,13,SB0832,badger,cattle,45_d500_99_869_0,64420009_0,45_d500_99_869,64420009,cattle,69,69,90,demographie,389,371,cattle->badger,2012,21,b2016,271,73,16,182
25972,13,SB0832,badger,badger,45_d500_163_1,45_d500_163_0,45_d500_163,45_d500_163,within,70,70,82,demographie,393,371,badger->badger,2012,12,b2016,271,73,16,182
25973,13,SB0832,badger,cattle,45_d500_99_869_1,64420009_0,45_d500_99_869,64420009,cattle,70,70,100,demographie,397,371,cattle->badger,2012,30,b2016,271,73,16,182
25974,13,SB0832,badger,badger,45_d500_61_1,45_d500_61_0,45_d500_61,45_d500_61,within,73,73,82,demographie,411,371,badger->badger,2013,9,b2016,271,73,16,182
25975,13,SB0832,cattle,cattle,64420009_1,64420009_0,64420009,64420009,within,75,77,88,abattage,431,371,cattle->cattle,2013,13,b2016,271,73,16,182
25976,13,SB0832,badger,badger,45_d500_163_2,45_d500_163_0,45_d500_163,45_d500_163,within,76,76,121,demographie,433,371,badger->badger,2013,45,b2016,271,73,16,182
25977,13,SB0832,badger,badger,45_d500_61_2,45_d500_61_0,45_d500_61,45_d500_61,within,76,76,98,demographie,434,371,badger->badger,2013,22,b2016,271,73,16,182
25978,13,SB0832,badger,cattle,45_d500_99_866_0,64420009_0,45_d500_99_866,64420009,cattle,77,77,124,trapping,440,371,cattle->badger,2013,47,b2016,271,73,16,182
25979,13,SB0832,badger,badger,45_d500_163_3,45_d500_163_0,45_d500_163,45_d500_163,within,78,78,83,demographie,444,371,badger->badger,2013,5,b2016,271,73,16,182
25980,13,SB0832,cattle,badger,64381002_0,45_d500_163_2,64381002,45_d500_163,badger,78,87,122,abattage,445,371,badger->cattle,2013,44,b2016,271,73,16,182
25981,13,SB0832,cattle,badger,64420009_2,45_d500_99_869_1,64420009,45_d500_99_869,badger,78,82,88,abattage,446,371,badger->cattle,2013,10,b2016,271,73,16,182
25982,13,SB0832,badger,badger,45_d500_163_4,45_d500_163_2,45_d500_163,45_d500_163,within,79,79,94,demographie,452,371,badger->badger,2013,15,b2016,271,73,16,182
25983,13,SB0832,badger,badger,45_d500_61_3,45_d500_61_2,45_d500_61,45_d500_61,within,80,80,157,NA,455,371,badger->badger,2013,77,b2016,271,73,16,182
25984,13,SB0832,cattle,cattle,64420009_3,64420009_1,64420009,64420009,within,80,85,88,abattage,458,371,cattle->cattle,2013,8,b2016,271,73,16,182
25985,13,SB0832,badger,cattle,45_d500_155_880_0,64420009_1,45_d500_155_880,64420009,cattle,80,80,81,demographie,459,371,cattle->badger,2013,1,b2016,271,73,16,182
25986,13,SB0832,badger,badger,45_d500_61_4,45_d500_61_1,45_d500_61,45_d500_61,within,81,81,115,trapping,463,371,badger->badger,2013,34,b2016,271,73,16,182
25987,13,SB0832,cattle,cattle,64420009_4,64420009_2,64420009,64420009,within,82,83,88,abattage,470,371,cattle->cattle,2013,6,b2016,271,73,16,182
25988,13,SB0832,badger,badger,45_d500_99_869_2,45_d500_99_869_0,45_d500_99_869,45_d500_99_869,within,83,83,85,demographie,473,371,badger->badger,2013,2,b2016,271,73,16,182
25989,13,SB0832,cattle,cattle,64420009_6,64420009_0,64420009,64420009,within,83,85,87,demographie,476,371,cattle->cattle,2013,4,b2016,271,73,16,182
