from,to,time,support,generations
NA,1,11,0.18333333333333332,NA
1,2,12,0.25555555555555554,1
1,3,13,0.2644444444444444,1
1,4,16,0.1938888888888889,1
1,5,15,0.23,1
1,6,12,0.25222222222222224,1
13,7,30,0.06388888888888888,1
1,8,17,0.21944444444444444,1
8,9,30,0.05388888888888889,1
20,10,38,0.03333333333333333,1
18,11,38,0.035555555555555556,1
4,12,31,0.05,1
8,13,23,0.12277777777777778,1
8,14,30,0.06111111111111111,1
8,15,30,0.05333333333333334,1
13,16,31,0.052222222222222225,1
8,17,31,0.05444444444444444,1
8,18,28,0.075,1
8,19,31,0.05333333333333334,1
13,20,30,0.05444444444444444,1
69,21,38,0.1338888888888889,1
14,22,38,0.03166666666666667,1
4,23,31,0.058888888888888886,1
4,24,31,0.058333333333333334,1
8,25,31,0.06166666666666667,1
13,26,31,0.06111111111111111,1
13,27,30,0.06166666666666667,1
4,28,31,0.055,1
13,29,31,0.056666666666666664,1
5,30,30,0.057777777777777775,1
29,31,37,0.03277777777777778,1
13,32,30,0.05333333333333334,1
88,33,55,0.017777777777777778,1
109,34,61,0.01611111111111111,1
13,35,30,0.05722222222222222,1
20,36,38,0.03722222222222222,1
27,37,37,0.03388888888888889,1
4,38,31,0.057777777777777775,1
18,39,38,0.03722222222222222,1
24,40,38,0.035,1
18,41,38,0.03166666666666667,1
4,42,31,0.049444444444444444,1
13,43,31,0.057777777777777775,1
13,44,30,0.058888888888888886,1
43,45,38,0.03777777777777778,1
13,46,31,0.057777777777777775,1
13,47,30,0.055,1
13,48,31,0.05722222222222222,1
13,49,31,0.065,1
30,50,38,0.03111111111111111,1
17,51,38,0.03166666666666667,1
14,52,37,0.03333333333333333,1
44,53,38,0.03944444444444444,1
18,54,38,0.03166666666666667,1
20,55,37,0.034444444444444444,1
24,56,37,0.03222222222222222,1
32,57,38,0.03333333333333333,1
32,58,38,0.029444444444444443,1
14,59,38,0.03333333333333333,1
35,60,38,0.03222222222222222,1
105,61,60,0.17222222222222222,1
164,62,57,0.014444444444444444,1
231,63,63,0.012777777777777779,1
69,64,61,0.03,1
88,65,58,0.016666666666666666,1
36,66,41,0.02722222222222222,1
141,67,54,0.2561111111111111,1
228,68,59,0.47333333333333333,1
21,69,42,0.7983333333333333,1
11,70,55,0.015555555555555555,1
22,71,53,0.019444444444444445,1
170,72,62,0.012777777777777779,1
164,73,57,0.017777777777777778,1
69,74,61,0.028888888888888888,1
142,75,63,0.011666666666666667,1
69,76,61,0.023333333333333334,1
230,77,58,0.2111111111111111,1
40,78,57,0.015,1
170,79,60,0.014444444444444444,1
164,80,58,0.014444444444444444,1
11,81,55,0.018333333333333333,1
277,82,62,0.3811111111111111,1
88,83,61,0.014444444444444444,1
66,84,58,0.015555555555555555,1
88,85,55,0.017222222222222222,1
55,86,55,0.016666666666666666,1
158,87,62,0.013888888888888888,1
10,88,46,0.03333333333333333,1
156,89,62,0.015555555555555555,1
69,90,61,0.027777777777777776,1
149,91,68,0.013888888888888888,1
211,92,61,0.025555555555555557,1
21,93,50,0.20722222222222222,1
134,94,67,0.013888888888888888,1
278,95,63,0.26944444444444443,1
151,96,61,0.013333333333333334,1
70,97,61,0.015,1
71,98,61,0.013888888888888888,1
142,99,61,0.015,1
59,100,55,0.017222222222222222,1
156,101,60,0.01611111111111111,1
147,102,67,0.013333333333333334,1
21,103,51,0.16166666666666665,1
170,104,60,0.014444444444444444,1
61,105,62,0.2427777777777778,1
71,106,62,0.01888888888888889,1
88,107,55,0.018333333333333333,1
252,108,61,0.013333333333333334,1
66,109,55,0.018333333333333333,1
69,110,61,0.02666666666666667,1
134,111,64,0.016666666666666666,1
224,112,67,0.013888888888888888,1
69,113,61,0.028333333333333332,1
93,114,67,0.012777777777777779,1
214,115,70,0.012222222222222223,1
88,116,57,0.015555555555555555,1
170,117,61,0.015,1
