sim,scenario,index
B2_1,1,0
B2_2,1,0
B2_3,1,0
B2_4,1,0
B2_5,1,0
B2_6,1,0
B2_9,1,0
B2_15,1,0
B2_16,1,0
B2_17,1,0
B2_18,1,0
B2_20,1,0
B2_22,1,0
B2_23,1,0
B2_24,1,1
B2_25,1,0
B2_26,1,0
B2_29,1,1
