40089001_0_cattle_2012-05-01,40089001_10_cattle_2012-05-01,40089001_11_cattle_2012-05-01,40089001_12_cattle_2012-05-01,40089001_13_cattle_2012-05-01,40089001_14_cattle_2012-04-01,40089001_15_cattle_2012-05-01,40089001_16_cattle_2012-05-01,40089001_17_cattle_2012-05-01,40089001_18_cattle_2012-05-01,40089001_19_cattle_2012-05-01,40089001_1_cattle_2012-05-01,40089001_20_cattle_2012-05-01,40089001_21_cattle_2012-05-01,40089001_22_cattle_2012-05-01,40089001_23_cattle_2012-05-01,40089001_24_cattle_2012-05-01,40089001_25_cattle_2012-05-01,40089001_2_cattle_2012-05-01,40089001_3_cattle_2012-05-01,40089001_4_cattle_2012-05-01,40089001_5_cattle_2012-05-01,40089001_6_cattle_2012-05-01,40089001_7_cattle_2012-05-01,40089001_8_cattle_2012-05-01,40089001_9_cattle_2012-05-01,40270058_0_cattle_2009-08-01,40270058_1_cattle_2009-09-01,40270058_2_cattle_2009-08-01,64420015_0_cattle_2009-07-01,64420015_10_cattle_2009-05-01,64420015_11_cattle_2009-02-01,64420015_12_cattle_2009-05-01,64420015_13_cattle_2009-05-01,64420015_14_cattle_2009-05-01,64420015_15_cattle_2009-05-01,64420015_16_cattle_2009-05-01,64420015_17_cattle_2009-05-01,64420015_18_cattle_2009-07-01,64420015_19_cattle_2009-05-01,64420015_1_cattle_2009-05-01,64420015_20_cattle_2009-07-01,64420015_21_cattle_2009-05-01,64420015_22_cattle_2009-05-01,64420015_2_cattle_2009-03-01,64420015_3_cattle_2009-05-01,64420015_4_cattle_2009-05-01,64420015_5_cattle_2009-05-01,64420015_6_cattle_2009-05-01,64420015_7_cattle_2009-05-01,64420015_8_cattle_2009-05-01,64420015_9_cattle_2009-07-01
0,0,0,0,0,0,0,0.008398320335932815,0,0,0,9.998000399920016e-4,0,0,0,1.999600079984003e-4,0,7.998400319936012e-4,0,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.047190561887622336,0,0,0.0011997600479904018,0,0.001399720055988802,0.00519896020795841,0,9.998000399920016e-4,0,0,0,0,0,0,0.0011997600479904018,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.037992401519695955,0,0,0,0,0,0,0.002199560087982403,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33633273345330567,0,0,0.33933213357328135,0,0.33573285342931053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0.0011997600479904018,0,0,0.03999200159967995,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019396120775844794,0.25454909018196875,0.008398320335932815,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,0.004799040191961609,0,3.999200159968006e-4,0.0027994401119776045,0.001399720055988802,0.004399120175964808,0.0015996800639872023,0,0.002199560087982403,0,0,0,0,0.0019996000799840027
0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163967206558688,0,0.020395920815836792,0.010197960407918412,3.999200159968006e-4,0.0019996000799840027,3.999200159968006e-4,0,3.999200159968006e-4,1.999600079984003e-4,0.0011997600479904018,9.998000399920016e-4,0.0035992801439712063,5.998800239952009e-4,3.999200159968006e-4,0.002999400119976005,0.0015996800639872023,0.007398520295940815,0.002199560087982403,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4,1.999600079984003e-4,0,1.999600079984003e-4,0.001399720055988802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23875224955009525,0.0161967606478704,0,0.0019996000799840027,0,0,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0.0011997600479904018,3.999200159968006e-4,0.001399720055988802,1.999600079984003e-4,0,0,0,0,0,0,9.998000399920016e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008798240351929614,0.01079784043191361,0.007798440311937616,0,3.999200159968006e-4,0.005798840231953611,1.999600079984003e-4,0.0027994401119776045,5.998800239952009e-4,3.999200159968006e-4,9.998000399920016e-4,5.998800239952009e-4,0.005798840231953611,3.999200159968006e-4,0.0023995200959808036,0.004399120175964808,0.0045990801839632086,0.012197560487902407,0.0037992401519696068,9.998000399920016e-4,0.004399120175964808,5.998800239952009e-4,7.998400319936012e-4,0.0011997600479904018,0.0017996400719856025,0.0035992801439712063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,3.999200159968006e-4,9.998000399920016e-4,0,7.998400319936012e-4,0.033193361327734365,0.1609678064387151,0,0,1.999600079984003e-4,0,3.999200159968006e-4,9.998000399920016e-4,1.999600079984003e-4,0,3.999200159968006e-4,0,0.0015996800639872023,0,3.999200159968006e-4,0.04419116176764634,3.999200159968006e-4,0,1.999600079984003e-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.0011997600479904018,0.0019996000799840027,0.003399320135972806,7.998400319936012e-4,0,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,0.0011997600479904018,0.001399720055988802,1.999600079984003e-4,7.998400319936012e-4,0.0015996800639872023,0.0023995200959808036,0.0011997600479904018,0.0037992401519696068,0.0027994401119776045,0.0035992801439712063,0.0011997600479904018,0.0035992801439712063,0.0015996800639872023,3.999200159968006e-4,1.999600079984003e-4,0.0011997600479904018,0.0015996800639872023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.042391521695660746,3.999200159968006e-4,0,0.04639072185562874,1.999600079984003e-4,0,0,1.999600079984003e-4,0,3.999200159968006e-4,0,0,3.999200159968006e-4,0,3.999200159968006e-4,1.999600079984003e-4,9.998000399920016e-4,0.2433513297340586,0,5.998800239952009e-4,3.999200159968006e-4,1.999600079984003e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1763647270545924,0,0.04479104179164154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05138972205558873,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0.05398920215956792,0.0035992801439712063,0.057588482303539114,0,0.02099580083983199,0.017996400719855997,0,0,1.999600079984003e-4,0,0.04859028194361113,0,0,0.004199160167966408,0.007998400319936016,0.0049990001999600095,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,3.999200159968006e-4,0,5.998800239952009e-4,5.998800239952009e-4,9.998000399920016e-4,0,0,0.06038792241551671,0,0.003399320135972806,0.09598080383923299,5.998800239952009e-4,0.013397320535892805,0.011397720455908809,0,3.999200159968006e-4,7.998400319936012e-4,3.999200159968006e-4,0.20895820835833268,0,0,0.0031993601279744054,0.0023995200959808036,0.001399720055988802,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009798040391921612,0.004399120175964808,0,0.002599480103979204,0,0.010397920415916811,0.006998600279944014,0,0,0,0,0.002999400119976005,0,0,0.05598880223955192,0.06018796240751831,0.22355528894221635,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,3.999200159968006e-4,0.06678664267146564,0.10097980403919316,0.004199160167966408,0,0,0.02179564087182559,0.019396120775844794,5.998800239952009e-4,1.999600079984003e-4,0,3.999200159968006e-4,0.09478104379124255,5.998800239952009e-4,0,0.00519896020795841,0.004399120175964808,0.0037992401519696068,3.999200159968006e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,1.999600079984003e-4,3.999200159968006e-4,0.0027994401119776045,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0.12437512497500672,0,0.002999400119976005,0,0,0,0,0,1.999600079984003e-4,0,0.19196160767846812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0.018796240751849595,0.008598280343931215,0.0027994401119776045,0.012397520495900807,0,0,0.2067586482703502,1.999600079984003e-4,0,1.999600079984003e-4,3.999200159968006e-4,0.01079784043191361,3.999200159968006e-4,0,0.0049990001999600095,0.006398720255948813,0.0049990001999600095,1.999600079984003e-4
0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,7.998400319936012e-4,0,0,3.999200159968006e-4,9.998000399920016e-4,0,0,0.024795040991801583,0.015196960607878401,0.005998800239952012,0.02199560087982399,0,0.22975404919016695,0,0,3.999200159968006e-4,1.999600079984003e-4,5.998800239952009e-4,0.011597680463907209,5.998800239952009e-4,0,0.002599480103979204,0.00519896020795841,0.00539892021595681,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.003399320135972806,0.001399720055988802,0.004199160167966408,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0,5.998800239952009e-4,0.10697860427914535,1.999600079984003e-4,1.999600079984003e-4,0,3.999200159968006e-4,0.0031993601279744054,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0.09998000399920112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.002199560087982403,9.998000399920016e-4,0.004199160167966408,0.0011997600479904018,0.006398720255948813,1.999600079984003e-4,0.0027994401119776045,0.0011997600479904018,5.998800239952009e-4,3.999200159968006e-4,0.001399720055988802,9.998000399920016e-4,3.999200159968006e-4,7.998400319936012e-4,9.998000399920016e-4,0,0.0015996800639872023,0.004799040191961609,1.999600079984003e-4,0.003999200159968007,0.0015996800639872023,0.0011997600479904018,9.998000399920016e-4,0.0017996400719856025,5.998800239952009e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0.007798440311937616,0.00539892021595681,0.012197560487902407,7.998400319936012e-4,0.0045990801839632086,5.998800239952009e-4,0.0019996000799840027,5.998800239952009e-4,0,0.0011997600479904018,7.998400319936012e-4,0.0031993601279744054,3.999200159968006e-4,7.998400319936012e-4,0.003999200159968007,0.0037992401519696068,0,0.004399120175964808,0.0011997600479904018,0.005998800239952012,7.998400319936012e-4,3.999200159968006e-4,1.999600079984003e-4,7.998400319936012e-4,0.004399120175964808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0.0011997600479904018,0.0015996800639872023,0.003999200159968007,9.998000399920016e-4,0.006998600279944014,5.998800239952009e-4,0.003399320135972806,0.002199560087982403,9.998000399920016e-4,0.001399720055988802,0.001399720055988802,7.998400319936012e-4,0.0017996400719856025,0.001399720055988802,0.0019996000799840027,0.008398320335932815,0.00539892021595681,0,7.998400319936012e-4,0.0031993601279744054,3.999200159968006e-4,0.002999400119976005,0.0015996800639872023,0.0017996400719856025,5.998800239952009e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047990401919615934,0.18376324735053345,0.0023995200959808036,0.0961807638472314,0,0.010197960407918412,0.007998400319936016,0,0,0,0,0,0,0,0.0011997600479904018,0.002199560087982403,0.0017996400719856025,0
0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.002599480103979204,0.0011997600479904018,0.0027994401119776045,0.0011997600479904018,0.00519896020795841,0.0015996800639872023,5.998800239952009e-4,7.998400319936012e-4,5.998800239952009e-4,3.999200159968006e-4,5.998800239952009e-4,0.002599480103979204,5.998800239952009e-4,0.0015996800639872023,3.999200159968006e-4,0.00519896020795841,0.002599480103979204,0.004199160167966408,0,0,0.001399720055988802,7.998400319936012e-4,3.999200159968006e-4,0.001399720055988802,3.999200159968006e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.04079184163167355,0,0.22875424915017492,0.046790641871625537,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0.006198760247950412,0.003399320135972806,0.052389522095580725,0.0049990001999600095,0,0.004799040191961609,0.006598680263947213,0,0,1.999600079984003e-4,0,0.0027994401119776045,0,0,0,0.23315336932613986,0.05438912217556472,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0.0035992801439712063,0.002599480103979204,0.06398720255948795,0.003399320135972806,1.999600079984003e-4,0.0031993601279744054,0.001399720055988802,0,0,0,0,0.0027994401119776045,0,0,0.23055388922216058,0,0.05138972205558873,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0.005998800239952012,0.0045990801839632086,0.22875424915017492,0.005998800239952012,0,0.009198160367926414,0.006998600279944014,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0.004199160167966408,1.999600079984003e-4,0,0.06798640271945608,0.06498700259947998,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0.0027994401119776045,0.003399320135972806,0.005798840231953611,0,0,0,0,0,0,0,0,0.17836432713457648,0,0,0.1177764447110593,0,0.006198760247950412,0,0,0,0,0,0,0,0
