64420015_0_cattle_2008-07-01,64420015_10_cattle_2011-12-01,64420015_11_cattle_2011-12-01,64420015_12_cattle_2011-11-01,64420015_13_cattle_2011-12-01,64420015_14_cattle_2011-12-01,64420015_15_cattle_2011-12-01,64420015_16_cattle_2011-12-01,64420015_17_cattle_2011-12-01,64420015_18_cattle_2011-12-01,64420015_19_cattle_2011-12-01,64420015_1_cattle_2008-03-01,64420015_20_cattle_2011-11-01,64420015_21_cattle_2011-12-01,64420015_22_cattle_2011-12-01,64420015_23_cattle_2011-12-01,64420015_24_cattle_2011-12-01,64420015_25_cattle_2011-12-01,64420015_26_cattle_2011-12-01,64420015_27_cattle_2011-12-01,64420015_28_cattle_2011-12-01,64420015_29_cattle_2011-12-01,64420015_2_cattle_2008-07-01,64420015_30_cattle_2011-12-01,64420015_31_cattle_2011-12-01,64420015_32_cattle_2011-12-01,64420015_33_cattle_2011-12-01,64420015_34_cattle_2011-12-01,64420015_35_cattle_2011-12-01,64420015_36_cattle_2011-12-01,64420015_37_cattle_2011-12-01,64420015_38_cattle_2011-12-01,64420015_3_cattle_2008-06-01,64420015_4_cattle_2008-07-01,64420015_5_cattle_2008-07-01,64420015_6_cattle_2008-07-01,64420015_7_cattle_2011-12-01,64420015_8_cattle_2011-12-01,64420015_9_cattle_2010-11-01,64420044_0_cattle_2011-02-01,64420044_10_cattle_2011-02-01,64420044_11_cattle_2011-02-01,64420044_12_cattle_2011-02-01,64420044_13_cattle_2011-01-01,64420044_14_cattle_2011-02-01,64420044_15_cattle_2011-02-01,64420044_16_cattle_2011-02-01,64420044_17_cattle_2011-02-01,64420044_18_cattle_2011-02-01,64420044_19_cattle_2011-02-01,64420044_1_cattle_2011-02-01,64420044_20_cattle_2011-02-01,64420044_21_cattle_2011-02-01,64420044_22_cattle_2011-02-01,64420044_23_cattle_2011-02-01,64420044_24_cattle_2012-02-01,64420044_2_cattle_2011-02-01,64420044_3_cattle_2011-02-01,64420044_4_cattle_2010-04-01,64420044_5_cattle_2011-02-01,64420044_6_cattle_2011-02-01,64420044_7_cattle_2010-08-01,64420044_8_cattle_2011-02-01,64420044_9_cattle_2011-02-01
0,1.999600079984003e-4,7.998400319936012e-4,0,0,7.998400319936012e-4,0,0,0,7.998400319936012e-4,0,0,0,0,7.998400319936012e-4,0,0,7.998400319936012e-4,7.998400319936012e-4,0.022395520895820788,0,7.998400319936012e-4,0,0,0,0,0,0,7.998400319936012e-4,0,0,7.998400319936012e-4,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,7.998400319936012e-4
0,5.998800239952009e-4,3.999200159968006e-4,0,0,1.999600079984003e-4,0,0,0,5.998800239952009e-4,0,0,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,5.998800239952009e-4,0.0015996800639872023,0.0015996800639872023,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,5.998800239952009e-4
0.016996600679864,0,0,0,0,0,0,0,0,0,0,0.024195160967806384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02679464107178558,0.026994601079783978,0.02659468106378718,0.024995000999799982,0,0,0,0,1.999600079984003e-4,5.998800239952009e-4,0,5.998800239952009e-4,0,0,5.998800239952009e-4,0,1.999600079984003e-4,0,0,0,0,0,9.998000399920016e-4,0,0,1.999600079984003e-4,0,0,0,0,0,0
0,0,0,0,0,0,0,0.10617876424715172,0.10617876424715172,0,0.10617876424715172,0,0,0,0,0.10617876424715172,0.10617876424715172,0,0,0,0,0,0,0,0.10617876424715172,0.10617876424715172,0.10617876424715172,0,0,0.10617876424715172,0,0,0,0,0,0,0.10617876424715172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.11957608478304496,0.11957608478304496,0,0.11957608478304496,0,0,0,0,0.11957608478304496,0.11957608478304496,0,0,0,0,0,0,0.11957608478304496,0,0.11957608478304496,0.11957608478304496,0,0,0.11957608478304496,0,0,0,0,0,0,0.11957608478304496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.14957008598280594,0.14957008598280594,0,0.14957008598280594,0,0,0,0,0.14957008598280594,0.14957008598280594,0,0,0,0,0,0,0.14957008598280594,0.14957008598280594,0,0.14957008598280594,0,0,0.14957008598280594,0,0,0,0,0,0,0.14957008598280594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.11877624475105134,0.11917616476704815,0,0.11877624475105134,0,0,0,0,0.11877624475105134,0.11877624475105134,0,0,0,0,0,0,0.11877624475105134,0.11877624475105134,0.11877624475105134,0,0,0,0.11877624475105134,0,0,0,0,0,0,0.11877624475105134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04639072185562874,0.268946210757852,0,0.03879224155168955,0.002199560087982403,0.005798840231953611,0,0.0015996800639872023,0,0.05458908218356312,0.03659268146370716,0,0.015196960607878401,0.008998200359928014,0,0,0,0,0,0,0.005798840231953611,0.007798440311937616,0.008998200359928014,0.009398120375924813,0,0,0.007998400319936016,0.21955608878224822,0,0,0,0,0,5.998800239952009e-4,0.12257548490302106,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0,0,0,0.03119376124775037,0,0,0,0,0,0,0,0,0
0,0.17696460707858763,0,0,0,3.999200159968006e-4,0,0,0,3.999200159968006e-4,0,0,0,0,3.999200159968006e-4,0,0,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,3.999200159968006e-4
0,0,0,0,0,0,0,0.1113777244551103,0.1113777244551103,0,0.1113777244551103,0,0,0,0,0.1113777244551103,0.1113777244551103,0,0,0,0,0,0,0.1113777244551103,0.1113777244551103,0.1113777244551103,0.1113777244551103,0,0,0,0,0,0,0,0,0,0.1113777244551103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.018796240751849595,0.11517696460708002,0,0.013997200559888004,3.999200159968006e-4,0.0023995200959808036,0,0.001399720055988802,0,0.018396320735852796,0.014397120575884803,0,0.0045990801839632086,0.0017996400719856025,0,0,0,0,0,0,0.003399320135972806,0.0031993601279744054,0.002599480103979204,0.004799040191961609,0.11557688462307683,0,0.0045990801839632086,0,0,0,0,0,0,3.999200159968006e-4,0.05438912217556472,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0.010197960407918412,0,0,0,0,0,0,0,0,0
0,0.0011997600479904018,0.0011997600479904018,0,0,0.0011997600479904018,0,0,0,0.028394321135772775,0,0,0,0,0.0011997600479904018,0,0,0.0011997600479904018,0.0011997600479904018,0.0011997600479904018,0.0011997600479904018,0.0011997600479904018,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0.0011997600479904018
0.03579284143171356,0,0,0,0,0,0,0,0,0,0,0.047590481903619135,0,0,0,0,0,0,0,0,0,0,0.051989602079583926,0,0,0,0,0,0,0,0,0,0,0.046790641871625537,0.05538892221555672,0.047190561887622336,0,0,0,9.998000399920016e-4,7.998400319936012e-4,3.999200159968006e-4,0,0,0,0,7.998400319936012e-4,7.998400319936012e-4,0.0037992401519696068,0,0,5.998800239952009e-4,0,3.999200159968006e-4,0.0023995200959808036,0,1.999600079984003e-4,0,0.0017996400719856025,0,0,0,0,0
0.14937012597480753,0,0,0,0,0,0,0,0,0,0,0.21835632873425778,0,0,0,0,0,0,0,0,0,0,0.23575284943011915,0,0,0,0,0,0,0,0,0,0.24095180963807772,0,0.24475104979004744,0.29694061187762505,0,0,0,7.998400319936012e-4,0.0011997600479904018,0,7.998400319936012e-4,0.002199560087982403,0,3.999200159968006e-4,0.0067986402719456135,0.0015996800639872023,0.009398120375924813,0,0,0.0011997600479904018,9.998000399920016e-4,0.004399120175964808,0.006198760247950412,0,7.998400319936012e-4,7.998400319936012e-4,0.002599480103979204,0.001399720055988802,0,0.002199560087982403,3.999200159968006e-4,0
0.04899020195960793,0,0,0,0,0,0,0,0,0,0,0.06818636272745449,0,0,0,0,0,0,0,0,0,0,0.07418516296740668,0,0,0,0,0,0,0,0,0,0.07558488302339553,0.07658468306338756,0,0.07538492301539712,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0.001399720055988802,3.999200159968006e-4,0.001399720055988802,1.999600079984003e-4,0,5.998800239952009e-4,1.999600079984003e-4,0.002199560087982403,0.0027994401119776045,0,0,0,7.998400319936012e-4,7.998400319936012e-4,1.999600079984003e-4,5.998800239952009e-4,0.0017996400719856025,0
0.16516696660668165,0,0,0,0,0,0,0,0,0,0,0.21755648870226416,0,0,0,0,0,0,0,0,0,0,0.2375524895021048,0,0,0,0,0,0,0,0,0,0.2405518896220809,0.2881423715256964,0.24895020995801398,0,0,0,0,9.998000399920016e-4,0.0015996800639872023,0.001399720055988802,3.999200159968006e-4,9.998000399920016e-4,0,0,0.007398520295940815,0.0019996000799840027,0.008798240351929614,0,5.998800239952009e-4,0.0019996000799840027,5.998800239952009e-4,0.0019996000799840027,0.004799040191961609,0,9.998000399920016e-4,0,0.0031993601279744054,1.999600079984003e-4,0,0.0017996400719856025,1.999600079984003e-4,0
0,0,0,0,0,0,0,0.012797440511897606,0.012797440511897606,0,0.012797440511897606,0,0,0,0,0.012797440511897606,0.012797440511897606,0,0,0,0,0,0,0.012797440511897606,0.012797440511897606,0.012797440511897606,0.012797440511897606,0,0,0.012797440511897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.023995200959807984,0.05058988202359513,0,0.019596080783843194,0.001399720055988802,0.004799040191961609,0,7.998400319936012e-4,0,0.020395920815836792,0.02139572085582879,0,0.0049990001999600095,0.002599480103979204,0,0,0,0,0,0,0.005598880223955211,0.00519896020795841,0.005998800239952012,0.0027994401119776045,0.051989602079583926,0,0.004399120175964808,0.05338932213557272,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,0,0,0,0,0.02199560087982399,0,0,0,0,0,0,0,0,0
0,0.5432913417316277,0.6380723855228593,0,0,0.6074785042991073,0,0,0,0.6512697460507523,0,0,0,0,0.6696660667866031,0,0,0.6688662267546096,0.6696660667866031,0.6502699460107604,0.6678664267146177,0.6696660667866031,0,0,0,0,0,0,0.5414917016596423,0,0,0.6464707058587912,0,0,0,0,0,0,0,0,0,0,0,0,0.6696660667866031,0,0,0,0,0,0,0,0,0,0,0.6554689062187182,0,0,0,0,0,0,0,0.6696660667866031
0,0,0,5.998800239952009e-4,0.0011997600479904018,0,5.998800239952009e-4,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0.002599480103979204,0.004799040191961609,0.002599480103979204,0,0.0027994401119776045,0.009598080383923213,0.18036392721456054,0.008998200359928014,0.001399720055988802,0.0045990801839632086,0.05078984203159353,0.26594681063787634,0.13817236552689677,0.002999400119976005,0,0.042191561687662346,0.04859028194361113,0.010397920415916811,0.002599480103979204,0.002199560087982403,0.009998000399920012,0.002199560087982403,1.999600079984003e-4
0,0,0,0.0011997600479904018,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,5.998800239952009e-4,0,0,0,0,0,0,5.998800239952009e-4,0,0.0015996800639872023,0,0.10797840431913738,0.002599480103979204,0.11337732453509436,0,0.0015996800639872023,0.005998800239952012,7.998400319936012e-4,0.0035992801439712063,0.0011997600479904018,0.002199560087982403,7.998400319936012e-4,0.0019996000799840027,0.001399720055988802,0.0027994401119776045,0,0.0019996000799840027,0.001399720055988802,0.006198760247950412,0.10977804439112304,0.001399720055988802,0.006198760247950412,0.002599480103979204,0
0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,7.998400319936012e-4,0.001399720055988802,0.13677264547090792,0,0.001399720055988802,0.14457108578284578,0,1.999600079984003e-4,0.003399320135972806,7.998400319936012e-4,0.0037992401519696068,0.001399720055988802,0.0019996000799840027,9.998000399920016e-4,7.998400319936012e-4,0.001399720055988802,0.0023995200959808036,0,9.998000399920016e-4,9.998000399920016e-4,0.0037992401519696068,0.23315336932613986,7.998400319936012e-4,0.0037992401519696068,7.998400319936012e-4,3.999200159968006e-4
