40089001_0_cattle_2012-03-01,40089001_10_cattle_2012-03-01,40089001_11_cattle_2011-05-01,40089001_12_cattle_2012-03-01,40089001_13_cattle_2012-03-01,40089001_14_cattle_2012-02-01,40089001_15_cattle_2012-03-01,40089001_16_cattle_2012-03-01,40089001_17_cattle_2012-03-01,40089001_18_cattle_2012-03-01,40089001_19_cattle_2012-03-01,40089001_1_cattle_2012-03-01,40089001_20_cattle_2012-03-01,40089001_21_cattle_2012-03-01,40089001_22_cattle_2012-03-01,40089001_23_cattle_2012-03-01,40089001_24_cattle_2012-01-01,40089001_25_cattle_2012-03-01,40089001_26_cattle_2012-03-01,40089001_27_cattle_2012-03-01,40089001_28_cattle_2012-03-01,40089001_29_cattle_2011-04-01,40089001_2_cattle_2012-03-01,40089001_30_cattle_2012-03-01,40089001_31_cattle_2012-03-01,40089001_32_cattle_2012-03-01,40089001_33_cattle_2012-03-01,40089001_34_cattle_2012-03-01,40089001_35_cattle_2012-03-01,40089001_36_cattle_2012-03-01,40089001_37_cattle_2012-02-01,40089001_38_cattle_2012-03-01,40089001_39_cattle_2012-03-01,40089001_3_cattle_2012-03-01,40089001_40_cattle_2012-03-01,40089001_41_cattle_2012-03-01,40089001_42_cattle_2012-03-01,40089001_43_cattle_2012-03-01,40089001_44_cattle_2012-03-01,40089001_4_cattle_2012-03-01,40089001_5_cattle_2012-03-01,40089001_6_cattle_2012-03-01,40089001_7_cattle_2012-03-01,40089001_8_cattle_2012-03-01,40089001_9_cattle_2012-03-01,64420015_0_cattle_2009-04-01,64420015_10_cattle_2009-04-01,64420015_11_cattle_2009-04-01,64420015_12_cattle_2009-04-01,64420015_13_cattle_2009-04-01,64420015_14_cattle_2009-04-01,64420015_15_cattle_2009-04-01,64420015_16_cattle_2009-04-01,64420015_17_cattle_2009-04-01,64420015_18_cattle_2009-04-01,64420015_19_cattle_2009-04-01,64420015_1_cattle_2009-04-01,64420015_20_cattle_2009-04-01,64420015_21_cattle_2009-04-01,64420015_22_cattle_2009-04-01,64420015_23_cattle_2009-04-01,64420015_24_cattle_2009-03-01,64420015_25_cattle_2009-04-01,64420015_26_cattle_2009-04-01,64420015_27_cattle_2009-04-01,64420015_28_cattle_2009-04-01,64420015_29_cattle_2009-03-01,64420015_2_cattle_2009-04-01,64420015_30_cattle_2009-04-01,64420015_31_cattle_2009-04-01,64420015_32_cattle_2009-04-01,64420015_33_cattle_2009-04-01,64420015_34_cattle_2009-04-01,64420015_35_cattle_2009-04-01,64420015_36_cattle_2009-04-01,64420015_37_cattle_2009-04-01,64420015_38_cattle_2009-04-01,64420015_39_cattle_2009-04-01,64420015_3_cattle_2009-04-01,64420015_4_cattle_2009-04-01,64420015_5_cattle_2009-04-01,64420015_6_cattle_2008-09-01,64420015_7_cattle_2009-04-01,64420015_8_cattle_2009-04-01,64420015_9_cattle_2009-04-01,64420044_0_cattle_2010-03-01,64420044_1_cattle_2010-03-01,64420044_2_cattle_2010-03-01,64420044_3_cattle_2010-03-01,64420044_4_cattle_2010-02-01,64420044_5_cattle_2010-03-01,64420044_6_cattle_2010-03-01,64420044_7_cattle_2010-03-01
0,0,0,0,0,0.014597080583883202,0.008198360327934416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.015996800639872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0027994401119776045,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.027394521095780777,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0.005998800239952012,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,5.998800239952009e-4,0,5.998800239952009e-4,0,5.998800239952009e-4,5.998800239952009e-4
0,0.04199160167966395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0.004399120175964808,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,0.04859028194361113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.17436512697460835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17516496700660197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1755648870225988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539892021595681,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0.0019996000799840027,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4
0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02179564087182559,0,0.02659468106378718,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.03979204159168155,0,0,0,0.010197960407918412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0.013197360527894405,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0.029594081183763173,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4
0,0,0,0,0,0,0,0,0.3897220555888728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3725254949010122,0,0,0,0,0,0,0,0,0.3739252149570009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.998400319936012e-4,0,3.999200159968006e-4,0,0,0,0,0.006598680263947213,0,0,0,0.010397920415916811,0.0017996400719856025,0,0,0,3.999200159968006e-4,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007798440311937616,0,0,0,1.999600079984003e-4,3.999200159968006e-4,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0.0017996400719856025,0.0017996400719856025,0.0017996400719856025,5.998800239952009e-4,3.999200159968006e-4,0.0017996400719856025
0.024395120975804784,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,9.998000399920016e-4,0,0,7.998400319936012e-4,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0
0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024395120975804784,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0.037992401519695955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.047590481903619135,0,0,0,0,0.002999400119976005,0,0,0,0,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0.0045990801839632086,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0.02619476104779038,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,9.998000399920016e-4,3.999200159968006e-4,0,0.0011997600479904018,0.0871825634873031,0.002599480103979204,7.998400319936012e-4,0.0015996800639872023,0.0011997600479904018,0.002199560087982403,1.999600079984003e-4,1.999600079984003e-4,0.0019996000799840027,0.0011997600479904018,0.0031993601279744054,0.274745050989805,0.0031993601279744054,0.0017996400719856025,0.12537492501499875,0.003399320135972806,0.0015996800639872023,0.0023995200959808036,0.0027994401119776045,0.0015996800639872023,5.998800239952009e-4,0.0027994401119776045,0.0011997600479904018,0.002199560087982403,0.002199560087982403,0.0015996800639872023,7.998400319936012e-4,0.11417716456708799,0.07918416316736684,3.999200159968006e-4,0.002999400119976005,5.998800239952009e-4,9.998000399920016e-4,0.0745850829834035,0,0,0,0,0,0,0,0
0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01079784043191361,0,0.011797640471905608,0.013197360527894405,0.0023995200959808036,0.007398520295940815,0.0045990801839632086,0.0049990001999600095,0.18696260747850796,0.01099780043991201,0.005798840231953611,0.01099780043991201,0.1909618076384761,0.013197360527894405,0.009598080383923213,0.008598280343931215,0.025194961007798382,0.004799040191961609,0.01079784043191361,0.01119776044791041,0.0045990801839632086,0.023595280943811185,0.005998800239952012,0.01119776044791041,0.009998000399920012,0.007398520295940815,0.007798440311937616,0.0027994401119776045,0.008598280343931215,0.010197960407918412,0.06718656268746245,0.013997200559888004,0.009198160367926414,0.00539892021595681,0.009998000399920012,0.00519896020795841,0.02599480103979198,0.07498500299940031,0.011797640471905608,0.009998000399920012,3.999200159968006e-4,0,0.0015996800639872023,0,0,9.998000399920016e-4,0,5.998800239952009e-4
0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0.0163967206558688,0,0.014797040591881602,0.0015996800639872023,0.013597280543891204,0.0045990801839632086,0.061987602479503905,0.011597680463907209,0.013597280543891204,0.009598080383923213,0.011597680463907209,0.019996000799839993,0.01119776044791041,0.051989602079583926,0.01119776044791041,0.03059388122375517,0.007398520295940815,0.03019396120775837,0.014797040591881602,0.0049990001999600095,0.028794241151769574,0.012197560487902407,0.013797240551889604,0.05598880223955192,0.011397720455908809,0.012597480503899207,0.368726254749043,0.013997200559888004,0.013997200559888004,0.024195160967806384,0.0167966406718656,0.012597480503899207,0.006198760247950412,0.010397920415916811,0.01059788042391521,0.033593281343731164,0.012397520495900807,0.025194961007798382,0.009598080383923213,0.001399720055988802,9.998000399920016e-4,3.999200159968006e-4,3.999200159968006e-4,1.999600079984003e-4,0,0,0.002199560087982403
0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01099780043991201,0.010397920415916811,0.015996800639872,0,7.998400319936012e-4,0.008798240351929614,0.002999400119976005,0.01079784043191361,0.007198560287942414,0.023395320935812786,0.004399120175964808,0.003399320135972806,0.011997600479904008,0.009998000399920012,0.014397120575884803,0.36272745450909166,0.028394321135772775,0.010197960407918412,0.009598080383923213,0.11077784443111507,0.002599480103979204,0.022595480903819187,0.009198160367926414,0.012197560487902407,0.007798440311937616,0.10997800439912145,0.014997000599880001,0.008798240351929614,0.012197560487902407,0.01079784043191361,0.01059788042391521,0.017596480703859198,0.007398520295940815,0.008398320335932815,0.005798840231953611,0.022995400919815986,0.028794241151769574,0.009198160367926414,0.012397520495900807,0.00519896020795841,5.998800239952009e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0.001399720055988802,0
0.0017996400719856025,5.998800239952009e-4,0.02099580083983199,0.0027994401119776045,0.00519896020795841,0.0023995200959808036,0,7.998400319936012e-4,0,0.0067986402719456135,7.998400319936012e-4,0.003399320135972806,0.0015996800639872023,0.002199560087982403,0.0011997600479904018,0.002999400119976005,0.007198560287942414,5.998800239952009e-4,9.998000399920016e-4,7.998400319936012e-4,0,0.018996200759847995,0.004799040191961609,5.998800239952009e-4,0.0011997600479904018,0,3.999200159968006e-4,0.0019996000799840027,0,0,9.998000399920016e-4,5.998800239952009e-4,0.0049990001999600095,9.998000399920016e-4,0,0.0017996400719856025,0.0049990001999600095,3.999200159968006e-4,0.0011997600479904018,3.999200159968006e-4,0.005598880223955211,0.0017996400719856025,0.002599480103979204,5.998800239952009e-4,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04379124175164954,0.023995200959807984,0.043391321735652744,0.023795240951809585,0.04659068186362714,0.023195360927814386,0.019596080783843194,0.047990401919615934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0.003999200159968007,0.007598480303939215,0.00519896020795841,0,0,0.0015996800639872023,0.002599480103979204,0.006998600279944014,0.008198360327934416,0.014797040591881602,0.008798240351929614,0.004799040191961609,0.018396320735852796,0.0023995200959808036,0.009198160367926414,0.018196360727854397,0.004199160167966408,0.009798040391921612,0.005798840231953611,0.0015996800639872023,0.037792441511697555,0.29494101179764126,0.023395320935812786,0.008798240351929614,0.008798240351929614,0.2063587282543534,0.008198360327934416,0.1757648470305972,0.009998000399920012,0.008398320335932815,0.009398120375924813,0.006598680263947213,0.0035992801439712063,0.002599480103979204,0.0067986402719456135,0.018996200759847995,0.005998800239952012,0.007198560287942414,0.008398320335932815,1.999600079984003e-4,0,0,0,0,0,0,0.001399720055988802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08418316336732701,0.002199560087982403,0.0015996800639872023,0.0015996800639872023,0,1.999600079984003e-4,0,3.999200159968006e-4,3.999200159968006e-4,0.004799040191961609,0,0.0015996800639872023,0.0017996400719856025,3.999200159968006e-4,3.999200159968006e-4,0.003399320135972806,0.005798840231953611,0.09178164367126646,0.0019996000799840027,0.004199160167966408,0.16596680663867527,0.0019996000799840027,7.998400319936012e-4,0.0045990801839632086,0.002599480103979204,0.0037992401519696068,7.998400319936012e-4,7.998400319936012e-4,0.0011997600479904018,9.998000399920016e-4,9.998000399920016e-4,7.998400319936012e-4,0.004399120175964808,0.23315336932613986,0.0779844031193764,0.0023995200959808036,0.005998800239952012,0.001399720055988802,0.001399720055988802,0.07578484303139393,7.998400319936012e-4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.01119776044791041,0.04499100179963994,0.009198160367926414,0.003999200159968007,0.011997600479904008,0.005998800239952012,0,0.008398320335932815,0.008198360327934416,0.010197960407918412,0.009198160367926414,0.010197960407918412,0.009798040391921612,0.17356528694261472,0.006398720255948813,0.022395520895820788,0.007998400319936016,0.02659468106378718,0.010397920415916811,0.005798840231953611,0.024395120975804784,0.009798040391921612,0.008598280343931215,0.17236552689462428,0.013397320535892805,0.008998200359928014,0.04079184163167355,0.013597280543891204,0.009998000399920012,0.0165966806638672,0.0155968806238752,0.009998000399920012,0.007998400319936016,0.006598680263947213,0.010197960407918412,0.02639472105578878,0.014397120575884803,0.020395920815836792,0.007998400319936016,0.003399320135972806,0,0,0,0,0,3.999200159968006e-4,3.999200159968006e-4
0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067986402719456135,0.2283543291341781,0.014397120575884803,0.010397920415916811,0.002199560087982403,0.009198160367926414,0.008598280343931215,0.018196360727854397,0,0.014197160567886403,0.012597480503899207,0.0157968406318736,0.28374325134973205,0.0157968406318736,0.0163967206558688,0.014197160567886403,0.03459308138372316,0.004799040191961609,0.014597080583883202,0.011797640471905608,0.004199160167966408,0.03599280143971196,0.017596480703859198,0.0163967206558688,0.010397920415916811,0.008398320335932815,0.006398720255948813,0.0167966406718656,0.013797240551889604,0.01119776044791041,0.08478304339132223,0.017996400719855997,0.018396320735852796,0.005998800239952012,0.00539892021595681,0.011397720455908809,0.03619276144771036,0.06958608278344333,0.015996800639872,0.009198160367926414,0,0,1.999600079984003e-4,0,0.0023995200959808036,0,1.999600079984003e-4,0.001399720055988802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.009598080383923213,0.0031993601279744054,0.029594081183763173,0.0011997600479904018,0.0015996800639872023,0.001399720055988802,0.007398520295940815,0.002599480103979204,0,0.0011997600479904018,5.998800239952009e-4,0.006398720255948813,0.0023995200959808036,0.00539892021595681,0.018196360727854397,0.012397520495900807,0.003999200159968007,0.0045990801839632086,0.028394321135772775,0.002999400119976005,0.004799040191961609,0.002599480103979204,0.0023995200959808036,7.998400319936012e-4,0.033793241351729564,0.0049990001999600095,0.0067986402719456135,0.002999400119976005,0.008398320335932815,0.009398120375924813,0.49110177964405083,0.005998800239952012,0.002999400119976005,0.0019996000799840027,0.009598080383923213,0.012397520495900807,9.998000399920016e-4,0.005798840231953611,0.006398720255948813,0,0,0,0,0,0,1.999600079984003e-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0.0011997600479904018,0.0015996800639872023,0.0011997600479904018,0,0.007398520295940815,0,9.998000399920016e-4,0,3.999200159968006e-4,0,0.5240951809637834,7.998400319936012e-4,0.1303739252149589,3.999200159968006e-4,3.999200159968006e-4,0.0017996400719856025,0,5.998800239952009e-4,0.001399720055988802,5.998800239952009e-4,0.013197360527894405,0.009798040391921612,0.12777444511097963,9.998000399920016e-4,0.0015996800639872023,0.012197560487902407,0,0.012397520495900807,5.998800239952009e-4,0.0015996800639872023,0.001399720055988802,0.001399720055988802,0,1.999600079984003e-4,1.999600079984003e-4,0.0017996400719856025,0,0.001399720055988802,3.999200159968006e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.001399720055988802,7.998400319936012e-4,5.998800239952009e-4,0,0.00519896020795841,5.998800239952009e-4,0.001399720055988802,3.999200159968006e-4,5.998800239952009e-4,0.47590481903617404,0,3.999200159968006e-4,0.10977804439112304,3.999200159968006e-4,3.999200159968006e-4,0.001399720055988802,3.999200159968006e-4,7.998400319936012e-4,9.998000399920016e-4,0,0.008798240351929614,0.006998600279944014,0.1085782843431326,3.999200159968006e-4,5.998800239952009e-4,0.007398520295940815,5.998800239952009e-4,0.007798440311937616,5.998800239952009e-4,9.998000399920016e-4,7.998400319936012e-4,3.999200159968006e-4,1.999600079984003e-4,0,0,0.001399720055988802,0,5.998800239952009e-4,3.999200159968006e-4,0,0,3.999200159968006e-4,0,0,0,0,0
0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0.24795040991802195,0.02559488102379518,0.014597080583883202,0.004799040191961609,0.011997600479904008,0.007398520295940815,0.02099580083983199,0.33553289342131215,0.023995200959807984,0.009798040391921612,0.007598480303939215,0,0.014797040591881602,0.018996200759847995,0.018996200759847995,0.03439312137572476,0.005998800239952012,0.020395920815836792,0.0167966406718656,0.005998800239952012,0.03119376124775037,0.009198160367926414,0.009798040391921612,0.02119576084783039,0.011997600479904008,0.0153969206158768,0.014997000599880001,0.012797440511897606,0.008198360327934416,0.10137972405518997,0.010397920415916811,0.013997200559888004,0.004799040191961609,0.005998800239952012,0.013797240551889604,0.03679264147170556,0.08518296340731904,0.018596280743851196,0.008398320335932815,0.001399720055988802,7.998400319936012e-4,3.999200159968006e-4,0,0.0023995200959808036,0,3.999200159968006e-4,3.999200159968006e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0.003999200159968007,0.0045990801839632086,0.0031993601279744054,0,0.0165966806638672,1.999600079984003e-4,0.002999400119976005,0.0011997600479904018,0.002999400119976005,0.10397920415916925,0.09738052389522184,0.005798840231953611,0,0.0037992401519696068,0.0045990801839632086,0.008198360327934416,9.998000399920016e-4,0.005798840231953611,0.0023995200959808036,3.999200159968006e-4,0.027994401119775976,0.022595480903819187,0.308538292341531,0.0031993601279744054,0.0037992401519696068,0.022995400919815986,0.0017996400719856025,0.022595480903819187,0.005598880223955211,0.004799040191961609,0.005798840231953611,0.00519896020795841,9.998000399920016e-4,0.002199560087982403,0.00539892021595681,0.008798240351929614,0.003399320135972806,0.002999400119976005,0.0011997600479904018,0,0,7.998400319936012e-4,1.999600079984003e-4,0,0,0,7.998400319936012e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009798040391921612,0.014997000599880001,0.08858228354329195,0.0163967206558688,0.007398520295940815,0.009398120375924813,0.007598480303939215,0.21395720855829284,0.0167966406718656,0.02559488102379518,0.005998800239952012,0.018996200759847995,0.019396120775844794,0.011597680463907209,0,0.020395920815836792,0.04099180163967195,0.005998800239952012,0.04939012197560473,0.02159568086382719,0.006398720255948813,0.042391521695660746,0.014797040591881602,0.014797040591881602,0.2965406918616283,0.017796440711857597,0.01059788042391521,0.08458308338332382,0.00519896020795841,0.02139572085582879,0.018996200759847995,0.018596280743851196,0.013797240551889604,0.0155968806238752,0.008598280343931215,0.02159568086382719,0.04519096180763834,0.02159568086382719,0.03219356128774237,0.008598280343931215,0.00539892021595681,5.998800239952009e-4,0,0,0.002999400119976005,0,3.999200159968006e-4,0.002199560087982403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009198160367926414,0.013197360527894405,0.007598480303939215,0.37032593481303006,7.998400319936012e-4,0.013397320535892805,0.007198560287942414,0.009198160367926414,0.010397920415916811,0.024795040991801583,0.012997400519896006,0.003399320135972806,0.013797240551889604,0.010197960407918412,0.007798440311937616,0,0.029194161167766373,0.007398520295940815,0.016996600679864,0.12517496500700034,0.006398720255948813,0.027994401119775976,0.009998000399920012,0.014597080583883202,0.008798240351929614,0.13237352529494298,0.013397320535892805,0.013797240551889604,0.0167966406718656,0.0163967206558688,0.013797240551889604,0.026994601079783978,0.0165966806638672,0.006598680263947213,0.006998600279944014,0.015996800639872,0.029994001199759972,0.013397320535892805,0.012197560487902407,0.008198360327934416,0.0011997600479904018,1.999600079984003e-4,1.999600079984003e-4,0,7.998400319936012e-4,0,0,0.0015996800639872023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0.01079784043191361,0.0035992801439712063,0.004799040191961609,0,0.007798440311937616,0.0031993601279744054,0.007998400319936016,0.00539892021595681,0.011397720455908809,0.0027994401119776045,0.003399320135972806,0.007398520295940815,0.0049990001999600095,0.003999200159968007,0.008598280343931215,0,0.0027994401119776045,0.007798440311937616,0.00519896020795841,0.0037992401519696068,0.011597680463907209,0.0037992401519696068,0.004799040191961609,0.00539892021595681,0.00519896020795841,0.004199160167966408,0.007598480303939215,0.004199160167966408,0.007398520295940815,0.007198560287942414,0.004199160167966408,0.00539892021595681,0.002599480103979204,0.0037992401519696068,0.0067986402719456135,0.0153969206158768,0.006398720255948813,0.004799040191961609,0.0037992401519696068,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4
