40027008_0_cattle_2013-03-01,40027023_0_cattle_2012-04-01,40027023_1_cattle_2012-05-01,40089001_0_cattle_2011-05-01,40089001_10_cattle_2011-05-01,40089001_11_cattle_2011-05-01,40089001_12_cattle_2011-05-01,40089001_13_cattle_2011-05-01,40089001_14_cattle_2011-05-01,40089001_1_cattle_2011-05-01,40089001_2_cattle_2011-05-01,40089001_3_cattle_2011-05-01,40089001_4_cattle_2011-05-01,40089001_5_cattle_2011-04-01,40089001_6_cattle_2011-05-01,40089001_7_cattle_2011-04-01,40089001_8_cattle_2011-05-01,40089001_9_cattle_2011-05-01,40119050_0_cattle_2012-03-01,64281001_0_cattle_2011-09-01,64281001_1_cattle_2011-09-01,64281001_2_cattle_2011-08-01,64281001_3_cattle_2011-09-01,64281001_4_cattle_2011-09-01,64281001_5_cattle_2011-09-01,64281001_6_cattle_2011-09-01,64420012_0_cattle_2011-09-01,64420012_10_cattle_2011-09-01,64420012_11_cattle_2011-09-01,64420012_12_cattle_2011-09-01,64420012_13_cattle_2011-09-01,64420012_14_cattle_2011-09-01,64420012_15_cattle_2011-09-01,64420012_16_cattle_2011-09-01,64420012_17_cattle_2011-09-01,64420012_18_cattle_2011-08-01,64420012_19_cattle_2011-09-01,64420012_1_cattle_2011-09-01,64420012_20_cattle_2011-09-01,64420012_21_cattle_2011-09-01,64420012_2_cattle_2011-09-01,64420012_3_cattle_2011-09-01,64420012_4_cattle_2011-09-01,64420012_5_cattle_2011-09-01,64420012_6_cattle_2011-09-01,64420012_7_cattle_2011-09-01,64420012_8_cattle_2011-09-01,64420012_9_cattle_2011-09-01,64420015_0_cattle_2010-07-01,64420015_10_cattle_2010-07-01,64420015_11_cattle_2010-07-01,64420015_12_cattle_2010-07-01,64420015_13_cattle_2010-06-01,64420015_14_cattle_2010-07-01,64420015_15_cattle_2010-07-01,64420015_16_cattle_2010-07-01,64420015_17_cattle_2010-07-01,64420015_18_cattle_2010-07-01,64420015_19_cattle_2010-07-01,64420015_1_cattle_2010-07-01,64420015_20_cattle_2010-07-01,64420015_21_cattle_2010-07-01,64420015_22_cattle_2010-07-01,64420015_23_cattle_2010-07-01,64420015_24_cattle_2010-07-01,64420015_25_cattle_2010-07-01,64420015_26_cattle_2010-07-01,64420015_27_cattle_2010-07-01,64420015_28_cattle_2010-07-01,64420015_29_cattle_2010-07-01,64420015_2_cattle_2010-07-01,64420015_30_cattle_2010-07-01,64420015_31_cattle_2010-07-01,64420015_32_cattle_2012-04-01,64420015_33_cattle_2012-04-01,64420015_34_cattle_2012-04-01,64420015_35_cattle_2012-04-01,64420015_36_cattle_2012-04-01,64420015_37_cattle_2012-04-01,64420015_38_cattle_2012-04-01,64420015_39_cattle_2012-04-01,64420015_3_cattle_2009-04-01,64420015_40_cattle_2012-04-01,64420015_41_cattle_2012-04-01,64420015_42_cattle_2012-04-01,64420015_43_cattle_2012-04-01,64420015_44_cattle_2012-04-01,64420015_45_cattle_2012-04-01,64420015_46_cattle_2012-03-01,64420015_47_cattle_2012-04-01,64420015_48_cattle_2012-04-01,64420015_49_cattle_2012-04-01,64420015_4_cattle_2010-07-01,64420015_50_cattle_2012-04-01,64420015_51_cattle_2012-04-01,64420015_5_cattle_2010-07-01,64420015_6_cattle_2009-06-01,64420015_7_cattle_2010-06-01,64420015_8_cattle_2010-07-01,64420015_9_cattle_2010-07-01,64420028_0_cattle_2012-04-01,64420028_1_cattle_2012-04-01,64420028_2_cattle_2012-03-01,64420028_3_cattle_2012-04-01,64420035_0_cattle_2011-09-01,64420035_10_cattle_2011-09-01,64420035_11_cattle_2011-09-01,64420035_12_cattle_2011-09-01,64420035_13_cattle_2011-09-01,64420035_14_cattle_2011-09-01,64420035_15_cattle_2011-09-01,64420035_16_cattle_2011-07-01,64420035_17_cattle_2011-09-01,64420035_18_cattle_2011-09-01,64420035_19_cattle_2011-09-01,64420035_1_cattle_2011-08-01,64420035_20_cattle_2011-09-01,64420035_21_cattle_2011-09-01,64420035_22_cattle_2011-09-01,64420035_23_cattle_2011-09-01,64420035_24_cattle_2011-09-01,64420035_2_cattle_2011-09-01,64420035_3_cattle_2011-09-01,64420035_4_cattle_2011-09-01,64420035_5_cattle_2011-08-01,64420035_6_cattle_2011-09-01,64420035_7_cattle_2011-09-01,64420035_8_cattle_2011-09-01,64420035_9_cattle_2011-09-01,64420038_0_cattle_2013-02-01,64420038_1_cattle_2012-09-01,64420038_2_cattle_2013-02-01,64420038_3_cattle_2013-04-01,64420038_4_cattle_2013-04-01,64420038_5_cattle_2013-02-01,64420039_0_cattle_2011-03-01,64420039_1_cattle_2011-04-01,64420039_2_cattle_2011-04-01,64420039_3_cattle_2011-04-01,64420039_4_cattle_2011-04-01,64420042_0_cattle_2012-09-01,64420042_1_cattle_2012-03-01,64420042_2_cattle_2012-04-01,64420042_3_cattle_2012-08-01,64420042_4_cattle_2012-09-01,64420042_5_cattle_2012-09-01,64420044_0_cattle_2011-08-01,64420044_10_cattle_2011-09-01,64420044_11_cattle_2011-09-01,64420044_12_cattle_2011-09-01,64420044_13_cattle_2010-09-01,64420044_14_cattle_2011-08-01,64420044_15_cattle_2011-09-01,64420044_16_cattle_2011-09-01,64420044_17_cattle_2011-09-01,64420044_18_cattle_2011-09-01,64420044_19_cattle_2011-09-01,64420044_1_cattle_2011-09-01,64420044_20_cattle_2011-09-01,64420044_21_cattle_2011-09-01,64420044_22_cattle_2011-09-01,64420044_23_cattle_2011-09-01,64420044_24_cattle_2011-09-01,64420044_25_cattle_2011-09-01,64420044_26_cattle_2011-09-01,64420044_27_cattle_2011-09-01,64420044_28_cattle_2011-09-01,64420044_2_cattle_2011-09-01,64420044_3_cattle_2011-09-01,64420044_4_cattle_2011-09-01,64420044_5_cattle_2011-09-01,64420044_6_cattle_2011-09-01,64420044_7_cattle_2011-09-01,64420044_8_cattle_2011-09-01,64420044_9_cattle_2011-09-01,64420047_0_cattle_2011-05-01,64420047_10_cattle_2011-08-01,64420047_11_cattle_2011-08-01,64420047_12_cattle_2011-08-01,64420047_13_cattle_2011-08-01,64420047_14_cattle_2011-08-01,64420047_15_cattle_2011-08-01,64420047_16_cattle_2011-08-01,64420047_17_cattle_2011-08-01,64420047_18_cattle_2011-08-01,64420047_19_cattle_2011-08-01,64420047_1_cattle_2011-08-01,64420047_20_cattle_2011-08-01,64420047_21_cattle_2011-08-01,64420047_22_cattle_2011-08-01,64420047_23_cattle_2011-08-01,64420047_24_cattle_2011-08-01,64420047_25_cattle_2011-08-01,64420047_26_cattle_2011-08-01,64420047_27_cattle_2011-08-01,64420047_28_cattle_2011-08-01,64420047_29_cattle_2011-08-01,64420047_2_cattle_2010-10-01,64420047_30_cattle_2011-08-01,64420047_31_cattle_2011-08-01,64420047_32_cattle_2011-08-01,64420047_33_cattle_2011-08-01,64420047_3_cattle_2011-08-01,64420047_4_cattle_2011-08-01,64420047_5_cattle_2011-08-01,64420047_6_cattle_2011-08-01,64420047_7_cattle_2011-08-01,64420047_8_cattle_2011-08-01,64420047_9_cattle_2011-08-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169766046790645,0,0,0.029194161167766373,0,0.047990401919615934,0,0,0,0,0,0.006398720255948813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005598880223955211,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0.02099580083983199,0.1053789242151581,0,0,0,0.0019996000799840027,0,0.003999200159968007,0.020195960807838392,0,0,0,0,0,0,0,0,0,0,0,0,0.19516096780644263,0,0.009598080383923213,0.0027994401119776045,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625874825034991,0.0031993601279744054,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,3.999200159968006e-4,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,0.26314737052589904,0,0,0,0,0,0.011797640471905608,0,0,0,0,0,0,0.007598480303939215,0,0.01079784043191361,0,0.008398320335932815,0,0,0,0,0,0,0,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0.00539892021595681,0,0,0,0,0,0,1.999600079984003e-4,0.009198160367926414,0.0027994401119776045,7.998400319936012e-4,0,0.001399720055988802,0,0,0,0,0,0.003999200159968007,0,0,0.002599480103979204,0.0017996400719856025,0.0045990801839632086,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0.007398520295940815,0,0,0,0,0,0,0,0.011597680463907209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.02159568086382719,0.30453909218156344,0,0.17476504699060516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032993401319735965,0,0,0,0.03939212157568475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023795240951809585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028194361127774376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027194561087782378,0.022995400919815986,0.020395920815836792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04359128174365114,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02539492101579678,0,0.013397320535892805,0,0.024195160967806384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163967206558688,0,0,0,0.0157968406318736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03179364127174557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014797040591881602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2721455708858261,0.05458908218356312,0.06918616276744652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042591481703659145,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.3399320135972765,0.014197160567886403,0,0,0.16876624675065297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04359128174365114,0,0,0,0.05018996200759833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02059588082383519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02159568086382719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03119376124775037,0.024195160967806384,0.02079584083183359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048190361927614334,0,0,0,0,0,0,0,0,0,0,0
0,3.999200159968006e-4,0,0.002199560087982403,7.998400319936012e-4,0.0017996400719856025,0,7.998400319936012e-4,0.008198360327934416,0.006998600279944014,0,0.01079784043191361,0.011597680463907209,0.003999200159968007,0.02179564087182559,0.007198560287942414,0.00519896020795841,0.006598680263947213,0.004199160167966408,0.0027994401119776045,0.007598480303939215,0,0.0017996400719856025,0.0037992401519696068,0.0023995200959808036,1.999600079984003e-4,0.0031993601279744054,1.999600079984003e-4,0.001399720055988802,3.999200159968006e-4,0,0.003999200159968007,0.0037992401519696068,0.0023995200959808036,0.0015996800639872023,0.01059788042391521,0.0015996800639872023,0.002599480103979204,0.0017996400719856025,0.003399320135972806,0.0045990801839632086,0.003999200159968007,0.019196160767846394,0.0035992801439712063,0.0023995200959808036,0.0017996400719856025,0.003999200159968007,5.998800239952009e-4,0.008798240351929614,0,0,0,0.008798240351929614,0,0,0,0,0.009998000399920012,0,0,0,0,0.008598280343931215,0,0,0.014997000599880001,0.0049990001999600095,0,0.008798240351929614,0.0037992401519696068,0.01079784043191361,0.012997400519896006,0,0,7.998400319936012e-4,7.998400319936012e-4,1.999600079984003e-4,7.998400319936012e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,3.999200159968006e-4,0,5.998800239952009e-4,7.998400319936012e-4,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0.02139572085582879,0.00519896020795841,7.998400319936012e-4,0,9.998000399920016e-4,0,9.998000399920016e-4,0.0027994401119776045,0.0017996400719856025,0.0035992801439712063,0,0.007998400319936016,0.0015996800639872023,0.00519896020795841,0.006198760247950412,0.003999200159968007,0.002999400119976005,0.011397720455908809,3.999200159968006e-4,0.008998200359928014,0.004199160167966408,0,1.999600079984003e-4,0,0.003999200159968007,0.0011997600479904018,0.008198360327934416,0.008198360327934416,0.008798240351929614,0.002199560087982403,0.003399320135972806,0.0015996800639872023,5.998800239952009e-4,0,0,0,0,0.004399120175964808,0.002599480103979204,0.0027994401119776045,0,0.008198360327934416,0.002599480103979204,0,0,1.999600079984003e-4,0,0,0.0027994401119776045,0.0017996400719856025,0.0067986402719456135,0,0.007598480303939215,0.0035992801439712063,0.0067986402719456135,0.0027994401119776045,0.0067986402719456135,0,0.0011997600479904018,0.007198560287942414,1.999600079984003e-4,9.998000399920016e-4,0,0.005598880223955211,0.008798240351929614,0.0015996800639872023,0.007198560287942414,0.0045990801839632086,0.005798840231953611,0.003999200159968007,0.0023995200959808036,0.002999400119976005,0.004399120175964808,0.003399320135972806,0.0011997600479904018,0.002199560087982403,0.01079784043191361,0.007998400319936016,0.0153969206158768,0.004199160167966408,0.007398520295940815,0.00539892021595681,0.013397320535892805,0.0017996400719856025,5.998800239952009e-4,0.003999200159968007,0.008398320335932815,0.02079584083183359,0.004399120175964808,0.001399720055988802,0.0017996400719856025,0.007198560287942414,0.001399720055988802,0.009998000399920012,0.0019996000799840027,0.007198560287942414,0,0.0023995200959808036,0.0045990801839632086,0.004399120175964808,0.01079784043191361,0.00539892021595681,0.003999200159968007,0.002199560087982403,0.0031993601279744054,0.0165966806638672,0.0045990801839632086,0.0023995200959808036,0.00519896020795841,0.009598080383923213,0.0037992401519696068
0,0,0,0.14637072585483143,0.03219356128774237,0.15156968606279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04459108178364314,0,0,0,0.04359128174365114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03919216156768635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02679464107178558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033193361327734365,0.03719256148770236,0.032793441311737566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06578684263147361,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9.998000399920016e-4,0,0,0.3155368926214743,0,0,0,9.998000399920016e-4,0,0,0,0.3527294541091727,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,5.998800239952009e-4,0,0,9.998000399920016e-4,0,3.999200159968006e-4,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,1.999600079984003e-4,0,0,0,0,9.998000399920016e-4,0,0,9.998000399920016e-4,0,0,0,0,9.998000399920016e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,9.998000399920016e-4,5.998800239952009e-4,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,7.998400319936012e-4,0,5.998800239952009e-4,0,3.999200159968006e-4,0,0,0,0,0,9.998000399920016e-4,9.998000399920016e-4,7.998400319936012e-4,0,0,0,0,0,3.999200159968006e-4,0,9.998000399920016e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,9.998000399920016e-4,7.998400319936012e-4,0,0,0,9.998000399920016e-4,0,0,0,0,1.999600079984003e-4
0,0,0,0,0,0,0,0,0.18976204759048565,0,0,0,0,0,0,0,0,0.18396320735853186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
