64420015_0_cattle_2008-11-01,64420015_1_cattle_2008-10-01,64420015_2_cattle_2008-11-01,64420015_3_cattle_2010-12-01,64420015_4_cattle_2010-12-01,64420015_5_cattle_2010-11-01,64420015_6_cattle_2010-12-01,64420015_7_cattle_2012-12-01,64420015_8_cattle_2012-12-01,64420015_9_cattle_2012-12-01,64420035_0_cattle_2012-03-01,64420035_10_cattle_2012-04-01,64420035_1_cattle_2012-04-01,64420035_2_cattle_2012-04-01,64420035_3_cattle_2012-04-01,64420035_4_cattle_2012-04-01,64420035_5_cattle_2012-04-01,64420035_6_cattle_2012-04-01,64420035_7_cattle_2012-04-01,64420035_8_cattle_2012-04-01,64420035_9_cattle_2012-04-01,64420044_0_cattle_2011-05-01,64420044_10_cattle_2011-07-01,64420044_11_cattle_2011-06-01,64420044_12_cattle_2011-07-01,64420044_13_cattle_2010-10-01,64420044_14_cattle_2011-05-01,64420044_15_cattle_2011-07-01,64420044_16_cattle_2011-07-01,64420044_17_cattle_2011-02-01,64420044_18_cattle_2011-05-01,64420044_19_cattle_2011-05-01,64420044_1_cattle_2011-05-01,64420044_20_cattle_2011-05-01,64420044_21_cattle_2011-05-01,64420044_22_cattle_2011-05-01,64420044_23_cattle_2011-05-01,64420044_24_cattle_2011-05-01,64420044_25_cattle_2011-05-01,64420044_26_cattle_2011-07-01,64420044_27_cattle_2011-05-01,64420044_28_cattle_2011-07-01,64420044_2_cattle_2011-07-01,64420044_3_cattle_2010-11-01,64420044_4_cattle_2011-05-01,64420044_5_cattle_2011-05-01,64420044_6_cattle_2011-05-01,64420044_7_cattle_2011-07-01,64420044_8_cattle_2011-05-01,64420044_9_cattle_2011-05-01,64420047_0_cattle_2011-02-01,64420047_10_cattle_2011-03-01,64420047_11_cattle_2011-03-01,64420047_12_cattle_2011-03-01,64420047_13_cattle_2011-03-01,64420047_14_cattle_2011-03-01,64420047_15_cattle_2011-03-01,64420047_16_cattle_2011-03-01,64420047_17_cattle_2011-03-01,64420047_18_cattle_2011-03-01,64420047_19_cattle_2011-03-01,64420047_1_cattle_2011-03-01,64420047_20_cattle_2011-03-01,64420047_21_cattle_2011-03-01,64420047_22_cattle_2011-03-01,64420047_23_cattle_2011-03-01,64420047_24_cattle_2011-03-01,64420047_25_cattle_2011-03-01,64420047_26_cattle_2011-03-01,64420047_27_cattle_2011-03-01,64420047_28_cattle_2011-03-01,64420047_29_cattle_2011-03-01,64420047_2_cattle_2011-03-01,64420047_3_cattle_2011-03-01,64420047_4_cattle_2011-03-01,64420047_5_cattle_2011-03-01,64420047_6_cattle_2011-02-01,64420047_7_cattle_2011-03-01,64420047_8_cattle_2011-02-01,64420047_9_cattle_2010-11-01
0,0,0,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,0,0,0,0,4.999750012499375e-5,9.99950002499875e-5,0,0,0,0,0,0,0,0,0,4.999750012499375e-5,1.4999250037498125e-4,9.99950002499875e-5,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,9.99950002499875e-5,0,9.99950002499875e-5,1.4999250037498125e-4,9.99950002499875e-5,4.999750012499375e-5,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,4.999750012499375e-5,1.4999250037498125e-4,9.99950002499875e-5,1.4999250037498125e-4,0,4.999750012499375e-5,1.4999250037498125e-4,0,1.4999250037498125e-4,0,9.99950002499875e-5,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,4.999750012499375e-5,1.4999250037498125e-4,4.999750012499375e-5,4.999750012499375e-5,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,0,1.4999250037498125e-4,4.999750012499375e-5,0,1.4999250037498125e-4,1.4999250037498125e-4,0,0,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4
0,0,0,0.137593120343981,0.137593120343981,0.137593120343981,0.137593120343981,0,0,0,2.4998750062496874e-4,0.01844907754612256,0.013899305034748195,0.016249187540622868,0.015599220038997958,0.012549372531373382,7.499625018749061e-4,0.022598870056496984,0.01019949002549871,0.018549072546372548,0.001099945002749862,0.137593120343981,0,0.137593120343981,0.11934403279835853,0.137593120343981,0.137593120343981,0.1310434478276069,0.137593120343981,0.07459627018648976,0.06669666516674086,0.06909654517274053,0.137593120343981,0.06909654517274053,0.06894655267236555,0.07089645517724028,0.137593120343981,0.12709364531773246,0.07199640017999012,0.12329383530823299,0.1339433028348565,0.12634368281585756,0.12499375031248275,0.137593120343981,0.12204389780510816,0.06979651017449043,0.13599320033998122,0.3198840057997444,0.12279386030698305,0.06694665266736582,0.06684665766711584,0.07249637518124005,0.035198240087995235,0.11994400279985845,0.0059997000149992616,0.06889655517224055,0.07639618019098951,0.123193840307983,0.1181440927953587,0.072846357682115,0.12739363031848241,0.05829708514574202,0.07609619519023955,0.137593120343981,0.06519674016299107,0.06299685015749137,0.08839558022098784,0.06334683265836633,0.04054797260136949,0.08784560771961292,0.06879656017199057,0.07529623518823966,0.13134343282835687,0.1361431928403562,0.07849607519623922,0.06599670016499096,0.05584720763961736,0.07169641517924016,0.137593120343981,0.137593120343981
0,0,0,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,0,0,0,0,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,0,0,0,0,0,0,1.4999250037498125e-4,4.999750012499375e-5,0,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,9.99950002499875e-5,4.999750012499375e-5,1.4999250037498125e-4,9.99950002499875e-5,9.99950002499875e-5,4.999750012499375e-5,1.4999250037498125e-4,9.99950002499875e-5,4.999750012499375e-5,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,4.999750012499375e-5,1.4999250037498125e-4,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,0,9.99950002499875e-5,0,1.4999250037498125e-4,4.999750012499375e-5,9.99950002499875e-5,9.99950002499875e-5,1.4999250037498125e-4,1.4999250037498125e-4,4.999750012499375e-5,1.4999250037498125e-4,4.999750012499375e-5,4.999750012499375e-5,1.4999250037498125e-4,4.999750012499375e-5,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,9.99950002499875e-5,9.99950002499875e-5,4.999750012499375e-5,9.99950002499875e-5,9.99950002499875e-5,1.4999250037498125e-4,0,9.99950002499875e-5,0,4.999750012499375e-5,1.4999250037498125e-4,1.4999250037498125e-4
0,0,0,0.19619019049047284,0.19619019049047284,0.19619019049047284,0.19619019049047284,0,0,0,4.4997750112494374e-4,0.026748662566871407,0.02564871756412156,0.02119894005299718,0.02844857757112117,0.01709914504274775,0.0021498925053747304,0.026348682565871463,0.02299885005749693,0.01909904504774747,0.004049797510124499,0.19619019049047284,0.15319234038297883,0.19619019049047284,0,0.19619019049047284,0.19619019049047284,0.18744062796859906,0.19619019049047284,0.10619469026548536,0.09264536773161225,0.09549522523873685,0.19619019049047284,0.09124543772811244,0.10069496525173613,0.10354482275886073,0.19619019049047284,0.17304134793260106,0.09829508524573646,0.2551372431378425,0.1922403879805984,0.17834108294585033,0.18599070046497426,0.19619019049047284,0.1762911854407256,0.10529473526323549,0.19474026298684805,0.15174241287935403,0.17739113044347546,0.1030448477576108,0.09784510774461153,0.10134493275336104,0.05369731513424266,0.16889155542222664,0.011249437528123563,0.10249487525623588,0.12094395280235831,0.17314134293285105,0.1684415779211017,0.10319484025798578,0.18274086295684971,0.07364631768411489,0.09649517524123671,0.19619019049047284,0.09854507274636143,0.09869506524673641,0.13724313784310604,0.10244487775611089,0.05074746262686807,0.1317934103294818,0.09399530023498706,0.10349482525873574,0.1849907504624744,0.19594020298984788,0.10444477776111061,0.09979501024948625,0.08049597520123894,0.09639518024098673,0.19619019049047284,0.19619019049047284
0,0,0,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,0,0,0,0,0,4.999750012499375e-5,0,1.99990000499975e-4,0,0,0,0,0,0,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,0,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,2.4998750062496874e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,2.4998750062496874e-4,2.4998750062496874e-4,9.99950002499875e-5,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,4.999750012499375e-5,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,1.4999250037498125e-4,1.99990000499975e-4,2.4998750062496874e-4,0,9.99950002499875e-5,4.999750012499375e-5,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,2.4998750062496874e-4,1.99990000499975e-4,2.4998750062496874e-4,0,2.4998750062496874e-4,2.4998750062496874e-4,0,0,1.99990000499975e-4,4.999750012499375e-5,1.4999250037498125e-4,2.4998750062496874e-4,4.999750012499375e-5,2.4998750062496874e-4,2.4998750062496874e-4,2.4998750062496874e-4,1.99990000499975e-4,1.4999250037498125e-4,4.999750012499375e-5,9.99950002499875e-5,2.4998750062496874e-4,2.4998750062496874e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.020298985050747304,0.020298985050747304,0.020298985050747304,0.020298985050747304,0.004299785010749469,0.00904954752262387,0.018999050047497485,0.03234838258087063,0.03509824508774525,0.033748312584370437,0.03509824508774525,0.03379831008449543,0.035348232588370214,0.03249837508124561,0.03629818509074508,0.0347482625868703,0.03499825008749526,0.03244837758112062,0.020298985050747304,0.014999250037498042,0.020298985050747304,0.016249187540622868,0.020298985050747304,0.020298985050747304,0,0.020298985050747304,0.011799410029498487,0.009999500024998737,0.006849657517124158,0.020298985050747304,0.009249537523123842,0.013449327533623257,0.010299485025748695,0.020298985050747304,0.01659917004149782,0.011299435028248556,0.017799110044497652,0.020298985050747304,0.01974901254937238,0.018649067546622534,0.020298985050747304,0.01644917754112284,0.011599420028998515,0.020298985050747304,0.014099295035248167,0.017349132543372715,0.008999550022498876,0.008599570021498932,0.010749462526873633,0.0027498625068746573,0.017499125043747694,0.0013499325033748304,0.00939953002349882,0.01234938253087341,0.01909904504774747,0.016999150042497763,0.010449477526123675,0.019799010049497374,0.008849557522123897,0.009799510024498765,0.020298985050747304,0.009099545022748862,0.010099495025248723,0.011099445027748584,0.009749512524373772,0.006649667516624182,0.014249287535623146,0.010899455027248612,0.01119944002799857,0.02024898755062231,0.020298985050747304,0.010599470026498654,0.011599420028998515,0.0095495225238738,0.008699565021748918,0.020298985050747304,0.020298985050747304
0,0,0,0.0013499325033748304,0.0013499325033748304,0.0013499325033748304,0.0013499325033748304,0,0,0,0,1.4999250037498125e-4,1.4999250037498125e-4,1.4999250037498125e-4,4.4997750112494374e-4,0,0,3.4998250087495624e-4,0,0,9.99950002499875e-5,0.0013499325033748304,4.999750012499375e-4,0.0013499325033748304,0.0011499425028748556,0.0013499325033748304,0.0013499325033748304,0.0013499325033748304,0,0.0010499475026248682,4.4997750112494374e-4,3.4998250087495624e-4,0.0013499325033748304,9.499525023748808e-4,9.999500024998745e-4,8.999550022498872e-4,0.0013499325033748304,0.0011999400029998493,6.999650017499124e-4,0.0013499325033748304,0.001249937503124843,0.0011999400029998493,0.0013499325033748304,0.0013499325033748304,8.999550022498872e-4,3.9998000099995e-4,0.0013499325033748304,0.001249937503124843,9.499525023748808e-4,7.499625018749061e-4,2.999850007499625e-4,4.4997750112494374e-4,2.4998750062496874e-4,0.001249937503124843,2.4998750062496874e-4,4.999750012499375e-4,7.499625018749061e-4,0.0012999350032498367,0.0012999350032498367,8.999550022498872e-4,0.0011499425028748556,9.499525023748808e-4,9.499525023748808e-4,0.0013499325033748304,0.001099945002749862,7.499625018749061e-4,0.001099945002749862,8.999550022498872e-4,3.9998000099995e-4,6.999650017499124e-4,8.499575021248935e-4,2.4998750062496874e-4,0.0010499475026248682,0.0013499325033748304,4.4997750112494374e-4,5.499725013749313e-4,4.4997750112494374e-4,7.999600019998998e-4,0.0013499325033748304,0.0013499325033748304
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5019749012550702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4717764111795576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48877556122206467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
