64420015_0_cattle_2008-11-01,64420015_1_cattle_2008-10-01,64420015_2_cattle_2008-11-01,64420015_3_cattle_2010-12-01,64420015_4_cattle_2010-12-01,64420015_5_cattle_2010-11-01,64420015_6_cattle_2010-12-01,64420015_7_cattle_2012-12-01,64420015_8_cattle_2012-12-01,64420015_9_cattle_2012-12-01,64420035_0_cattle_2012-03-01,64420035_10_cattle_2012-04-01,64420035_1_cattle_2012-04-01,64420035_2_cattle_2012-04-01,64420035_3_cattle_2012-04-01,64420035_4_cattle_2012-04-01,64420035_5_cattle_2012-04-01,64420035_6_cattle_2012-04-01,64420035_7_cattle_2012-04-01,64420035_8_cattle_2012-04-01,64420035_9_cattle_2012-04-01,64420044_0_cattle_2011-05-01,64420044_10_cattle_2011-07-01,64420044_11_cattle_2011-06-01,64420044_12_cattle_2011-07-01,64420044_13_cattle_2010-10-01,64420044_14_cattle_2011-05-01,64420044_15_cattle_2011-07-01,64420044_16_cattle_2011-07-01,64420044_17_cattle_2011-02-01,64420044_18_cattle_2011-05-01,64420044_19_cattle_2011-05-01,64420044_1_cattle_2011-05-01,64420044_20_cattle_2011-05-01,64420044_21_cattle_2011-05-01,64420044_22_cattle_2011-05-01,64420044_23_cattle_2011-05-01,64420044_24_cattle_2011-05-01,64420044_25_cattle_2011-05-01,64420044_26_cattle_2011-07-01,64420044_27_cattle_2011-05-01,64420044_28_cattle_2011-07-01,64420044_2_cattle_2011-07-01,64420044_3_cattle_2010-11-01,64420044_4_cattle_2011-05-01,64420044_5_cattle_2011-05-01,64420044_6_cattle_2011-05-01,64420044_7_cattle_2011-07-01,64420044_8_cattle_2011-05-01,64420044_9_cattle_2011-05-01,64420047_0_cattle_2011-02-01,64420047_10_cattle_2011-03-01,64420047_11_cattle_2011-03-01,64420047_12_cattle_2011-03-01,64420047_13_cattle_2011-03-01,64420047_14_cattle_2011-03-01,64420047_15_cattle_2011-03-01,64420047_16_cattle_2011-03-01,64420047_17_cattle_2011-03-01,64420047_18_cattle_2011-03-01,64420047_19_cattle_2011-03-01,64420047_1_cattle_2011-03-01,64420047_20_cattle_2011-03-01,64420047_21_cattle_2011-03-01,64420047_22_cattle_2011-03-01,64420047_23_cattle_2011-03-01,64420047_24_cattle_2011-03-01,64420047_25_cattle_2011-03-01,64420047_26_cattle_2011-03-01,64420047_27_cattle_2011-03-01,64420047_28_cattle_2011-03-01,64420047_29_cattle_2011-03-01,64420047_2_cattle_2011-03-01,64420047_3_cattle_2011-03-01,64420047_4_cattle_2011-03-01,64420047_5_cattle_2011-03-01,64420047_6_cattle_2011-02-01,64420047_7_cattle_2011-03-01,64420047_8_cattle_2011-02-01,64420047_9_cattle_2010-11-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4902254887256903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5107744612770738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5282235888207061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004949752512374389,0.004949752512374389,0.004949752512374389,0.004949752512374389,0,0,0,0,1.4999250037498125e-4,9.999500024998745e-4,9.499525023748808e-4,4.999750012499375e-4,2.4998750062496874e-4,4.999750012499375e-5,0.0011999400029998493,3.4998250087495624e-4,4.999750012499375e-4,0,0.004949752512374389,0.0033498325083745843,0.004949752512374389,0.004499775011249444,0.004949752512374389,0.004949752512374389,0.004149792510374487,0.004949752512374389,0.0020998950052497365,0.0021498925053747304,0.002449877506124694,0.004949752512374389,0.003499825008749566,0.0024998750062496878,0.0027998600069996512,0.004949752512374389,0,0.003049847507624621,0.004399780010999456,0.004949752512374389,0.004549772511374438,0.004849757512124402,0.004949752512374389,0.07079646017699029,0.0014499275036248178,0.004949752512374389,0.003449827508624572,0.07819609019548926,0.002349882505874706,0.0032998350082495903,0.0027498625068746573,2.4998750062496874e-4,0.004799760011999408,4.999750012499375e-5,0.002999850007499627,0.0027498625068746573,0.004849757512124402,0.004799760011999408,0.0021998900054997243,0.004949752512374389,0.003049847507624621,0.0011999400029998493,0.004949752512374389,0.0027498625068746573,0.0026498675066246695,0.0032998350082495903,0.001899905004749761,0.0011999400029998493,0.0037998100094995295,0.0019499025048747547,0.0025498725063746817,0.004949752512374389,0.004949752512374389,0.003049847507624621,0.0031998400079996025,0.003449827508624572,0.00174991250437478,0.004949752512374389,0.004949752512374389
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5099245037749485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.16764161791910182,0.16764161791910182,0.16764161791910182,0.16764161791910182,0,0,0,4.999750012499375e-5,0.021748912554372102,0.020598970051497262,0.01579921003949793,0.026248687565621476,0.01989900504974736,0.00174991250437478,0.022148892555372047,0.015699215039247944,0.018549072546372548,0.0012999350032498367,0.16764161791910182,0.13049347532623198,0.16764161791910182,0.24333783310834128,0.16764161791910182,0.16764161791910182,0.16214189290535258,0.16764161791910182,0.09189540522973735,0.08039598020098895,0.08109594520273886,0.16764161791910182,0.07109644517774025,0.0865456727163631,0.087245637718113,0.16764161791910182,0.15239238038097894,0.09379531023448709,0,0.1642417879106023,0.15749212539372823,0.15639218039097838,0.16764161791910182,0.14889255537222942,0.0965451727413617,0.16379181040947735,0.12369381530923293,0.15204239788010399,0.07779611019448932,0.08089595520223888,0.08929553522323772,0.0555972201389924,0.151842407879604,0.013199340032998292,0.0822458877056137,0.09384530773461208,0.1475426228688546,0.1505424728763542,0.0879956002199879,0.15999200039997788,0.06334683265836633,0.07739613019348937,0.16764161791910182,0.0750462476876147,0.07904604769761414,0.10569471526423543,0.08829558522073785,0.03894805259736971,0.1080445977701101,0.08634568271586313,0.09619519024048676,0.15974201289935291,0.16674166291685194,0.08064596770161392,0.0815459227038638,0.0598970051497418,0.08609569521523816,0.16764161791910182,0.16764161791910182
0,0,0,0.004549772511374438,0.004549772511374438,0.004549772511374438,0.004549772511374438,0,0,0,0,8.499575021248935e-4,9.99950002499875e-5,4.999750012499375e-4,9.499525023748808e-4,3.4998250087495624e-4,0,5.99970001499925e-4,8.499575021248935e-4,4.999750012499375e-5,0,0.004549772511374438,0.0036498175091245477,0.004549772511374438,0.003499825008749566,0.004549772511374438,0.004549772511374438,0.004549772511374438,0.004549772511374438,0.002249887505624718,0.0032498375081245964,8.999550022498872e-4,0.004549772511374438,0.002849857507124645,0.0036498175091245477,0.0012999350032498367,0.004549772511374438,0.004299785010749469,0.0019499025048747547,0.004399780010999456,0,0.004549772511374438,0.004249787510624475,0.004549772511374438,0.003999800009999505,0.0016999150042497863,0.017999100044997624,0.002899855007249639,0.0037498125093745355,0.0025998700064996756,0.003049847507624621,0.002999850007499627,0.0015999200039997989,0.003999800009999505,0,0.0012999350032498367,0.0013499325033748304,0.00444977751112445,0.004099795010249493,0.0015499225038748052,0.004049797510124499,0.0015499225038748052,0.002949852507374633,0.004549772511374438,0.0021498925053747304,0.0027498625068746573,0.001099945002749862,0.0026998650067496634,2.999850007499625e-4,0.002899855007249639,0.00354982250887456,0.0023998800059997,0.004499775011249444,0.004549772511374438,0.0018499075046247673,0.0026498675066246695,0.0026498675066246695,0.001899905004749761,0.004549772511374438,0.004549772511374438
0,0,0,0.16864156792160168,0.16864156792160168,0.16864156792160168,0.16864156792160168,0,0,0,3.4998250087495624e-4,0.017149142542872742,0.024948752562371657,0.015899205039747916,0.01974901254937238,0.01924903754812245,0.0018499075046247673,0.02414879256037177,0.01514924253787302,0.017149142542872742,0.002299885005749712,0.16864156792160168,0.130393480325982,0.16864156792160168,0.15309234538272884,0.16864156792160168,0.16864156792160168,0.16244187790610254,0.16864156792160168,0.08429578521073841,0.0785960701964892,0.08634568271586313,0.16864156792160168,0.09334533273336215,0.08229588520573869,0.09004549772511261,0.16864156792160168,0.14564271786410488,0.08699565021748804,0.15504224788760357,0.16504174791260218,0,0.21618919054047006,0.16864156792160168,0.14464276786160501,0.07529623518823966,0.1655417229138521,0.12359382030898294,0.14679266036697972,0.08334583270836354,0.09324533773311217,0.08924553772311272,0.038798060096994734,0.14819259037047952,0.011649417529123508,0.08494575271236332,0.101644917754111,0.1475426228688546,0.14854257287135447,0.09169541522923738,0.16019199040047785,0.058697065146741965,0.08394580270986346,0.16864156792160168,0.08879556022198778,0.07899605019748915,0.1073446327683602,0.08539573021348826,0.041297935103244386,0.1059447027648604,0.0843957802109884,0.08544572771361325,0.15809209539522814,0.16864156792160168,0.08874556272186279,0.09254537273136226,0.07689615519223944,0.07614619269036454,0.16864156792160168,0.16864156792160168
0,0,0,0.1468926553672297,0.1468926553672297,0.1468926553672297,0.1468926553672297,0,0,0,7.499625018749061e-4,0.017199140042997735,0.018049097545122617,0.014349282535873132,0.01939903004849743,0.012949352532373327,4.4997750112494374e-4,0.028848557572121115,0.012899355032248334,0.014899255037248055,0.0025998700064996756,0.1468926553672297,0.11464426778660919,0.1468926553672297,0.13449327533623143,0.1468926553672297,0.1468926553672297,0.14099295035248052,0.1468926553672297,0.07529623518823966,0.06174691265436654,0.07279636018199001,0.1468926553672297,0.07404629768511484,0.07409629518523983,0.08514574271286329,0.1468926553672297,0.12774361281935737,0.0778961051947393,0.13489325533723137,0.1454927253637299,0.20323983800809686,0,0.1468926553672297,0.12024398780060841,0.072846357682115,0.14574271286435486,0.11054447277635976,0.12594370281485762,0.07009649517524039,0.07374631268436488,0.08029598520073897,0.03459827008649532,0.12344382780860796,0.0116994150292485,0.08354582270886352,0.07839608019598923,0.12474376281185778,0.11804409779510872,0.07164641767911517,0.1390430478476058,0.06039698015099173,0.0786460676966142,0.1468926553672297,0.07279636018199001,0.08099595020248887,0.09409529523523705,0.07584620768961459,0.03429828508574536,0.09429528523573702,0.06334683265836633,0.0764461776911145,0.1347432628368564,0.1468926553672297,0.07834608269586424,0.07604619769011456,0.06629668516574092,0.07084645767711528,0.1468926553672297,0.1468926553672297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,0,0,0,0,0,0,0,4.999750012499375e-5,0,0,0,0,0,4.999750012499375e-5,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,0.036898155092245,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,0,4.999750012499375e-5,4.999750012499375e-5,0.03679816009199501,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,0,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,0,0,4.999750012499375e-5,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,4.999750012499375e-5,0,4.999750012499375e-5,4.999750012499375e-5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5068746562673222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002849857507124645,0.002849857507124645,0.002849857507124645,0.002849857507124645,0,0,0,0,3.9998000099995e-4,2.4998750062496874e-4,4.4997750112494374e-4,4.999750012499375e-5,5.99970001499925e-4,0,4.999750012499375e-5,5.99970001499925e-4,4.4997750112494374e-4,0,0.002849857507124645,0.0019499025048747547,0.002849857507124645,0.002349882505874706,0.002849857507124645,0.002849857507124645,0.002849857507124645,0.002849857507124645,0.001249937503124843,0.0014499275036248178,0.0016999150042497863,0.002849857507124645,7.999600019998998e-4,0.0011499425028748556,0.001399930003499824,0.002849857507124645,0.0021998900054997243,0.001099945002749862,0.0027998600069996512,0.02219889005549704,0.0025998700064996756,0.0025998700064996756,0.002849857507124645,0.0018499075046247673,0.0020498975051247426,0,0.0018499075046247673,0.0023998800059997,0.00174991250437478,0.0015999200039997989,0.0012999350032498367,4.999750012499375e-4,0.0027998600069996512,9.99950002499875e-5,0.0015499225038748052,0.002249887505624718,0.0027998600069996512,0.002849857507124645,0.0016999150042497863,0.002849857507124645,0.0021498925053747304,0.0013499325033748304,0.002849857507124645,0.0015499225038748052,0.00174991250437478,0.0020498975051247426,0.0011999400029998493,7.499625018749061e-4,0.002299885005749712,0.0012999350032498367,0.0012999350032498367,0.002849857507124645,0.002849857507124645,0.0016499175041247926,0.0012999350032498367,0.0014999250037498115,0.0015499225038748052,0.002849857507124645,0.002849857507124645
0,0,0,0.1403929803509806,0.1403929803509806,0.1403929803509806,0.1403929803509806,0,0,0,0,0.023548822558871852,0.012199390030498431,0.015749212539372937,0.026748662566871407,0.013849307534623202,7.499625018749061e-4,0.015399230038497986,0.012299385030748417,0.015299235038248,6.999650017499124e-4,0.1403929803509806,0.3025848707564872,0.1403929803509806,0.11829408529573368,0.1403929803509806,0.1403929803509806,0.12844357782110727,0.1403929803509806,0.08069596520173891,0.07034648267586535,0.06894655267236555,0.1403929803509806,0.07249637518124005,0.0714464276786152,0.0700464976751154,0.1403929803509806,0.1267436628168575,0.07664616769161448,0.12544372781360769,0.13714314284285606,0.12519374031298272,0.12949352532373212,0.1403929803509806,0.12559372031398267,0.0685465726713656,0.13814309284535592,0,0.1275936203189824,0.06894655267236555,0.06459677016149115,0.07984600769961403,0.04279786010699418,0.12184390780460819,0.005649717514124304,0.07744612769361436,0.08514574271286329,0.12349382530873296,0.12019399030048342,0.07054647267636532,0.13294335283235664,0.05709714514274219,0.06844657767111562,0.1403929803509806,0.06729663516824078,0.06979651017449043,0.09704514774261164,0.07439628018598979,0.035848207589620144,0.10004499775011122,0.06294685265736638,0.07594620268986457,0.13359332033398155,0.14004299785010565,0.06949652517374047,0.07024648767561537,0.05609719514024233,0.0706964651767403,0.1403929803509806,0.1403929803509806
0,0,0,0.003449827508624572,0.003449827508624572,0.003449827508624572,0.003449827508624572,0,0,0,0,1.4999250037498125e-4,5.499725013749313e-4,4.4997750112494374e-4,6.999650017499124e-4,2.4998750062496874e-4,1.99990000499975e-4,7.999600019998998e-4,1.99990000499975e-4,1.4999250037498125e-4,0,0.003449827508624572,0.0025998700064996756,0.003449827508624572,0.002899855007249639,0.003449827508624572,0.003449827508624572,0.003449827508624572,0.003449827508624572,0.0019499025048747547,0.0018499075046247673,0.0016499175041247926,0.003449827508624572,0.0019999000049997486,0.0017999100044997737,0.0015999200039997989,0.003449827508624572,0.07654617269136449,0.0025498725063746817,0.003049847507624621,0.003449827508624572,0.0030998450077496147,0.003449827508624572,0.003449827508624572,0.06369681515924128,0.0014499275036248178,0.003449827508624572,0.002349882505874706,0,8.999550022498872e-4,0.0014999250037498115,0.0023998800059997,0.001099945002749862,0.003449827508624572,3.9998000099995e-4,0.0013499325033748304,0.00174991250437478,0.003449827508624572,0.003449827508624572,0.0016499175041247926,0.003449827508624572,0.002299885005749712,0.0015999200039997989,0.003449827508624572,0.0017999100044997737,0.002349882505874706,0.0021998900054997243,0.0015999200039997989,0.0010499475026248682,0.002249887505624718,0.0024998750062496878,0.0020498975051247426,0.003449827508624572,0.003449827508624572,0.0018499075046247673,0.0018499075046247673,8.999550022498872e-4,0.0015999200039997989,0.003449827508624572,0.003449827508624572
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47097645117755726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4638268086596793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48052597370143624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2682365881705979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2682365881705979,0,0,0,0,0,0,0,0.2682365881705979,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07329633518323994,0.06324683765811634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06189690515474152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06189690515474152,0,0,0,0,0,0,0,0.06189690515474152,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5164741762913262,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12654367281635753,0,0,0.12649367531623254,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08099595020248887,0,0,0,0,0.07469626518673975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04674766261686863,0,0,0,0.04674766261686863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4643267836609295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053947302634867626,0.001399930003499824,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1915404229788485,0,0,0.19199040047997343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30728463576823917,0,0,0,0.3142842857857421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4645767711615546,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30048497575123634,0.30673466326686394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,0,0,0,0,0,0,1.4999250037498125e-4,4.999750012499375e-5,0,0,0,0,0,0,1.99990000499975e-4,9.99950002499875e-5,1.99990000499975e-4,1.4999250037498125e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,0,0,1.4999250037498125e-4,1.99990000499975e-4,1.4999250037498125e-4,4.999750012499375e-5,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,4.999750012499375e-5,1.99990000499975e-4,9.99950002499875e-5,1.99990000499975e-4,0,1.99990000499975e-4,4.999750012499375e-5,9.99950002499875e-5,1.99990000499975e-4,0,0,0.20748962551872127,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,1.99990000499975e-4,4.999750012499375e-5,4.999750012499375e-5,1.99990000499975e-4,4.999750012499375e-5,1.99990000499975e-4,0,4.999750012499375e-5,4.999750012499375e-5,0.21608919554022007,1.99990000499975e-4,1.4999250037498125e-4,1.99990000499975e-4,1.99990000499975e-4,1.4999250037498125e-4,9.99950002499875e-5,4.999750012499375e-5,9.99950002499875e-5,1.99990000499975e-4,1.99990000499975e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4777761111945601,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25408729563521704,0,0.25408729563521704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25408729563521704,0,0,0
0,0,0,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,0,0,0,0,9.99950002499875e-5,0,0,0,0,0,0,0,0,0,9.99950002499875e-5,0,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,0,9.99950002499875e-5,0,9.99950002499875e-5,0,9.99950002499875e-5,9.99950002499875e-5,4.999750012499375e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,4.999750012499375e-5,0,0,0,9.99950002499875e-5,0,0,0.21178941052947067,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,0,0,9.99950002499875e-5,0,9.99950002499875e-5,0.21963901804909458,9.99950002499875e-5,9.99950002499875e-5,0,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5,0,0,0,9.99950002499875e-5,9.99950002499875e-5,9.99950002499875e-5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48077596120206134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5115244237789491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
