pi,neg,off.r,off.p
0.4508544078795302,2.5605094902606496,0.7489021095680073,0.5
0.43493227052968625,3.186544821077753,0.8109622953925282,0.5
0.3954531580675456,2.4355592198593357,0.7169061572058126,0.5
0.4257458053296495,3.0407433002877795,0.7628401293186471,0.5
0.4498977304203498,2.7977296212378704,0.7369976951740682,0.5
0.42647789421026283,3.435502204407733,0.7282717366470024,0.5
0.4588167388457866,3.148871524670888,0.7225703013828024,0.5
0.4047832456883103,2.755984401159715,0.8343634507618845,0.5
0.39822909324430544,3.8725538469774463,0.7828878230648115,0.5
0.41850041567814217,3.903475019211676,0.796841059345752,0.5
0.42712179503869885,3.6250920757341945,0.7256622372660786,0.5
0.46637629014440496,4.051770459689926,0.7444193380651996,0.5
0.40048662263435003,2.439519198091496,0.7846553641138598,0.5
0.4415981971425997,2.8338727843405493,0.7731814468279481,0.5
0.46028611736838376,4.164767884013038,0.7616865392774343,0.5
0.3762693890836149,3.107888184084352,0.7288822127738968,0.5
0.43544108802453274,2.6397432946290635,0.8041081248084083,0.5
0.42804107840639205,3.022756291266326,0.8118725197855383,0.5
0.42181684749667214,3.491454060368035,0.7844386878423393,0.5
0.4362335796933683,2.8883698592584395,0.7388431711588055,0.5
0.3933782438747646,3.6521634348358774,0.7685059050563723,0.5
0.4477648382075192,3.240054280326497,0.8424884041305631,0.5
0.4133438028628067,3.143499304253403,0.7535652200458571,0.5
0.4016131182434098,2.6703414197003283,0.7325161126209423,0.5
0.42688736966811713,2.838997412069496,0.8333893788512796,0.5
0.4224033885402664,3.2851208656251245,0.6992441489128396,0.5
0.4280139854410722,2.5246658644795232,0.7828935135621578,0.5
0.4417274753330335,3.326243988067638,0.7627155325608328,0.5
0.41221760571934885,3.9218286065773853,0.75840277899988,0.5
0.4381844484712989,3.7904698816750013,0.7604225003160536,0.5
0.407528820191516,4.10503096162973,0.8131641673389822,0.5
0.42305623893626637,3.259649182732012,0.7581323388731107,0.5
0.413150332798256,2.1811468710114994,0.7489372816635296,0.5
0.45511163072661165,2.5158149285165408,0.7989712336566299,0.5
0.3860165742458836,2.075046019690838,0.7749562533572316,0.5
0.4371045223670142,2.185342259650845,0.7290619034320116,0.5
0.44618918192573515,3.1475692883290165,0.8226556257577613,0.5
0.4243189640808912,2.480763136587832,0.8094177291495726,0.5
0.4358560076681959,2.367066223469358,0.8294336787657812,0.5
0.4413320858264403,3.892457342652399,0.8200391782447696,0.5
0.4189696609042647,1.9861205570090377,0.7888254661811516,0.5
0.41554506893735976,2.799445376095157,0.7600527628092095,0.5
0.4522303632460596,3.3718083981115186,0.8159443851327524,0.5
0.43780167822261024,2.420163950246554,0.7810857046861202,0.5
0.42325736235362155,3.0531839316867107,0.790584874805063,0.5
0.40376084502787,3.84116095671596,0.7746983802644536,0.5
0.4117913288762854,5.299393768368084,0.8096181678120047,0.5
0.3955724360654192,5.394005763290245,0.7815352196339518,0.5
0.37648121467792117,4.871857916532811,0.8020287840627134,0.5
0.4192741108126999,3.486895906917546,0.7637685154331848,0.5
0.383016910799785,2.5546494271296822,0.7232958384556696,0.5
0.4237301783403441,2.9963452586129122,0.7736938929883763,0.5
0.40585931383539603,3.298555487596225,0.753158041043207,0.5
0.41470558797009904,2.805040983545389,0.7530287203844637,0.5
0.40337165722158425,2.558249346974101,0.708269412512891,0.5
0.4485009644879091,2.8358836966257357,0.7527475887909532,0.5
0.4428574870806249,2.9650617880437338,0.770444561378099,0.5
0.42861669177655753,1.7075803114024737,0.7444769480498508,0.5
0.422699811239733,1.8825663845676743,0.6901614209637046,0.5
0.47476419995073854,2.3678062842849457,0.7834880964364856,0.5
0.4340143539477201,3.3298265423549154,0.74305975867901,0.5
0.4708120633149581,1.883319178774748,0.8105136080412194,0.5
0.4392058083787623,2.3951850539928117,0.8324895770056173,0.5
0.3970864360453624,3.4690100119372644,0.74663277331274,0.5
0.44366170312278624,2.2069117450777256,0.7589356849202886,0.5
0.44571862516459726,2.554626727888156,0.7933421869529411,0.5
0.4437437789281894,2.904211096760612,0.7825603192904964,0.5
0.42737753915135457,2.7978409191749805,0.7963858579751104,0.5
0.4136931918794352,2.106926618904602,0.7335699846735224,0.5
0.4101237772032681,2.709128720980864,0.7931309199193493,0.5
0.4637215128634188,2.4588531716184505,0.7611374255502596,0.5
0.41303471450228874,2.1804470373939537,0.8091339144157246,0.5
0.4374882987700466,3.545348777963575,0.7342873475281522,0.5
0.45522171333432826,1.9853705780736917,0.7895790545735508,0.5
0.436862575891434,2.885317131473478,0.8097619030158967,0.5
0.39718780731782954,3.6938761778332108,0.8655390433268622,0.5
0.3843206709250873,3.4024383295949363,0.7529479749500751,0.5
0.4528484780574282,4.095376454588752,0.7750640698941424,0.5
0.4156583774602104,4.366267872454394,0.7802409117575735,0.5
0.4138451555045384,4.909147573464345,0.7751126661896706,0.5
0.43537851935253175,4.18717501807658,0.7349598663859069,0.5
0.4573759532067987,4.52616143977901,0.7501328657381237,0.5
0.41797110775951923,3.657833886511419,0.758749971864745,0.5
0.4544912883779096,4.089799844722059,0.7654886639211327,0.5
0.43669606635813296,4.610222618972678,0.7241871167207137,0.5
0.4645727873081405,3.0423025265957975,0.7569500447716564,0.5
0.4067222629441012,2.5947978346997687,0.7596067880513147,0.5
0.38947200162802537,5.386630634723026,0.793894394650124,0.5
0.4550893239211356,7.19193407282399,0.7972831963561475,0.5
0.4307493407279317,6.884605903124232,0.7414810277987272,0.5
0.4386547957779903,6.724460114670713,0.8190516496542841,0.5
0.4253029013052646,6.534333489198964,0.7067244674544781,0.5
0.42590082557872583,5.276357013095897,0.765796409221366,0.5
0.44170533230063225,3.9612250058602356,0.8153836840065196,0.5
0.4383778053103081,4.734737982686404,0.8126301218289882,0.5
0.4599994314834543,4.117130552247893,0.7766195285366848,0.5
0.4333600186975741,3.2479765609063023,0.7840540281031281,0.5
0.4401608713669771,2.5474907479405218,0.8709255438297987,0.5
0.41167306173593476,2.7736016812890583,0.7735764280660078,0.5
0.41753713989165353,1.9558271970057675,0.7584145794389769,0.5
