tinfection,tremoved,infector_id,infected_id
2009.63004307466,2010.0849315068676,2,64420015_0_cattle_2010-02-01
2008.4276233291714,2009.1616438356868,0,64420015_10_cattle_2009-03-01
2009.8261187051996,2010.0849315069065,2,64420015_11_cattle_2010-02-01
2009.7666990260118,2010.084931506866,2,64420015_12_cattle_2010-02-01
2010.026456898521,2010.0849315069436,1,64420015_13_cattle_2010-02-01
2009.940862231725,2010.0849315069436,8,64420015_14_cattle_2010-02-01
2009.9068502229504,2010.0849315068622,25,64420015_15_cattle_2010-02-01
2009.7490550584396,2010.0849315069327,2,64420015_16_cattle_2010-02-01
2010.0384975631564,2010.2465753425126,2,64420015_17_cattle_2010-04-01
2009.9011630941166,2010.0849315069042,43,64420015_18_cattle_2010-02-01
2010.012323813372,2010.0849315069045,1,64420015_19_cattle_2010-02-01
2009.9477456901461,2010.2465753424897,2,64420015_1_cattle_2010-04-01
2010.0567693880578,2010.2465753425417,18,64420015_20_cattle_2010-04-01
2010.0247003766915,2010.0849315068674,1,64420015_21_cattle_2010-02-01
2009.8951811405116,2010.0849315068897,3,64420015_22_cattle_2010-02-01
2010.1064534022107,2010.246575342551,1,64420015_23_cattle_2010-04-01
2009.7774296996083,2010.0849315069468,2,64420015_24_cattle_2010-02-01
2009.8680441140214,2010.2465753424883,2,64420015_25_cattle_2010-04-01
2009.8446599405074,2010.2465753425104,2,64420015_26_cattle_2010-04-01
2010.17327087095,2010.2465753424733,1,64420015_27_cattle_2010-04-01
2009.9492507828995,2010.246575342532,2,64420015_28_cattle_2010-04-01
2010.0304713117916,2010.0849315068879,1,64420015_29_cattle_2010-02-01
2009.9043186996757,2010.084931506933,2,64420015_2_cattle_2010-02-01
2009.967761018677,2010.2465753424808,19,64420015_30_cattle_2010-04-01
2009.8380388282876,2010.084931506884,2,64420015_31_cattle_2010-02-01
2009.9403470465572,2010.2465753425147,19,64420015_32_cattle_2010-04-01
2009.8955586973852,2010.0849315068642,2,64420015_33_cattle_2010-02-01
2010.0209623329165,2010.2465753425015,31,64420015_34_cattle_2010-04-01
2009.929612108965,2010.246575342562,2,64420015_35_cattle_2010-04-01
2009.8552264909665,2010.246575342479,2,64420015_36_cattle_2010-04-01
2009.863285920766,2010.246575342467,2,64420015_37_cattle_2010-04-01
2010.019552849636,2010.2465753424822,26,64420015_38_cattle_2010-04-01
2010.0010226135046,2010.0849315069302,1,64420015_39_cattle_2010-02-01
2009.9239491173466,2010.2465753425527,2,64420015_3_cattle_2010-04-01
2010.1881649763725,2010.2465753425172,1,64420015_40_cattle_2010-04-01
2010.0154172473792,2010.2465753425286,30,64420015_41_cattle_2010-04-01
2010.016410389825,2010.2465753425502,21,64420015_42_cattle_2010-04-01
2009.9250444072945,2010.0849315068776,46,64420015_43_cattle_2010-02-01
2009.8012873903297,2010.0849315069158,2,64420015_44_cattle_2010-02-01
2009.8845398559297,2010.2465753424808,2,64420015_45_cattle_2010-04-01
2009.9377826857767,2010.246575342564,18,64420015_46_cattle_2010-04-01
2010.0371630096033,2010.2465753424956,2,64420015_4_cattle_2010-04-01
2009.8087152511882,2010.0849315068608,2,64420015_5_cattle_2010-02-01
2009.916869541527,2010.0849315068656,17,64420015_6_cattle_2010-02-01
2010.0564701944263,2010.2465753425602,40,64420015_7_cattle_2010-04-01
2009.758424762502,2010.0849315069288,2,64420015_8_cattle_2010-02-01
2010.0021093740604,2010.0849315069468,1,64420015_9_cattle_2010-02-01
2010.5689771903499,2010.6657534246926,54,64420044_0_cattle_2010-09-01
2010.4459465459004,2010.6657534247079,2,64420044_1_cattle_2010-09-01
2009.9975462060133,2010.5808219178891,2,64420044_2_cattle_2010-08-01
2010.396320620303,2010.6657534246583,2,64420044_3_cattle_2010-09-01
2010.494377953097,2010.665753424659,50,64420044_4_cattle_2010-09-01
2010.5746637268142,2010.665753424726,54,64420044_5_cattle_2010-09-01
2010.120701590048,2010.6657534247506,2,64420044_6_cattle_2010-09-01
