40270058_0_cattle_2010-12-01,64420015_0_cattle_2009-02-01,64420015_10_cattle_2010-09-01,64420015_11_cattle_2011-03-01,64420015_12_cattle_2011-02-01,64420015_13_cattle_2011-03-01,64420015_14_cattle_2011-03-01,64420015_15_cattle_2011-03-01,64420015_16_cattle_2011-03-01,64420015_17_cattle_2011-03-01,64420015_18_cattle_2011-03-01,64420015_19_cattle_2011-03-01,64420015_1_cattle_2007-04-01,64420015_20_cattle_2011-03-01,64420015_21_cattle_2011-03-01,64420015_22_cattle_2011-03-01,64420015_23_cattle_2011-03-01,64420015_24_cattle_2011-03-01,64420015_25_cattle_2011-03-01,64420015_26_cattle_2011-03-01,64420015_27_cattle_2011-03-01,64420015_28_cattle_2011-03-01,64420015_29_cattle_2011-03-01,64420015_2_cattle_2011-03-01,64420015_30_cattle_2011-03-01,64420015_31_cattle_2011-03-01,64420015_32_cattle_2011-03-01,64420015_33_cattle_2011-03-01,64420015_34_cattle_2011-03-01,64420015_35_cattle_2011-03-01,64420015_36_cattle_2011-03-01,64420015_37_cattle_2011-03-01,64420015_38_cattle_2011-03-01,64420015_39_cattle_2011-03-01,64420015_3_cattle_2011-03-01,64420015_40_cattle_2011-03-01,64420015_41_cattle_2011-03-01,64420015_42_cattle_2011-03-01,64420015_43_cattle_2011-03-01,64420015_44_cattle_2011-03-01,64420015_45_cattle_2013-02-01,64420015_46_cattle_2013-02-01,64420015_47_cattle_2013-02-01,64420015_48_cattle_2013-02-01,64420015_49_cattle_2013-02-01,64420015_4_cattle_2009-02-01,64420015_50_cattle_2013-02-01,64420015_51_cattle_2013-02-01,64420015_5_cattle_2011-03-01,64420015_6_cattle_2011-03-01,64420015_7_cattle_2011-03-01,64420015_8_cattle_2011-03-01,64420015_9_cattle_2011-03-01,64420044_0_cattle_2010-01-01,64420044_1_cattle_2012-05-01,64420044_2_cattle_2012-05-01,64420044_3_cattle_2012-05-01,64420044_4_cattle_2012-05-01,64420044_5_cattle_2012-05-01,64420044_6_cattle_2012-05-01,64420044_7_cattle_2012-07-01,64420044_8_cattle_2012-05-01,64420044_9_cattle_2012-07-01,64420047_0_cattle_2013-01-01,64420047_1_cattle_2013-01-01,64420047_2_cattle_2012-12-01,64420047_3_cattle_2013-01-01,64420047_4_cattle_2013-01-01,64420047_5_cattle_2013-01-01,64420047_6_cattle_2013-01-01
0.005399460053994604,0,0.005399460053994604,0.005199480051994804,0.005399460053994604,0.005399460053994604,1.9998000199980003e-4,0.004199580041995802,0.0029997000299970007,0.0021997800219977996,0.02839716028397146,0.0023997600239976,0,0.0014998500149984997,4.999500049995e-4,0.0010998900109989,0.027697230276972164,0.0015998400159983996,0.004399560043995603,0.004399560043995603,0.0036996300369963016,6.999300069993001e-4,0.0015998400159983996,0.005399460053994604,0.005399460053994604,0.005399460053994604,0.0012998700129986998,0.0011998800119988,0.005399460053994604,0.005199480051994804,0.28057194280571296,0.0023997600239976,0,2.9997000299970003e-4,0.0025997400259974,5.999400059994001e-4,0.005399460053994604,0.005399460053994604,0.0020997900209978994,0,0,0,0,0,0,0,0,0,6.999300069993001e-4,7.999200079992001e-4,0.003299670032996701,0.0027997200279972004,0.0021997800219977996,0.005399460053994604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.03529647035296465,0,0,0,0,0,0,0,0.03529647035296465,0,0,0,0,0,0,0,0,0,0,0,0.03529647035296465,0,0,0,0,0.03529647035296465,0,0,0,0,0,0,0,0.03529647035296465,0,0,0,0,0,0,0,0,0.03529647035296465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0035996400359964015,0,0.0035996400359964015,0.003299670032996701,0.0035996400359964015,0.003399660033996601,9.999000099990002e-5,0.003299670032996701,0.0023997600239976,6.999300069993001e-4,0.0011998800119988,0.0029997000299970007,0,0.12198780121988032,0.0012998700129986998,1.9998000199980003e-4,0.0010998900109989,0.0025997400259974,0.0016998300169982995,0.0035996400359964015,0.13098690130987073,2.9997000299970003e-4,0,0.0035996400359964015,0.0035996400359964015,0.0035996400359964015,0.0014998500149984997,0.0020997900209978994,0.0034996500349965013,0.003399660033996601,0.0012998700129986998,2.9997000299970003e-4,0.0020997900209978994,0,0,5.999400059994001e-4,0.0034996500349965013,0.003299670032996701,0.0014998500149984997,9.999000099990002e-5,0,0,0,0,0,0,0,0,2.9997000299970003e-4,0.0017998200179981994,0.0022997700229976997,0.0022997700229976997,9.99900009999e-4,0.0035996400359964015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.26477352264772613,0,0,0,0,0,0.26477352264772613,0,0,0,0,0,0.26477352264772613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26477352264772613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.007099290070992906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007099290070992906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013498650134986466,0,0.013498650134986466,0.013498650134986466,0.013498650134986466,0.02829717028297156,4.999500049995e-4,0.006999300069993006,0.0072992700729927066,0.0021997800219977996,0.007799220077992207,0.006699330066993306,0,0.007899210078992107,0.0021997800219977996,0.004199580041995802,0.010298970102989689,0.007099290070992906,0.007499250074992507,0.013298670132986667,0.010398960103989588,0,2.9997000299970003e-4,0.05739426057394315,0.013498650134986466,0.013498650134986466,0.004799520047995203,0.006699330066993306,0.013198680131986768,0.01279872012798717,0.01019898010198979,0.0035996400359964015,0.0088991100889911,9.999000099990002e-5,0.01019898010198979,0.004199580041995802,0.013298670132986667,0,0.006999300069993006,0.0010998900109989,0,0,0,0,0,0,0,0,0.0011998800119988,0.0028997100289971005,0.0064993500649935055,0.008199180081991804,0.006099390060993905,0.013498650134986466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47795220477954836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.052794720527947626,0,0,0,0,0,0,0,0.052794720527947626,0,0,0,0,0,0,0,0,0,0,0,0.052794720527947626,0,0,0,0,0.052794720527947626,0,0.052794720527947626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052794720527947626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006299370062993705,0.0023997600239976,0.006299370062993705,0.006299370062993705,0,7.999200079992001e-4,0.003099690030996901,0,0,0,0,0,0,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705,0.006299370062993705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12078792120788148,0,0.05429457054294617,0.12078792120788148,0.12098790120988129,0,0.01839816018398153,0.0480951904809522,0,0,0,0,0,0,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148,0.12078792120788148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007599240075992407,0.007599240075992407,0,0.007599240075992407,0.007599240075992407,0,0.42185781421859514,0.42185781421859514,0,0,0,0,0,0,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407,0.007599240075992407
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019098090190980826,0.018998100189980927,0.006299370062993705,0,0.019098090190980826,0,0.003899610038996102,0.0088991100889911,0,0,0,0,0,0,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826,0.019098090190980826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1464853514648535,0.15118488151184828,0.06879312068793206,0.1464853514648535,0,0,0.025097490250974783,0.05259474052594782,0,0,0,0,0,0,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1464853514648535,0.1463853614638536,0.1464853514648535,0.1464853514648535,0.1464853514648535
0,0.6676332366763902,0,0.007099290070992906,0,2.9997000299970003e-4,0,4.999500049995e-4,0,0,0.0014998500149984997,0,0,0,0,0,0.0017998200179981994,0,4.999500049995e-4,0.010798920107989185,0.010798920107989185,0,0,0.01429857014298566,0,0,0,9.999000099990002e-5,0.008199180081991804,0.009699030096990293,0.0022997700229976997,0,0.003999600039996002,0,0.0026997300269973002,0,0,0.011098890110988883,0,0,0,0,0,0,0,0,0,0,0,0,5.999400059994001e-4,7.999200079992001e-4,0,0.6473352664734071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005199480051994804,0.005199480051994804,0.18438156184381138,0.005199480051994804,0.005199480051994804,0,0,0.18438156184381138,0,0,0,0,0,0,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804,0.005199480051994804
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011898810118988077,0.011898810118988077,0.3927607239276194,0.011898810118988077,0.011898810118988077,0,0.3927607239276194,0,0,0,0,0,0,0,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077,0.011898810118988077
0,0,0,0,0,0,0.19818018198179604,0,0,0,0,0,0,0,0.19818018198179604,0,0,0,0,0,0,0,0,0,0,0,0.19818018198179604,0,0,0,0,0.19818018198179604,0,0.19818018198179604,0,0,0,0,0,0.19818018198179604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.21707829217077504,0,0,0,0,0,0.21707829217077504,0,0,0,0,0,0.21707829217077504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21707829217077504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0014998500149984997,0,0.0014998500149984997,0.0014998500149984997,0.0014998500149984997,0.0011998800119988,0,7.999200079992001e-4,9.99900009999e-4,9.99900009999e-4,0,4.999500049995e-4,0,2.9997000299970003e-4,9.999000099990002e-5,1.9998000199980003e-4,7.999200079992001e-4,5.999400059994001e-4,0.0012998700129986998,9.99900009999e-4,9.999000099990002e-5,0,5.999400059994001e-4,9.99900009999e-4,0.0014998500149984997,0.0014998500149984997,5.999400059994001e-4,6.999300069993001e-4,0.0014998500149984997,0.0014998500149984997,7.999200079992001e-4,9.999000099990002e-5,0.0014998500149984997,0,0.0012998700129986998,2.9997000299970003e-4,0.0014998500149984997,0.0012998700129986998,0.44285571442857763,9.999000099990002e-5,0,0,0,0,0,0,0,0,5.999400059994001e-4,0,0,6.999300069993001e-4,2.9997000299970003e-4,0.0014998500149984997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.999200079992001e-4,0,7.999200079992001e-4,7.999200079992001e-4,7.999200079992001e-4,6.999300069993001e-4,1.9998000199980003e-4,4.999500049995e-4,3.9996000399960006e-4,9.999000099990002e-5,5.999400059994001e-4,3.9996000399960006e-4,0,2.9997000299970003e-4,9.999000099990002e-5,0,1.9998000199980003e-4,1.9998000199980003e-4,0.3781621837816316,5.999400059994001e-4,9.999000099990002e-5,0,9.999000099990002e-5,6.999300069993001e-4,7.999200079992001e-4,7.999200079992001e-4,0,2.9997000299970003e-4,7.999200079992001e-4,7.999200079992001e-4,4.999500049995e-4,9.999000099990002e-5,7.999200079992001e-4,0,5.999400059994001e-4,4.999500049995e-4,7.999200079992001e-4,5.999400059994001e-4,5.999400059994001e-4,0,0,0,0,0,0,0,0,0,3.9996000399960006e-4,1.9998000199980003e-4,3.9996000399960006e-4,0,4.999500049995e-4,7.999200079992001e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4479552044795734,0,0,0,0,0.4479552044795734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029997000299970007,0.05499450054994549,0.0021997800219977996,0.009099090090990898,0.06389361063893682,0,0.003299670032996701,0.005299470052994704,0,0,0,0,0,0,0.04609539046095414,0.06539346065393536,0.042495750424957644,0.0017998200179981994,0.009899010098990092,0.053794620537946654,0.01589841015898405,0.007699230076992307,0.013398660133986566,8.999100089991002e-4,0.0025997400259974,0,0.01989801019898002,0.0010998900109989,0.020997900209978913,0.0029997000299970007
0.8735126487352185,0,0.8735126487352185,0.8007199280072792,0.8735126487352185,0.8449155084492423,0.06059394060594004,0.46875312468755603,0.5296470352965053,0.1859814018598096,0.5953404659534505,0.4931506849315357,0,0.6779322067793816,0.19028097190280482,0.1977802219777965,0.6167383261674326,0.42505749425059247,0.5459454054594917,0.8544145585442344,0.6909309069093708,0.06379362063793692,0.060393960603940235,0.8200179982002631,0.8735126487352185,0.8590140985902306,0.1894810518948057,0.46035396460356304,0.8063193680632745,0.8519148085192365,0.5942405759424514,0.18268173182681327,0.6038396160384434,0.032296770322967565,0.6888311168883725,0.23507649235075503,0.8519148085192365,0.8208179182082624,0.48515148485154236,0.046195380461954046,0,0,0,0,0,0,0,0,0.17198280171982516,0.19088091190880416,0.46045395460456295,0.5582441755824814,0.3880611938806233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106889311068895,0.106889311068895,0.04789521047895239,0.106889311068895,0.106889311068895,0,0.020997900209978913,0.03839616038396163,0,0,0,0,0,0,0,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895,0.106889311068895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13378662133786762,0.13228677132286928,0.057094290570943444,0.13378662133786762,0.13378662133786762,0,0.027597240275972264,0.049095090490951225,0,0,0,0,0,0,0.13378662133786762,0,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762,0.13378662133786762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10348965103489831,0.10048995100490123,0.039596040395960465,0.10348965103489831,0.1033896610338984,0,0.021697830216978208,0.04379562043795638,0,0,0,0,0,0,0.10348965103489831,0.10348965103489831,0,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831,0.10348965103489831
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004699530046995303,0.004699530046995303,0.0026997300269973002,0.004699530046995303,0.004699530046995303,0,8.999100089991002e-4,0.0010998900109989,0,0,0,0,0,0,0.004699530046995303,0.004699530046995303,0.004699530046995303,0,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303,0.004699530046995303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020497950204979416,0.020497950204979416,0.010498950104989488,0.020497950204979416,0.020397960203979517,0,0.0027997200279972004,0.007199280071992806,0,0,0,0,0,0,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416,0.020497950204979416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12408759124087827,0.12398760123987837,0.05579442055794471,0.12408759124087827,0.12408759124087827,0,0.02019798020197972,0.0480951904809522,0,0,0,0,0,0,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827,0.12408759124087827
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03619638036196377,0.03619638036196377,0.011798820117988178,0.03619638036196377,0.03619638036196377,0,0.005599440055994404,0.01879812018798113,0,0,0,0,0,0,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377,0.03619638036196377
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01569843015698425,0.01569843015698425,0.005699430056994304,0.01569843015698425,0.01569843015698425,0,0.0034996500349965013,0.0064993500649935055,0,0,0,0,0,0,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425,0.01569843015698425
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029897010298969948,0.029897010298969948,0.010998900109988984,0.029897010298969948,0.029897010298969948,0,0.004799520047995203,0.014098590140985861,0,0,0,0,0,0,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948,0.029897010298969948
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016998300169982995,0.0016998300169982995,8.999100089991002e-4,0.0016998300169982995,0.0016998300169982995,0,9.999000099990002e-5,6.999300069993001e-4,0,0,0,0,0,0,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042995700429957024,0.0042995700429957024,7.999200079992001e-4,0.0042995700429957024,0.0042995700429957024,0,0.0013998600139985998,0.0020997900209978994,0,0,0,0,0,0,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024,0.0042995700429957024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9997000299970003e-4,2.9997000299970003e-4,0,2.9997000299970003e-4,2.9997000299970003e-4,0,0,2.9997000299970003e-4,0,0,0,0,0,0,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,0,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04559544045595463,0.04559544045595463,0.016898310168983043,0.04559544045595463,0.04559544045595463,0,0.010898910108989085,0.017798220177982136,0,0,0,0,0,0,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0.04559544045595463,0,0.04559544045595463,0.04559544045595463,0.04559544045595463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017998200179981994,0.0017998200179981994,5.999400059994001e-4,0.0017998200179981994,0.0017998200179981994,0,9.999000099990002e-5,0.0010998900109989,0,0,0,0,0,0,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0.0017998200179981994,0,0.0017998200179981994,0.0017998200179981994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043595640435956574,0.043595640435956574,0.018198180181981733,0.043595640435956574,0.043595640435956574,0,0.0086991300869913,0.016698330166983244,0,0,0,0,0,0,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.043595640435956574,0.04369563043695648,0.043595640435956574,0,0.043595640435956574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005699430056994304,0.005699430056994304,0.0023997600239976,0.005699430056994304,0.005699430056994304,0,0.0013998600139985998,0.0018998100189980994,0,0,0,0,0,0,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0.005699430056994304,0
