64420015_0_cattle_2009-04-01,64420015_10_cattle_2009-02-01,64420015_11_cattle_2008-05-01,64420015_12_cattle_2009-04-01,64420015_13_cattle_2009-04-01,64420015_14_cattle_2009-04-01,64420015_15_cattle_2009-04-01,64420015_16_cattle_2009-01-01,64420015_17_cattle_2009-04-01,64420015_18_cattle_2009-02-01,64420015_19_cattle_2009-02-01,64420015_1_cattle_2009-02-01,64420015_20_cattle_2009-02-01,64420015_21_cattle_2009-04-01,64420015_22_cattle_2009-02-01,64420015_23_cattle_2009-04-01,64420015_24_cattle_2009-04-01,64420015_25_cattle_2009-04-01,64420015_26_cattle_2009-04-01,64420015_27_cattle_2009-02-01,64420015_28_cattle_2009-04-01,64420015_29_cattle_2009-04-01,64420015_2_cattle_2009-04-01,64420015_30_cattle_2009-04-01,64420015_31_cattle_2009-04-01,64420015_32_cattle_2009-04-01,64420015_33_cattle_2009-04-01,64420015_34_cattle_2010-06-01,64420015_35_cattle_2010-05-01,64420015_36_cattle_2010-06-01,64420015_37_cattle_2010-06-01,64420015_38_cattle_2010-06-01,64420015_39_cattle_2010-06-01,64420015_3_cattle_2009-04-01,64420015_40_cattle_2010-06-01,64420015_41_cattle_2010-06-01,64420015_42_cattle_2010-06-01,64420015_4_cattle_2009-02-01,64420015_5_cattle_2009-02-01,64420015_6_cattle_2009-02-01,64420015_7_cattle_2009-04-01,64420015_8_cattle_2009-02-01,64420015_9_cattle_2009-02-01,64420044_0_cattle_2010-05-01,64420044_10_cattle_2010-05-01,64420044_11_cattle_2010-05-01,64420044_12_cattle_2010-05-01,64420044_13_cattle_2010-05-01,64420044_14_cattle_2010-05-01,64420044_15_cattle_2010-05-01,64420044_16_cattle_2010-05-01,64420044_17_cattle_2010-05-01,64420044_18_cattle_2010-05-01,64420044_19_cattle_2010-05-01,64420044_1_cattle_2010-05-01,64420044_20_cattle_2010-05-01,64420044_21_cattle_2010-05-01,64420044_22_cattle_2010-05-01,64420044_23_cattle_2010-05-01,64420044_24_cattle_2010-05-01,64420044_25_cattle_2010-05-01,64420044_26_cattle_2010-05-01,64420044_27_cattle_2010-04-01,64420044_28_cattle_2010-05-01,64420044_29_cattle_2010-05-01,64420044_2_cattle_2010-04-01,64420044_30_cattle_2010-05-01,64420044_31_cattle_2010-05-01,64420044_32_cattle_2010-05-01,64420044_33_cattle_2010-05-01,64420044_34_cattle_2010-05-01,64420044_35_cattle_2010-05-01,64420044_36_cattle_2010-05-01,64420044_37_cattle_2010-05-01,64420044_3_cattle_2010-05-01,64420044_4_cattle_2010-05-01,64420044_5_cattle_2010-05-01,64420044_6_cattle_2010-05-01,64420044_7_cattle_2010-05-01,64420044_8_cattle_2010-05-01,64420044_9_cattle_2009-11-01,64420047_0_cattle_2009-08-01,64420047_1_cattle_2010-03-01,64420047_2_cattle_2010-02-01
0.20175964807039004,0.20095980803839641,0.42411517696459394,0.3075384923015391,0.09898020395920909,0.4243151369725923,0.2039592081583725,0.42411517696459394,0.0027994401119776045,0.42411517696459394,0.14617076584683303,0.1239752049590099,0.018796240751849595,0.4377124575084837,0.22315536892621954,0.0163967206558688,0.09258148370326008,0.11217756448710392,0,0.22115576884623547,0.4243151369725923,0.07858428314337162,0.22055588882224025,0.06758648270345927,0.4243151369725923,0.11037792441511826,0.07738452309538119,0,0,0,0,0,0,0.4243151369725923,0,0,3.999200159968006e-4,0.4243151369725923,0.2031593681263789,0.02559488102379518,0.4243151369725923,0.42411517696459394,0.16496700659868324,0.0011997600479904018,0,0.019396120775844794,0.010197960407918412,0.005598880223955211,0.05558888222355512,0,0,0.0023995200959808036,0.03179364127174557,0,0.0167966406718656,9.998000399920016e-4,5.998800239952009e-4,0.0011997600479904018,0.006598680263947213,0.0017996400719856025,0,0.004799040191961609,0,0,0.013197360527894405,0,7.998400319936012e-4,0.0027994401119776045,0,0.0037992401519696068,9.998000399920016e-4,0,0.027994401119775976,0,3.999200159968006e-4,0.0031993601279744054,0,0.002999400119976005,0.015196960607878401,0.014197160567886403,0,0.4243151369725923,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49490101979602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002599480103979204,0.0027994401119776045,0.0067986402719456135,0.005598880223955211,0.001399720055988802,0.0067986402719456135,0.003399320135972806,0.0067986402719456135,0,0.0067986402719456135,0.0017996400719856025,0.001399720055988802,0,0.004199160167966408,0.003999200159968007,0,0.0023995200959808036,0.0011997600479904018,0.00519896020795841,0.0035992801439712063,0,5.998800239952009e-4,0.003399320135972806,0.0017996400719856025,0.0067986402719456135,0.0037992401519696068,0.0019996000799840027,0,0,0,0,0,0,0.0067986402719456135,0,0,0,0.0067986402719456135,0.0031993601279744054,5.998800239952009e-4,0.0067986402719456135,0.0067986402719456135,0.003999200159968007,0,0,5.998800239952009e-4,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.0067986402719456135,0,0
0,0,0,0,0,0,0,0,0.1947610477904458,0,0,0,0.1947610477904458,0,0,0.1947610477904458,0.1947610477904458,0.1947610477904458,0,0,0,0,0,0,0,0,0.1947610477904458,0,0,0,0,0,0,0,0,0,0,0,0,0.1947610477904458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002199560087982403,0.0035992801439712063,0.00539892021595681,0.0023995200959808036,0.0019996000799840027,0.00539892021595681,0.48610277944409136,0.00539892021595681,0,0.00539892021595681,0.0031993601279744054,1.999600079984003e-4,1.999600079984003e-4,0.00539892021595681,0.0017996400719856025,0,0.0019996000799840027,3.999200159968006e-4,0.0049990001999600095,0.0037992401519696068,0.00539892021595681,3.999200159968006e-4,0,0.002199560087982403,0.00539892021595681,0.002999400119976005,0.0011997600479904018,0,0,0,0,0,0,0.00539892021595681,0,0,0,0.00539892021595681,0.0015996800639872023,0.0011997600479904018,0.00539892021595681,0.00539892021595681,0.0019996000799840027,0,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0.0015996800639872023,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,1.999600079984003e-4,0,0.00539892021595681,0,0
0.04939012197560473,0.002999400119976005,0.013197360527894405,0.010397920415916811,0.10937812437512623,0.013197360527894405,0.00539892021595681,0.013197360527894405,0,0.013197360527894405,0.003399320135972806,1.999600079984003e-4,9.998000399920016e-4,0.007998400319936016,0.010197960407918412,0,0.0015996800639872023,0.0011997600479904018,0.01079784043191361,0.00539892021595681,0.013197360527894405,9.998000399920016e-4,0.007798440311937616,0,0.013197360527894405,0.05338932213557272,0.007398520295940815,0,0,0,0,0,0,0.013197360527894405,0,0,0,0.013197360527894405,0.007798440311937616,9.998000399920016e-4,0.013197360527894405,0.013197360527894405,0.009598080383923213,0,0,9.998000399920016e-4,0,3.999200159968006e-4,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,3.999200159968006e-4,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013197360527894405,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41171765646869446,3.999200159968006e-4,9.998000399920016e-4,9.998000399920016e-4,0.26394721055789255,9.998000399920016e-4,5.998800239952009e-4,9.998000399920016e-4,0,9.998000399920016e-4,0,0,0,9.998000399920016e-4,5.998800239952009e-4,0,0,0,9.998000399920016e-4,5.998800239952009e-4,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4,0.26594681063787634,9.998000399920016e-4,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,9.998000399920016e-4,3.999200159968006e-4,0,9.998000399920016e-4,9.998000399920016e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0
0,0,0,0,0,0,0,0,0.22335532893421794,0,0,0,0.22335532893421794,0,0,0.22335532893421794,0.22335532893421794,0.22335532893421794,0,0,0,0.22335532893421794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22335532893421794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18896220755849202,0.18896220755849202,0.18896220755849202,0.18896220755849202,0,0.18896220755849202,0.18896220755849202,0,0,0,0,0,0,0,0,0.18896220755849202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18896220755849202,0,0,0,0,0,0,0,0.18896220755849202,0,0,0,0,0,0,0,0.18896220755849202,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5168966206758417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20795840831834064,0,0,0.20795840831834064,0.20795840831834064,0.20795840831834064,0,0.20795840831834064,0.20795840831834064,0,0,0,0,0,0,0,0,0.20795840831834064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20795840831834064,0,0,0,0,0,0,0,0.20795840831834064,0,0,0,0,0,0,0,0.20795840831834064,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19356128774245537,0,0.19356128774245537,0,0.19356128774245537,0.19356128774245537,0,0.19356128774245537,0.19356128774245537,0,0,0,0,0,0,0,0,0.19356128774245537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19356128774245537,0,0,0,0,0,0,0,0.19356128774245537,0,0,0,0,0,0,0,0.19356128774245537,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008198360327934416,0,0.008198360327934416,0.008198360327934416,0,0.008198360327934416,0,0.008198360327934416,0.008198360327934416,0,0,0,0,0,0,0,0,0.008198360327934416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008198360327934416,0,0,0,0,0,0,0,0.008198360327934416,0,0,0,0,0,0,0,0.008198360327934416,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22335532893421794,0,0.22335532893421794,0.22335532893421794,0.22335532893421794,0,0,0.22335532893421794,0.22335532893421794,0,0,0,0,0,0,0,0,0.22335532893421794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22335532893421794,0,0,0,0,0,0,0,0.22335532893421794,0,0,0,0,0,0,0,0.22335532893421794,0,0,0,0,0,0,0
0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013597280543891204,0,0.013597280543891204,0.013597280543891204,0.013597280543891204,0.013597280543891204,0,0,0.013597280543891204,0,0,0,0,0,0,0,0,0.013597280543891204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013597280543891204,0,0,0,0,0,0,0,0.013597280543891204,0,0,0,0,0,0,0,0.013597280543891204,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038392321535692754,0,0.038392321535692754,0.038392321535692754,0.038392321535692754,0.038392321535692754,0,0.038392321535692754,0,0,0,0,0,0,0,0,0,0.038392321535692754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038392321535692754,0,0,0,0,0,0,0,0.038392321535692754,0,0,0,0,0,0,0,0.038392321535692754,0,0,0,0,0,0,0
0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.056788642271545516,0,7.998400319936012e-4,7.998400319936012e-4,0,3.999200159968006e-4,3.999200159968006e-4,7.998400319936012e-4,3.999200159968006e-4,3.999200159968006e-4,0,7.998400319936012e-4,0,0,5.998800239952009e-4,0,3.999200159968006e-4,7.998400319936012e-4,7.998400319936012e-4,0.057188562287542315,7.998400319936012e-4,1.999600079984003e-4,7.998400319936012e-4,0,0,3.999200159968006e-4,0.057188562287542315,7.998400319936012e-4,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,0,0,7.998400319936012e-4,3.999200159968006e-4,7.998400319936012e-4,0,7.998400319936012e-4,7.998400319936012e-4
