64281001_0_cattle_2011-10-01,64281001_1_cattle_2013-04-01,64281003_0_cattle_2014-02-01,64281008_0_cattle_2013-12-01,64281008_1_cattle_2013-12-01,64281008_2_cattle_2013-12-01,64281008_3_cattle_2013-12-01,64420012_0_cattle_2013-02-01,64420012_1_cattle_2013-04-01,64420012_2_cattle_2013-02-01,64420012_3_cattle_2013-02-01,64420012_4_cattle_2013-02-01,64420012_5_cattle_2013-02-01,64420012_6_cattle_2013-02-01,64420015_0_cattle_2008-09-01,64420015_10_cattle_2008-09-01,64420015_11_cattle_2008-09-01,64420015_12_cattle_2008-09-01,64420015_13_cattle_2010-12-01,64420015_14_cattle_2010-11-01,64420015_15_cattle_2010-12-01,64420015_1_cattle_2008-09-01,64420015_2_cattle_2008-09-01,64420015_3_cattle_2008-09-01,64420015_4_cattle_2008-09-01,64420015_5_cattle_2008-08-01,64420015_6_cattle_2008-09-01,64420015_7_cattle_2008-09-01,64420015_8_cattle_2008-09-01,64420015_9_cattle_2008-09-01,64420035_0_cattle_2012-01-01,64420035_1_cattle_2012-01-01,64420035_2_cattle_2011-12-01,64420038_0_cattle_2012-02-01,64420038_1_cattle_2013-02-01,64420038_2_cattle_2013-04-01,64420038_3_cattle_2013-02-01,64420038_4_cattle_2013-02-01,64420038_5_cattle_2013-02-01,64420038_6_cattle_2013-02-01,64420039_0_cattle_2012-03-01,64420039_10_cattle_2012-03-01,64420039_11_cattle_2012-03-01,64420039_12_cattle_2012-03-01,64420039_13_cattle_2012-03-01,64420039_1_cattle_2012-03-01,64420039_2_cattle_2012-03-01,64420039_3_cattle_2012-02-01,64420039_4_cattle_2012-03-01,64420039_5_cattle_2012-03-01,64420039_6_cattle_2012-03-01,64420039_7_cattle_2012-03-01,64420039_8_cattle_2012-03-01,64420039_9_cattle_2012-03-01,64420044_0_cattle_2011-02-01,64420044_10_cattle_2011-02-01,64420044_11_cattle_2011-02-01,64420044_12_cattle_2010-07-01,64420044_13_cattle_2011-02-01,64420044_14_cattle_2011-02-01,64420044_15_cattle_2011-02-01,64420044_16_cattle_2011-02-01,64420044_17_cattle_2011-02-01,64420044_18_cattle_2011-02-01,64420044_19_cattle_2011-02-01,64420044_1_cattle_2011-02-01,64420044_20_cattle_2011-02-01,64420044_21_cattle_2011-02-01,64420044_22_cattle_2011-02-01,64420044_23_cattle_2011-02-01,64420044_24_cattle_2011-02-01,64420044_2_cattle_2011-02-01,64420044_3_cattle_2010-11-01,64420044_4_cattle_2010-04-01,64420044_5_cattle_2011-02-01,64420044_6_cattle_2011-02-01,64420044_7_cattle_2011-02-01,64420044_8_cattle_2011-02-01,64420044_9_cattle_2011-02-01,64420047_0_cattle_2011-08-01,64420047_10_cattle_2011-09-01,64420047_11_cattle_2011-09-01,64420047_12_cattle_2011-09-01,64420047_13_cattle_2011-09-01,64420047_14_cattle_2011-09-01,64420047_15_cattle_2011-09-01,64420047_1_cattle_2011-09-01,64420047_2_cattle_2011-08-01,64420047_3_cattle_2011-09-01,64420047_4_cattle_2011-09-01,64420047_5_cattle_2011-07-01,64420047_6_cattle_2011-09-01,64420047_7_cattle_2011-09-01,64420047_8_cattle_2011-09-01,64420047_9_cattle_2011-09-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11438856114388771,0.10478952104789704,0.02429757024297559,0.018898110188981028,0.0013998600139985998,9.999000099990002e-5,0,0.015198480151984753,0,0.017698230176982237,0.019598040195980323,0.03089691030896894,0.026197380261973675,0.015498450154984451,0.0994900509949022,0.024397560243975488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9997000299970003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011998800119988,2.9997000299970003e-4,9.999000099990002e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041395860413958714,0.03079692030796904,0.06849315068493235,0.2038796120387897,0.003199680031996801,9.99900009999e-4,0,0.3078692130786902,0.04669533046695356,0,0.03929607039296076,0.07509249075092593,0.06379362063793692,0.047995200479952295,0.035196480351964744,0.17378262173782316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034996500349965013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999500049995e-4,0,0.003299670032996701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004599540045995403,0.006699330066993306,0.008499150084991502,0.007199280071992806,4.999500049995e-4,0,0,0.005499450054994504,0.007699230076992307,0.0035996400359964015,0,0.0088991100889911,0.007599240075992407,0.46835316468355637,0.005599440055994404,0.007499250074992507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013998600139985998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007199280071992806,0.0088991100889911,0.0919908009199095,0.010298970102989689,0.006699330066993306,0.0026997300269973002,0,0.009299070092990696,0.010498950104989488,0.006699330066993306,0.011698830116988279,0,0.08749125087491387,0.013198680131986768,0.009899010098990092,0.008199180081991804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004099590040995902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013498650134986466,0,0.0025997400259974,0,0,4.999500049995e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017998200179981935,0.014398560143985559,0.1509849015098485,0.020397960203979517,0.015298470152984653,0.01279872012798717,0.0010998900109989,0.02129787021297861,0.019398060193980524,0.020497950204979416,0.02419758024197569,0.10718928107189471,0,0.02149785021497841,0.018198180181981733,0.01979802019798012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010998900109989,6.999300069993001e-4,0,0.022197780221977704,7.999200079992001e-4,6.999300069993001e-4,0.0024997500249975,0.0012998700129986998,1.9998000199980003e-4,0.0020997900209978994,0.0024997500249975,3.9996000399960006e-4,0.0010998900109989,0,0.003399660033996601,0,1.9998000199980003e-4,0,0.0018998100189980994,0.04239576042395774,1.9998000199980003e-4,0.0018998100189980994,0,0.0029997000299970007,2.9997000299970003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007799220077992207,0.004799520047995203,0.011898810118988077,0.006799320067993206,9.999000099990002e-5,0,0,0.006399360063993605,0.010498950104989488,0.004099590040995902,0.4510548945105708,0.012398760123987574,0.011398860113988581,0,0.007499250074992507,0.008599140085991401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9998000199980003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22567743225676548,0.3134686531346855,0.05409459054094636,0.04209579042095803,0.0037996200379962018,4.999500049995e-4,0,0.03639636036396358,0.19528047195279927,0.030096990300969746,0.03549645035496445,0.059694030596940915,0.053494650534946946,0.03939606039396066,0,0.049495050494950836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9998000199980003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021997800219977996,0,0.0034996500349965013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013798620137986163,0.013698630136986264,0.016498350164983445,0.08729127087291406,4.999500049995e-4,5.999400059994001e-4,0,0.07999200079992116,0.016498350164983445,0.08279172082791844,0.014098590140985861,0.01839816018398153,0.013998600139985962,0.010398960103989588,0.006299370062993705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9998000199980003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.999400059994001e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3438656134386602,0,0.08629137086291504,0,0.22487751224876637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9997000299970003e-4,0,0,0,0,0,0,2.9997000299970003e-4,0,0,6.999300069993001e-4,0,0,0,0,0,0,0,0,6.999300069993001e-4,0,0,0,0,0,6.999300069993001e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17838216178381805,0,0,0,0.26917308269172247,0,0.4547545245475677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999000099990002e-5,0,0,0,0,0,0,9.999000099990002e-5,0,0,2.9997000299970003e-4,0,0,0,0,0,0,0,0,2.9997000299970003e-4,0,0,0,0,0,2.9997000299970003e-4
0,0,0,0,0,0,0,0,0,0.24037596240374914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23927607239275037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999000099990002e-5,0,9.999000099990002e-5,0,0,0,0.11178882111789024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.13508649135086617,0,0,0,0,0.13538646135386584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30396960303969345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999500049995e-4,0,4.999500049995e-4,0,0.6149385061494341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
