40089001_0_cattle_2010-06-01,40089001_10_cattle_2010-11-01,40089001_11_cattle_2010-11-01,40089001_12_cattle_2010-11-01,40089001_1_cattle_2010-11-01,40089001_2_cattle_2010-11-01,40089001_3_cattle_2010-11-01,40089001_4_cattle_2010-10-01,40089001_5_cattle_2010-11-01,40089001_6_cattle_2010-11-01,40089001_7_cattle_2010-11-01,40089001_8_cattle_2010-11-01,40089001_9_cattle_2010-11-01,64420015_0_cattle_2009-10-01,64420015_10_cattle_2009-10-01,64420015_11_cattle_2009-10-01,64420015_12_cattle_2009-10-01,64420015_13_cattle_2009-10-01,64420015_14_cattle_2009-10-01,64420015_15_cattle_2009-10-01,64420015_16_cattle_2009-10-01,64420015_17_cattle_2009-09-01,64420015_18_cattle_2009-10-01,64420015_19_cattle_2009-10-01,64420015_1_cattle_2009-10-01,64420015_20_cattle_2009-10-01,64420015_21_cattle_2009-10-01,64420015_22_cattle_2009-10-01,64420015_23_cattle_2009-10-01,64420015_24_cattle_2009-10-01,64420015_25_cattle_2009-10-01,64420015_26_cattle_2009-10-01,64420015_27_cattle_2009-10-01,64420015_28_cattle_2009-10-01,64420015_29_cattle_2009-10-01,64420015_2_cattle_2009-10-01,64420015_30_cattle_2009-10-01,64420015_31_cattle_2009-10-01,64420015_32_cattle_2012-02-01,64420015_33_cattle_2012-01-01,64420015_34_cattle_2012-01-01,64420015_35_cattle_2012-02-01,64420015_36_cattle_2012-02-01,64420015_37_cattle_2012-02-01,64420015_3_cattle_2009-10-01,64420015_4_cattle_2009-10-01,64420015_5_cattle_2009-10-01,64420015_6_cattle_2009-10-01,64420015_7_cattle_2009-10-01,64420015_8_cattle_2009-10-01,64420015_9_cattle_2009-10-01,64420044_0_cattle_2011-01-01,64420044_1_cattle_2011-01-01,64420044_2_cattle_2011-01-01,64420044_3_cattle_2011-01-01,64420044_4_cattle_2010-12-01,64420044_5_cattle_2010-10-01,64420044_6_cattle_2011-01-01,64420044_7_cattle_2011-01-01,64420044_8_cattle_2011-01-01,64420044_9_cattle_2011-01-01,64420047_0_cattle_2011-01-01,64420047_1_cattle_2011-02-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01559844015598435,0.01569843015698425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0011998800119988,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.45555444455556704,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.0011998800119988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9996000399960006e-4,0.0011998800119988,9.99900009999e-4,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.0011998800119988,0,7.999200079992001e-4,1.9998000199980003e-4,0,0
0,8.999100089991002e-4,0,9.999000099990002e-5,0,0,0,0,0,0,0,0,0,0,0.034896510348965036,0.045395460453954824,0.07619238076192486,0.04009599040095998,7.999200079992001e-4,0.05869413058694189,0.07519248075192583,0.07619238076192486,0.07619238076192486,2.9997000299970003e-4,5.999400059994001e-4,2.9997000299970003e-4,0.07529247075292574,0.004599540045995403,0.08529147085291601,0.0015998400159983996,0.027597240275972264,0.04709529047095317,0.04609539046095414,0.07619238076192486,0.073992600739927,0.06239376062393829,0.07619238076192486,0.07619238076192486,0,0,0,0,0,0,0.07619238076192486,2.9997000299970003e-4,0,0.04269573042695745,0.03419658034196572,0,0.07459254074592642,0.003999600039996002,0.03899610038996105,0,0.021897810218978006,0,0,0,0,0.010298970102989689,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014998500149984997,0,8.999100089991002e-4,0.0016998300169982995,7.999200079992001e-4,0,0.0012998700129986998,0.0016998300169982995,0.0016998300169982995,0.0016998300169982995,0,0,0,0.0012998700129986998,9.999000099990002e-5,0.0016998300169982995,0,7.999200079992001e-4,6.999300069993001e-4,0.0013998600139985998,0.0016998300169982995,0.0016998300169982995,0.0013998600139985998,0.0016998300169982995,0.0016998300169982995,0,0,0,0,0,0,0.0016998300169982995,0,0,0.4679532046795567,9.99900009999e-4,0,0.0015998400159983996,9.999000099990002e-5,8.999100089991002e-4,0,6.999300069993001e-4,0,0,0,0,0,0,0,0
0,9.999000099990002e-5,1.9998000199980003e-4,5.999400059994001e-4,0,0,9.999000099990002e-5,0,0,0,0,0,0,0.01569843015698425,0.0050994900509949035,0,0.016198380161983748,0.007699230076992307,9.999000099990002e-5,0.01159884011598838,0.016198380161983748,0.016198380161983748,0.016198380161983748,3.9996000399960006e-4,9.999000099990002e-5,4.999500049995e-4,0.016198380161983748,3.9996000399960006e-4,0.016198380161983748,0,0.0050994900509949035,0.0088991100889911,0.38036196380362974,0.016198380161983748,0.015498450154984451,0.011298870112988682,0.016198380161983748,0.016198380161983748,0,0,0,0,0,0,0.016198380161983748,4.999500049995e-4,6.999300069993001e-4,0.011098890110988883,0.009299070092990696,6.999300069993001e-4,0.01589841015898405,8.999100089991002e-4,0.008999100089990998,0,0.004099590040995902,0,0,0,0,0.0011998800119988,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.999000099990002e-5,0,9.999000099990002e-5,0,9.999000099990002e-5,0,9.999000099990002e-5,9.999000099990002e-5,9.999000099990002e-5,9.999000099990002e-5,0,0,0,9.999000099990002e-5,0,9.999000099990002e-5,0,0,0,9.999000099990002e-5,9.999000099990002e-5,9.999000099990002e-5,0,9.999000099990002e-5,9.999000099990002e-5,0,0,0,0,0,0,9.999000099990002e-5,0,0,9.999000099990002e-5,9.999000099990002e-5,0,9.999000099990002e-5,9.999000099990002e-5,0,0,0,0,0,0,0,0,0,0,0
0,4.999500049995e-4,0,8.999100089991002e-4,2.9997000299970003e-4,0,0,0,0,0,0,0,0,0.014398560143985559,0.010998900109988984,0.008999100089990998,0.014398560143985559,0,0.42545745425459214,0.009199080091990797,0.013998600139985962,0.014398560143985559,0.012698730126987271,0.42545745425459214,0.42545745425459214,0.2869713028697076,0.014398560143985559,0.4667533246675577,0.01429857014298566,0.42545745425459214,0.4667533246675577,0.007999200079992006,0.007999200079992006,0.014398560143985559,0.014398560143985559,0.013298670132986667,0.014398560143985559,0.014398560143985559,0,0,0,0,0,0,0.014398560143985559,0.42545745425459214,0.4252574742525923,0.004199580041995802,0.007599240075992407,0.2651734826517258,0.014398560143985559,0.0023997600239976,0.003899610038996102,0,0.003299670032996701,0,0,0,0,0.003099690030996901,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004099590040995902,0,0,0,0,0,0.012298770122987674,0.012298770122987674,0.009299070092990696,0,0.0016998300169982995,0,0.012298770122987674,0.0064993500649935055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012298770122987674,0.012298770122987674,0,0,0.009599040095990394,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9998000199980003e-4,3.9996000399960006e-4,5.999400059994001e-4,6.999300069993001e-4,0,0,0,0,0,0,0,0,9.999000099990002e-5,0.06469353064693605,0.0225977402259773,0.03969603039696037,0.06539346065393536,0.026097390260973775,0.0012998700129986998,0,0.06539346065393536,0.06539346065393536,0.06529347065293546,1.9998000199980003e-4,0.0020997900209978994,8.999100089991002e-4,0.06439356064393634,0.0037996200379962018,0.06489351064893585,1.9998000199980003e-4,0.029197080291970653,0.038196180381961826,0.04019598040195988,0.06539346065393536,0.062193780621938484,0.2165783421657756,0.06509349065093566,0.06539346065393536,0,0,0,0,0,0,0.06539346065393536,0.0013998600139985998,1.9998000199980003e-4,0.043595640435956574,0.029997000299969847,0,0.06459354064593614,8.999100089991002e-4,0.033796620337966106,0,0.022897710228977,0,0,0,0,0.0057994200579942045,0,0,0
1.9998000199980003e-4,0.0017998200179981994,0,8.999100089991002e-4,0.0012998700129986998,0,0,0,0,0,0,0,0,0.08389161083891737,0.03989601039896017,0.054194580541946265,0.08419158084191708,0.03279672032796708,2.9997000299970003e-4,0.07349265073492749,0,0.08419158084191708,0.088391160883913,0.0020997900209978994,9.99900009999e-4,8.999100089991002e-4,0.08339166083391786,0.006399360063993605,0.08339166083391786,8.999100089991002e-4,0.03909609039096095,0.03909609039096095,0.052794720527947626,0.08419158084191708,0.08339166083391786,0.06829317068293254,0.08419158084191708,0.08419158084191708,0,0,0,0,0,0,0.08419158084191708,4.999500049995e-4,1.9998000199980003e-4,0.04489551044895531,0.05119488051194918,0,0.08249175082491873,0.0034996500349965013,0.046195380461954046,1.9998000199980003e-4,0.02409759024097579,0,0,0,0,0.005999400059994005,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9998000199980003e-4,0,7.999200079992001e-4,2.9997000299970003e-4,1.9998000199980003e-4,9.999000099990002e-5,0,0,0,0,0,0,1.9998000199980003e-4,0.08599140085991533,0.04589541045895434,0.04589541045895434,0.08699130086991436,0.03149685031496834,0.0037996200379962018,0.07369263073692729,0.08969103089691173,0.08699130086991436,0,6.999300069993001e-4,7.999200079992001e-4,9.999000099990002e-5,0.08629137086291504,0.008499150084991502,0.0848915108489164,0.0011998800119988,0.035996400359963966,0.051294870512949085,0.05779422057794276,0.08699130086991436,0.08449155084491679,0.07099290070992992,0.08699130086991436,0.08699130086991436,0,0,0,0,0,0,0.08699130086991436,0.0027997200279972004,8.999100089991002e-4,0.043295670432956866,0.044695530446955505,6.999300069993001e-4,0.08249175082491873,0.003899610038996102,0.043295670432956866,0,0.03079692030796904,0,0,0,0,0.007199280071992806,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007599240075992407,0.013898610138986063,0,0,0,0,0,0.013898610138986063,0.009299070092990696,0,0.0024997500249975,0,0.013898610138986063,0.0037996200379962018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013898610138986063,0.01419858014198576,0,0,0.011298870112988682,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006199380061993805,0.014798520147985156,0,0,0,0,0.014398560143985559,0,0.012398760123987574,0,0.0015998400159983996,0,0.014398560143985559,0.006599340065993406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014398560143985559,0.014398560143985559,0,0,0.009299070092990696,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399660033996601,0.008399160083991603,0,0,0,0,0.008399160083991603,0.008399160083991603,0,0,0.0010998900109989,0,0.008399160083991603,0.0042995700429957024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008399160083991603,0.008399160083991603,0,0,0.35276472352765276,0,0,0,0,0,0,0,0,0,0,0,0,0
9.999000099990002e-5,0.0015998400159983996,1.9998000199980003e-4,0.0016998300169982995,1.9998000199980003e-4,0,2.9997000299970003e-4,0,0,0,0,0,0,0.08279172082791844,0.042195780421957936,0.05399460053994646,0.08279172082791844,0.03689631036896309,0.0015998400159983996,0.06519348065193556,0.08279172082791844,0.08279172082791844,0.08249175082491873,0.0016998300169982995,1.9998000199980003e-4,9.99900009999e-4,0,0.007999200079992006,0.08279172082791844,4.999500049995e-4,0.02939706029397045,0.03909609039096095,0.052394760523948015,0.08279172082791844,0.07949205079492165,0.07199280071992895,0.0846915308469166,0.08279172082791844,0,0,0,0,0,0,0.08279172082791844,0.0013998600139985998,0.0019998000199979993,0.042495750424957644,0.049095090490951225,9.999000099990002e-5,0.08059194080592058,0.005699430056994304,0.0334966503349664,9.999000099990002e-5,0.03199680031996786,0,0,0,0,0.007099290070992906,2.9997000299970003e-4,0,0
0,4.999500049995e-4,9.999000099990002e-5,9.999000099990002e-5,5.999400059994001e-4,0,0,0,0,0,0,0,0,0.0035996400359964015,0.0019998000199979993,9.99900009999e-4,0.0035996400359964015,0.09309069093090842,0.08259174082591864,0.003099690030996901,0.0035996400359964015,0.0035996400359964015,0.0035996400359964015,0.08259174082591864,0.08259174082591864,0.06199380061993868,0.0035996400359964015,0,0.0035996400359964015,0.08259174082591864,0.09309069093090842,0.0022997700229976997,0.003399660033996601,0.0035996400359964015,0.0035996400359964015,0.003299670032996701,0.0035996400359964015,0.0035996400359964015,0,0,0,0,0,0,0.0035996400359964015,0.08259174082591864,0.08259174082591864,0.0015998400159983996,0.003099690030996901,0.05719428057194335,0.0035996400359964015,9.999000099990002e-5,0,0,4.999500049995e-4,0,0,0,0,0.0016998300169982995,0,0,0
0,0.0018998100189980994,1.9998000199980003e-4,0.0018998100189980994,7.999200079992001e-4,0,0,0,0,0,0,0,0,0.06729327067293352,0.030596940305969243,0.03109689031096874,0.058994100589941596,0.027297270272972567,1.9998000199980003e-4,0.051294870512949085,0.058994100589941596,0.058994100589941596,0.058994100589941596,0,0.0017998200179981994,1.9998000199980003e-4,0.058894110588941694,0.003099690030996901,0,3.9996000399960006e-4,0.02429757024297559,0.02799720027997186,0.03989601039896017,0.058994100589941596,0.05619438056194432,0.050894910508949474,0.058894110588941694,0.058994100589941596,0,0,0,0,0,0,0.058994100589941596,0.0013998600139985998,1.9998000199980003e-4,0.02979702029797005,0.03609639036096387,9.999000099990002e-5,0.05769423057694286,0.005899410058994105,0.028597140285971257,0,0.013898610138986063,8.999100089991002e-4,0,0,0,0.004699530046995303,9.999000099990002e-5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.999200079992001e-4,0.011398860113988581,0,0,0,0,0.011398860113988581,0.011398860113988581,0.008199180081991804,0,5.999400059994001e-4,0,0,0.009999000099989991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011398860113988581,0.011398860113988581,0,0,0.010398960103989588,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.999000099990002e-5,2.9997000299970003e-4,0,0,0,0,0,0,0,0,0,0.013898610138986063,0.007999200079992006,0.009799020097990193,0.014598540145985358,0.4396560343965803,0.398060193980615,0.013798620137986163,0.013498650134986466,0.014598540145985358,0.013898610138986063,0.39836016398361473,0.39846015398461465,0.2710728927107209,0.013698630136986264,0.4396560343965803,0.01419858014198576,0.39846015398461465,0,0.005299470052994704,0.011098890110988883,0.014598540145985358,0.014598540145985358,0.012498750124987473,0.013898610138986063,0.014598540145985358,0,0,0,0,0,0,0.014598540145985358,0.39846015398461465,0.39836016398361473,0.006899310068993106,0.009699030096990293,0.2591740825917308,0.013298670132986667,0.0026997300269973002,0.003899610038996102,0,0.003199680031996801,0,0,0,0,0.004199580041995802,1.9998000199980003e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021997800219977996,7.999200079992001e-4,8.999100089991002e-4,0.0021997800219977996,0.0011998800119988,0,0.0017998200179981994,0.0021997800219977996,0.0021997800219977996,0.0021997800219977996,0,0,0,0.0021997800219977996,0,0.0021997800219977996,0,9.99900009999e-4,0,0.0015998400159983996,0.0021997800219977996,0.0021997800219977996,0.0016998300169982995,0.0021997800219977996,0.0021997800219977996,0,0,0,0,0,0,0.0021997800219977996,0,0,0.0013998600139985998,0.47835216478354803,0,0.0020997900209978994,0,0.0012998700129986998,9.999000099990002e-5,7.999200079992001e-4,0,0,0,0,0,0,0,0
0,0,0,0,2.9997000299970003e-4,0,0,0,0,0,0,0,0,0.020797920207979114,0.008199180081991804,0.398060193980615,0.020797920207979114,0.010998900109988984,0,0.01709829017098284,0.020797920207979114,0.020797920207979114,0.020797920207979114,3.9996000399960006e-4,1.9998000199980003e-4,0,0.020797920207979114,0.0010998900109989,0.020797920207979114,0,0.006599340065993406,0.012598740125987372,0,0.020797920207979114,0.018998100189980927,0.016698330166983244,0.020797920207979114,0.020797920207979114,0,0,0,0,0,0,0.020797920207979114,8.999100089991002e-4,9.999000099990002e-5,0.01279872012798717,0.010398960103989588,4.999500049995e-4,0.020397960203979517,9.99900009999e-4,0.012398760123987574,3.9996000399960006e-4,0.004499550044995503,0,0,0,0,0.0021997800219977996,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014998500149984997,2.9997000299970003e-4,8.999100089991002e-4,0.0014998500149984997,3.9996000399960006e-4,0,0.0013998600139985998,0.0014998500149984997,0.0014998500149984997,0.0014998500149984997,0,0,9.999000099990002e-5,0.0014998500149984997,0,0.0014998500149984997,0,9.99900009999e-4,7.999200079992001e-4,0.0012998700129986998,0,0.0013998600139985998,0.0014998500149984997,0.0014998500149984997,0.0014998500149984997,0,0,0,0,0,0,0.0014998500149984997,0,0,0.0011998800119988,6.999300069993001e-4,0,0.0014998500149984997,0,4.999500049995e-4,0,6.999300069993001e-4,0,0,0,0,2.9997000299970003e-4,0,0,0
0,0,0,9.999000099990002e-5,0.0020997900209978994,1.9998000199980003e-4,0,0,0,0,0,0,1.9998000199980003e-4,0.06429357064293643,0.028697130286971156,0.03769623037696231,0.06469353064693605,0.024497550244975387,0.0022997700229976997,0.04879512048795152,0.06469353064693605,0.06469353064693605,0.06469353064693605,0.0011998800119988,0.0014998500149984997,8.999100089991002e-4,0.06419358064193653,0.003999600039996002,0.06459354064593614,9.999000099990002e-5,0.027097290270972768,0.03319668033196669,0.04149585041495862,0.06469353064693605,0,0.05079492050794957,0.06469353064693605,0.06469353064693605,0,0,0,0,0,0,0.06469353064693605,0.0015998400159983996,7.999200079992001e-4,0.037096290370962896,0.03649635036496348,6.999300069993001e-4,0.0887911208879126,0.004599540045995403,0.02819718028197166,0,0.021697830216978208,0,0,0,0,0.007599240075992407,0,0,0
0,1.9998000199980003e-4,1.9998000199980003e-4,0.0011998800119988,3.9996000399960006e-4,0,0,0,0,0,0,0,1.9998000199980003e-4,0.08179182081791941,0.04309569043095706,0.04669533046695356,0.08239176082391883,0.03209679032096776,3.9996000399960006e-4,0.24647535246474236,0.08239176082391883,0.08239176082391883,0.08199180081991922,0.0013998600139985998,0.0014998500149984997,0,0.08199180081991922,0.009399060093990596,0.08119188081192,0.0018998100189980994,0.033796620337966106,0.046895310468953365,0.04499550044995521,0.08239176082391883,0.08099190080992019,0,0.08219178082191902,0.08239176082391883,0,0,0,0,0,0,0.08239176082391883,0.0013998600139985998,4.999500049995e-4,0.04019598040195988,0.03749625037496251,0,0.07969203079692146,0.004099590040995902,0.03829617038296173,0,0.02939706029397045,0,0,0,0,0.008399160083991603,0,0,0
0,0.0024997500249975,0.0011998800119988,0,9.999000099990002e-5,0,1.9998000199980003e-4,0,0,0,0,0,4.999500049995e-4,0.09149085091490998,0.04889511048895142,0.058994100589941596,0.09279072092790872,0.041795820417958325,9.999000099990002e-5,0.07489251074892612,0.09269073092690881,0.09279072092790872,0.09179082091790969,0.0013998600139985998,6.999300069993001e-4,0.0017998200179981994,0.10388961103889792,0.013298670132986667,0.09059094090591086,0.0014998500149984997,0.030396960303969444,0.05069493050694967,0.05729427057294325,0.09279072092790872,0.09009099090091134,0.07969203079692146,0,0.09279072092790872,0,0,0,0,0,0,0.09279072092790872,0,0.0015998400159983996,0.04529547045295492,0.045395460453954824,1.9998000199980003e-4,0.08989101089891154,0.004599540045995403,0.04739526047395288,0,0.03179682031796805,0,0,0,0,0.004499550044995503,0,0,0
0,0.0010998900109989,0,5.999400059994001e-4,3.9996000399960006e-4,0,3.9996000399960006e-4,0,0,0,0,0,0,0.06469353064693605,0.03569643035696426,0.04379562043795638,0.06639336066393439,0.02799720027997186,4.999500049995e-4,0.04959504049595074,0.06639336066393439,0.06639336066393439,0.06639336066393439,1.9998000199980003e-4,1.9998000199980003e-4,5.999400059994001e-4,0.06589341065893488,0.004899510048995103,0.06509349065093566,0.0019998000199979993,0.027597240275972264,0.041095890410959006,0.038896110388961146,0.06639336066393439,0.06469353064693605,0.05109489051094928,0.06619338066193459,0,0,0,0,0,0,0,0.06639336066393439,0.0014998500149984997,6.999300069993001e-4,0.03249675032496737,0.032296770322967565,1.9998000199980003e-4,0.06359364063593712,0.004099590040995902,0.0372962703729627,9.999000099990002e-5,0.019198080191980726,9.999000099990002e-5,0,0,0,0.003099690030996901,0,0,0
