64281001_0_cattle_2013-03-01,64281001_10_cattle_2013-05-01,64281001_11_cattle_2013-05-01,64281001_12_cattle_2013-05-01,64281001_1_cattle_2013-03-01,64281001_2_cattle_2013-03-01,64281001_3_cattle_2013-03-01,64281001_4_cattle_2013-05-01,64281001_5_cattle_2013-05-01,64281001_6_cattle_2013-05-01,64281001_7_cattle_2013-03-01,64281001_8_cattle_2013-05-01,64281001_9_cattle_2013-05-01,64281008_0_cattle_2014-03-01,64420007_0_cattle_2011-11-01,64420012_0_cattle_2012-05-01,64420012_1_cattle_2012-06-01,64420015_0_cattle_2009-05-01,64420015_10_cattle_2014-03-01,64420015_1_cattle_2009-05-01,64420015_2_cattle_2009-05-01,64420015_3_cattle_2009-05-01,64420015_4_cattle_2009-05-01,64420015_5_cattle_2012-01-01,64420015_6_cattle_2012-02-01,64420015_7_cattle_2014-03-01,64420015_8_cattle_2014-01-01,64420035_0_cattle_2012-09-01,64420035_10_cattle_2014-01-01,64420035_1_cattle_2012-09-01,64420035_2_cattle_2012-09-01,64420035_3_cattle_2012-09-01,64420035_4_cattle_2012-06-01,64420035_5_cattle_2012-09-01,64420035_6_cattle_2012-08-01,64420035_7_cattle_2012-09-01,64420035_8_cattle_2012-09-01,64420035_9_cattle_2012-09-01,64420038_0_cattle_2013-03-01,64420038_10_cattle_2013-03-01,64420038_1_cattle_2013-03-01,64420038_2_cattle_2013-03-01,64420038_3_cattle_2013-05-01,64420038_4_cattle_2013-05-01,64420038_5_cattle_2013-03-01,64420038_6_cattle_2013-03-01,64420038_7_cattle_2013-03-01,64420038_8_cattle_2013-05-01,64420038_9_cattle_2013-03-01,64420039_0_cattle_2013-03-01,64420039_1_cattle_2013-05-01,64420039_2_cattle_2013-05-01,64420042_0_cattle_2013-01-01,64420042_1_cattle_2013-01-01,64420044_0_cattle_2012-05-01,64420044_10_cattle_2012-05-01,64420044_11_cattle_2012-05-01,64420044_12_cattle_2012-05-01,64420044_13_cattle_2012-05-01,64420044_14_cattle_2012-05-01,64420044_15_cattle_2012-05-01,64420044_16_cattle_2012-05-01,64420044_17_cattle_2012-05-01,64420044_18_cattle_2012-05-01,64420044_19_cattle_2012-04-01,64420044_1_cattle_2012-05-01,64420044_20_cattle_2012-05-01,64420044_21_cattle_2012-05-01,64420044_22_cattle_2012-05-01,64420044_23_cattle_2012-05-01,64420044_24_cattle_2012-05-01,64420044_25_cattle_2012-05-01,64420044_26_cattle_2012-05-01,64420044_27_cattle_2014-01-01,64420044_2_cattle_2012-05-01,64420044_3_cattle_2012-05-01,64420044_4_cattle_2012-05-01,64420044_5_cattle_2012-05-01,64420044_6_cattle_2012-05-01,64420044_7_cattle_2012-05-01,64420044_8_cattle_2012-05-01,64420044_9_cattle_2012-05-01,64420047_0_cattle_2012-11-01,64420047_10_cattle_2012-11-01,64420047_11_cattle_2012-11-01,64420047_12_cattle_2012-11-01,64420047_13_cattle_2012-11-01,64420047_14_cattle_2012-11-01,64420047_15_cattle_2012-11-01,64420047_16_cattle_2012-10-01,64420047_17_cattle_2012-11-01,64420047_18_cattle_2012-11-01,64420047_19_cattle_2012-11-01,64420047_1_cattle_2012-04-01,64420047_20_cattle_2012-11-01,64420047_21_cattle_2012-11-01,64420047_22_cattle_2012-11-01,64420047_23_cattle_2012-11-01,64420047_24_cattle_2012-11-01,64420047_25_cattle_2012-11-01,64420047_2_cattle_2012-11-01,64420047_3_cattle_2012-11-01,64420047_4_cattle_2012-11-01,64420047_5_cattle_2012-02-01,64420047_6_cattle_2012-05-01,64420047_7_cattle_2012-09-01,64420047_8_cattle_2012-11-01,64420047_9_cattle_2012-11-01
0,0.00266648890073995,0.0017332177854809674,0.00319978668088794,0.004133057796146923,0.001333244450369975,0.005266315578961401,3.9997333511099253e-4,0.004599693353776414,3.9997333511099253e-4,0.007532831144590358,0.0032664489034064386,0.004199720018665421,0.002599826678221451,0.00586627558162789,0.00586627558162789,0.007532831144590358,0,0.0019998666755549625,0,0,0,0,0.005132991133924404,0.007532831144590358,1.3332444503699753e-4,1.999866675554963e-4,0.0014665688954069724,6.666222251849875e-4,0.007532831144590358,0.00639957336177588,0.004466368908739416,0.007532831144590358,4.6663555762949127e-4,0.0011332577828144787,0.004333044463702419,0.007532831144590358,0.00319978668088794,0.0033331111259249373,0,0.36390907272848466,0.0015332311179254712,0.004199720018665421,0,0.004199720018665421,0,0.003399773348443436,6.666222251849875e-4,0.0024665022331844537,0.3936404239717351,0.0022665155656289575,0.0017998800079994661,0.007532831144590358,0.007532831144590358,5.999600026664887e-4,9.332711152589824e-4,7.99946670221985e-4,0.004466368908739416,0.0043997066862209175,0.007532831144590358,0.004933004466368907,0.0037330844610359297,0.007532831144590358,0.004199720018665421,0.00426638224118392,0.0037997466835544285,0.003399773348443436,0,0.0024665022331844537,7.99946670221985e-4,0.007532831144590358,6.666222251849876e-5,0.0033331111259249373,0,0.007532831144590358,0.0034664355709619348,0.003133124458369441,0,0.007532831144590358,0.003133124458369441,0.00479968002133191,9.999333377774813e-4,0.0035330977934804335,0.004933004466368907,0.003133124458369441,0.007532831144590358,0.002599826678221451,0.007532831144590358,0.007532831144590358,0.007532831144590358,0.003666422238517431,0.0043997066862209175,0.0013999066728884737,0.0032664489034064386,0.002399840010665955,3.333111125924938e-4,0.0035330977934804335,0.0017998800079994661,0.0032664489034064386,0.00426638224118392,7.99946670221985e-4,0.0032664489034064386,0.0035330977934804335,0.007532831144590358,0.007532831144590358,0.007532831144590358,0.005132991133924404,0.003133124458369441
0.004199720018665421,0,0.07186187587494165,0.0037330844610359297,0.005599626691553895,0.006532897806812877,0.010599293380441301,0.0021998533431104588,0.005399640023998399,0.0016665555629624686,0.01219918672088527,0.0043997066862209175,0.062395840277314825,0.004533031131257915,0.010065995600293311,0.006799546696886872,0.01219918672088527,0,0.0027998133457769474,0,0,0,0,0.0033331111259249373,0.01219918672088527,3.9997333511099253e-4,2.6664889007399506e-4,0.004866342243850409,0.0011332577828144787,0.008732751149923336,0.0046663555762949125,0.002866475568295446,0.01219918672088527,0.002933137790813945,0.00319978668088794,0.0037330844610359297,0.007666155589627356,0.00479968002133191,0.00586627558162789,0,0.00426638224118392,0.004199720018665421,0.004199720018665421,0,0.004133057796146923,2.6664889007399506e-4,0.006599560029331376,3.333111125924938e-4,0.004933004466368907,0.003666422238517431,0.05986267582161187,0.00266648890073995,0.012132524498366772,0.01219918672088527,0.0037330844610359297,3.333111125924938e-4,0.0021998533431104588,0.005599626691553895,0.004533031131257915,0.01173255116325578,0.0035330977934804335,0.005266315578961401,0.01219918672088527,0.006532897806812877,0.004866342243850409,0.0069328711419238695,0.006332911139257381,5.999600026664887e-4,0.002933137790813945,0.002599826678221451,0.01219918672088527,0,0.004333044463702419,0.0015332311179254712,0.01219918672088527,0.004199720018665421,0.00853276448236784,0.002933137790813945,0.01219918672088527,0.005266315578961401,0.0069328711419238695,6.666222251849875e-4,0.00586627558162789,0.005199653356442902,0.006599560029331376,0.01219918672088527,0.006999533364442368,0.009932671155256314,0.01219918672088527,0.01219918672088527,0.004933004466368907,0.005599626691553895,0.003866408906072927,0.007332844477034862,0.0053329778014799,0.004466368908739416,0.0025331644557029524,0.0032664489034064386,0.005266315578961401,0.0069328711419238695,0.003866408906072927,0.003933071128591426,0.0015332311179254712,0.01219918672088527,0.01219918672088527,0.009266048930071326,0.006799546696886872,0.004333044463702419
0.006999533364442368,0.09432704486367573,0,0.009399373375108324,0.01326578228118125,0.008332777814812344,0.017798813412439166,0.0022665155656289575,0.011999200053329774,0.0029998000133324436,0.021931871208586088,0.010065995600293311,0.105992933804413,0.008132791147256848,0.015332311179254711,0.012865808946070258,0.021931871208586088,0,0.005466302246516897,0,0,0,0,0.00959936004266382,0.021931871208586088,6.666222251849876e-5,5.999600026664887e-4,0.00639957336177588,0.0011332577828144787,0.01913205786280914,0.01219918672088527,0.00906606226251583,0.021931871208586088,0.004533031131257915,0.004933004466368907,0.009666022265182319,0.016332244517032194,0.008466102259849341,0.00906606226251583,1.3332444503699753e-4,0.0035997600159989322,0.007599493367108857,0.008999400039997331,0,0.010065995600293311,4.6663555762949127e-4,0.008666088927404838,0.0018665422305179649,0.00799946670221985,0.01173255116325578,0.10579294713685751,0.004733017798813411,0.021931871208586088,0.021931871208586088,0.005199653356442902,3.9997333511099253e-4,0.0025331644557029524,0.008132791147256848,0.016398906739550693,0.01926538230784614,0.010799280047996797,0.008799413372441835,0.021931871208586088,0.008666088927404838,0.010799280047996797,0.013065795613625754,0.00799946670221985,0.0022665155656289575,0.008599426704886339,0.0032664489034064386,0.021931871208586088,1.999866675554963e-4,0.010199320045330309,0.0020665288980734613,0.021931871208586088,0.009932671155256314,0.010865942270515296,0.0024665022331844537,0.021931871208586088,0.009666022265182319,0.008466102259849341,0.0056662889140723935,0.011332577828144787,0.011999200053329774,0.011599226718218782,0.021931871208586088,0.009932671155256314,0.01859876008266115,0.021931871208586088,0.021931871208586088,0.007466168922071859,0.01013265782281181,0.005799613359109391,0.01113259116058929,0.008932737817478833,0.0106659556029598,0.00319978668088794,0.009799346710219316,0.014065728951403235,0.007799480034664353,0.0035330977934804335,0.00586627558162789,0.0027998133457769474,0.021931871208586088,0.021931871208586088,0.019465368975401635,0.012999133391107255,0.010732617825478298
0.03253116458902739,0.042863809079394695,0.025798280114659015,0,0.05459636024265047,0.04413039130724617,0.07226184921005264,0.016132257849476698,0.1969868675421638,0.020065328978068123,0.10039330711285911,0.22211852543163782,0.034864342377174846,0.024198386774215045,0.08286114259049394,0.043330444637024186,0.10045996933537761,0,0.030531297913472425,0,0,0,0,0.043930404639690675,0.10045996933537761,0.0043997066862209175,0.0029998000133324436,0.03153123125124991,0.010732617825478298,0.08566095593627089,0.04893007132857808,0.03559762682487833,0.10045996933537761,0.031797880141323905,0.023265115658956063,0.04459702686487566,0.07319512032531163,0.04453036464235716,0.03419772015198986,5.999600026664887e-4,0.02599826678221451,0.041197253516432226,0.3313112459169388,0,0.030464635690953926,0.0011332577828144787,0.045530297980134644,0.0033331111259249373,0.03373108459436037,0.04373041797213518,0.042930471301913194,0.023798413439104053,0.10039330711285911,0.10032664489034061,0.03266448903406439,0.005066328911405905,0.009799346710219316,0.03306446236917538,0.06166255582961134,0.08839410705952934,0.030531297913472425,0.04746350243317111,0.10045996933537761,0.044397040197320166,0.04826344910339309,0.0529964669022065,0.03573095126991533,0.008599426704886339,0.03526431571228584,0.03266448903406439,0.10045996933537761,0.0056662889140723935,0.04419705352976467,0.0071995200319978645,0.10045996933537761,0.043930404639690675,0.05006332911139256,0.008466102259849341,0.10045996933537761,0.03839744017065528,0.039197386840877264,0.026598226784881,0.04539697353509765,0.04999666688887406,0.053396440237317495,0.10045996933537761,0.05146323578428103,0.08559429371375239,0.10039330711285911,0.10032664489034061,0.035464302379841335,0.04693020465302312,0.03773081794547029,0.05219652023198452,0.041330577961469224,0.03379774681687887,0.029464702353176445,0.02966468902073194,0.04846343577094859,0.05199653356442902,0.01806546230251316,0.043863742417172176,0.016398906739550693,0.10045996933537761,0.10045996933537761,0.08592760482634489,0.05899606692887139,0.039664022398506756
0,0,0,4.6663555762949127e-4,0,1.3332444503699753e-4,2.6664889007399506e-4,1.999866675554963e-4,4.6663555762949127e-4,2.6664889007399506e-4,4.6663555762949127e-4,4.6663555762949127e-4,0,0,2.6664889007399506e-4,4.6663555762949127e-4,4.6663555762949127e-4,0,0,0,0,0,0,3.9997333511099253e-4,4.6663555762949127e-4,6.666222251849876e-5,0,1.3332444503699753e-4,0,4.6663555762949127e-4,1.999866675554963e-4,3.333111125924938e-4,4.6663555762949127e-4,2.6664889007399506e-4,2.6664889007399506e-4,1.3332444503699753e-4,4.6663555762949127e-4,1.3332444503699753e-4,3.9997333511099253e-4,0,2.6664889007399506e-4,0,0,0,1.3332444503699753e-4,0,0.4668355442970467,1.999866675554963e-4,6.666222251849876e-5,1.999866675554963e-4,3.9997333511099253e-4,0,4.6663555762949127e-4,4.6663555762949127e-4,4.6663555762949127e-4,0,1.3332444503699753e-4,0,2.6664889007399506e-4,4.6663555762949127e-4,0,6.666222251849876e-5,4.6663555762949127e-4,6.666222251849876e-5,1.999866675554963e-4,3.9997333511099253e-4,1.999866675554963e-4,0,0,2.6664889007399506e-4,4.6663555762949127e-4,0,3.9997333511099253e-4,1.3332444503699753e-4,4.6663555762949127e-4,2.6664889007399506e-4,1.999866675554963e-4,6.666222251849876e-5,4.6663555762949127e-4,2.6664889007399506e-4,1.999866675554963e-4,0,2.6664889007399506e-4,2.6664889007399506e-4,1.999866675554963e-4,4.6663555762949127e-4,1.999866675554963e-4,4.6663555762949127e-4,4.6663555762949127e-4,4.6663555762949127e-4,0,2.6664889007399506e-4,1.999866675554963e-4,2.6664889007399506e-4,0,4.6663555762949127e-4,0,0,1.999866675554963e-4,2.6664889007399506e-4,2.6664889007399506e-4,2.6664889007399506e-4,0,4.6663555762949127e-4,4.6663555762949127e-4,4.6663555762949127e-4,4.6663555762949127e-4,4.6663555762949127e-4
6.666222251849876e-5,5.999600026664887e-4,4.6663555762949127e-4,0.001333244450369975,6.666222251849875e-4,0,0.04413039130724617,1.3332444503699753e-4,7.332844477034862e-4,2.6664889007399506e-4,0.0013999066728884737,7.99946670221985e-4,1.999866675554963e-4,0,0.0011999200053329775,9.999333377774813e-4,0.0013999066728884737,0,5.3329778014799e-4,0,0,0,0,6.666222251849875e-4,0.0013999066728884737,6.666222251849876e-5,0,9.999333377774813e-4,1.3332444503699753e-4,0.0013999066728884737,6.666222251849875e-4,6.666222251849876e-5,0.0013999066728884737,3.333111125924938e-4,2.6664889007399506e-4,2.6664889007399506e-4,0.0011999200053329775,0.0011332577828144787,0.04433037797480167,0,5.3329778014799e-4,0.0374641690553963,7.332844477034862e-4,0,0.47636824211719203,1.999866675554963e-4,7.332844477034862e-4,1.999866675554963e-4,0.03979734684354375,7.99946670221985e-4,7.332844477034862e-4,0,0.0013999066728884737,0.0013999066728884737,1.999866675554963e-4,1.999866675554963e-4,2.6664889007399506e-4,1.999866675554963e-4,0.0011999200053329775,0.0011332577828144787,0,6.666222251849875e-4,0.0013999066728884737,5.999600026664887e-4,6.666222251849875e-4,7.332844477034862e-4,4.6663555762949127e-4,0,9.999333377774813e-4,6.666222251849875e-4,0.0013999066728884737,0,5.3329778014799e-4,5.3329778014799e-4,0.0013999066728884737,5.999600026664887e-4,4.6663555762949127e-4,2.6664889007399506e-4,0.0013999066728884737,5.3329778014799e-4,6.666222251849876e-5,3.9997333511099253e-4,0.0012665822278514762,8.666088927404837e-4,7.332844477034862e-4,0.0013999066728884737,5.3329778014799e-4,0.001333244450369975,0.0013999066728884737,0.0013999066728884737,8.666088927404837e-4,6.666222251849875e-4,8.666088927404837e-4,7.332844477034862e-4,7.332844477034862e-4,2.6664889007399506e-4,6.666222251849876e-5,0,3.9997333511099253e-4,9.999333377774813e-4,5.3329778014799e-4,7.99946670221985e-4,0,0.0013999066728884737,0.0013999066728884737,0.0013999066728884737,6.666222251849875e-4,6.666222251849876e-5
4.6663555762949127e-4,3.9997333511099253e-4,3.9997333511099253e-4,9.332711152589824e-4,3.9997333511099253e-4,0.010399306712885805,0,0,5.999600026664887e-4,6.666222251849876e-5,9.999333377774813e-4,5.3329778014799e-4,1.999866675554963e-4,5.999600026664887e-4,9.999333377774813e-4,4.6663555762949127e-4,9.999333377774813e-4,0,0,0,0,0,0,6.666222251849876e-5,9.999333377774813e-4,0,0,6.666222251849876e-5,0,4.6663555762949127e-4,5.3329778014799e-4,3.333111125924938e-4,9.999333377774813e-4,6.666222251849876e-5,5.999600026664887e-4,1.3332444503699753e-4,4.6663555762949127e-4,7.332844477034862e-4,0.020398640090660617,0,5.999600026664887e-4,0.01859876008266115,0,0,0.018332111192587156,0,5.999600026664887e-4,0,0.01766548896740217,6.666222251849876e-5,0,0,9.999333377774813e-4,9.999333377774813e-4,0,0,0,3.9997333511099253e-4,5.3329778014799e-4,9.332711152589824e-4,3.333111125924938e-4,5.3329778014799e-4,9.999333377774813e-4,2.6664889007399506e-4,6.666222251849876e-5,4.6663555762949127e-4,6.666222251849876e-5,2.6664889007399506e-4,5.999600026664887e-4,3.333111125924938e-4,9.999333377774813e-4,6.666222251849876e-5,7.332844477034862e-4,0,9.999333377774813e-4,9.332711152589824e-4,4.6663555762949127e-4,0,9.999333377774813e-4,5.999600026664887e-4,6.666222251849876e-5,3.333111125924938e-4,6.666222251849875e-4,6.666222251849875e-4,0,9.999333377774813e-4,3.333111125924938e-4,6.666222251849875e-4,9.999333377774813e-4,9.999333377774813e-4,9.332711152589824e-4,9.999333377774813e-4,0,9.332711152589824e-4,1.999866675554963e-4,0,6.666222251849876e-5,3.333111125924938e-4,3.9997333511099253e-4,5.999600026664887e-4,5.999600026664887e-4,1.3332444503699753e-4,6.666222251849876e-5,9.999333377774813e-4,9.999333377774813e-4,5.3329778014799e-4,7.99946670221985e-4,3.333111125924938e-4
0.0014665688954069724,0.0024665022331844537,0.0027331511232584487,0.0027331511232584487,0.003399773348443436,0.0015332311179254712,0.003399773348443436,0,0.003666422238517431,0.14852343177121521,0.006066262249183386,0.0024665022331844537,0.0013999066728884737,0.004066395573628424,0.004999666688887406,0.0016665555629624686,0.006132924471701885,0,0.004466368908739416,0,0,0,0,0.003933071128591426,0.006132924471701885,0.0032664489034064386,0.003666422238517431,0.0022665155656289575,0.0033331111259249373,0.0037330844610359297,0.004133057796146923,7.99946670221985e-4,0.006132924471701885,0.0027998133457769474,0.0023331777881474562,0.003399773348443436,0.0035330977934804335,0.0024665022331844537,0.0011999200053329775,0,0.0014665688954069724,5.999600026664887e-4,9.999333377774813e-4,0,0.00213319112059196,0,0.0027331511232584487,0.006732884474368373,0.0019332044530364636,0.00319978668088794,0.00266648890073995,0.16785547630157985,0.006132924471701885,0.006132924471701885,0.0014665688954069724,3.9997333511099253e-4,1.999866675554963e-4,0.003133124458369441,0.004199720018665421,0.004733017798813411,0.0018665422305179649,0.00319978668088794,0.006132924471701885,0.003399773348443436,0.0034664355709619348,0.0030664622358509423,0.002599826678221451,2.6664889007399506e-4,0.0015332311179254712,0.002866475568295446,0.006132924471701885,0,0.0033331111259249373,0.006266248916738882,0.006132924471701885,0.002599826678221451,0.0021998533431104588,5.3329778014799e-4,0.006132924471701885,0.0023331777881474562,0.0025331644557029524,0.0011999200053329775,0.0018665422305179649,0.0035330977934804335,0.0035997600159989322,0.006132924471701885,0.002599826678221451,0.003933071128591426,0.006132924471701885,0.006132924471701885,0.002933137790813945,0.0025331644557029524,0.0021998533431104588,0.00266648890073995,0.0015332311179254712,0.002933137790813945,2.6664889007399506e-4,0.0014665688954069724,0.0029998000133324436,0.003133124458369441,1.999866675554963e-4,0.0017998800079994661,0.0022665155656289575,0.006132924471701885,0.006132924471701885,0.003666422238517431,0.004599693353776414,0.00159989334044397
0.004466368908739416,0.005466302246516897,0.00479968002133191,0.05779614692353841,0.0059329378041463885,0.004999666688887406,0.01119925338310779,0.0022665155656289575,0,0.0027998133457769474,0.01379908006132924,0.06619558696086926,0.00479968002133191,0.004733017798813411,0.011332577828144787,0.005532964469035396,0.01379908006132924,0,0.002399840010665955,0,0,0,0,0.004999666688887406,0.01379908006132924,3.333111125924938e-4,2.6664889007399506e-4,0.005399640023998399,0.0022665155656289575,0.012999133391107255,0.00586627558162789,0.0033331111259249373,0.01379908006132924,0.0032664489034064386,0.0037330844610359297,0.006066262249183386,0.012599160055996263,0.00586627558162789,0.008132791147256848,0,0.004733017798813411,0.003999733351109925,0.05566295580294645,0,0.004999666688887406,0,0.007866142257182853,6.666222251849875e-4,0.006599560029331376,0.005399640023998399,0.004466368908739416,0.0019998666755549625,0.013532431171255245,0.01379908006132924,0.003666422238517431,0,0.002599826678221451,0.003866408906072927,0.008066128924738349,0.010332644490367306,0.006199586694220383,0.00853276448236784,0.01379908006132924,0.008266115592293845,0.005799613359109391,0.005266315578961401,0.005266315578961401,9.332711152589824e-4,0.006266248916738882,0.0019998666755549625,0.01379908006132924,0.001333244450369975,0.004533031131257915,6.666222251849875e-4,0.01379908006132924,0.0069328711419238695,0.007399506699553361,7.332844477034862e-4,0.01379908006132924,0.005066328911405905,0.004533031131257915,0.0034664355709619348,0.005199653356442902,0.0059329378041463885,0.006866208919405371,0.01379908006132924,0.007866142257182853,0.010599293380441301,0.01379908006132924,0.01379908006132924,0.0035330977934804335,0.0069328711419238695,0.005599626691553895,0.00799946670221985,0.005799613359109391,0.0069328711419238695,0.0033331111259249373,0.0037997466835544285,0.008399440037330843,0.0053329778014799,0.0030664622358509423,0.005999600026664887,0.001333244450369975,0.01379908006132924,0.01379908006132924,0.01326578228118125,0.00799946670221985,0.00586627558162789
0.006666222251849875,0.007266182254516363,0.006866208919405371,0.006132924471701885,0.008066128924738349,0.005599626691553895,0.008132791147256848,0.2657822811812545,0.006866208919405371,0,0.015865608959402703,0.00639957336177588,0.005799613359109391,0.011532564495700283,0.011399240050663286,0.0069328711419238695,0.015865608959402703,0,0.012532497833477764,0,0,0,0,0.009532697820145321,0.015865608959402703,0.005599626691553895,0.00586627558162789,0.004533031131257915,0.008799413372441835,0.015132324511699215,0.007066195586960867,0.007399506699553361,0.015865608959402703,0.006999533364442368,0.006666222251849875,0.008066128924738349,0.012065862275848273,0.007066195586960867,0.0027998133457769474,6.666222251849875e-4,0.0024665022331844537,0.0029998000133324436,0.006466235584294378,0,0.0056662889140723935,1.3332444503699753e-4,0.007732817812145854,0.01659889340710619,0.006199586694220383,0.006599560029331376,0.006799546696886872,0.3559762682487833,0.015865608959402703,0.015798946736884204,0.0037997466835544285,0.00106659556029598,0.0014665688954069724,0.005999600026664887,0.010265982267848807,0.014132391173921734,0.002399840010665955,0.008866075594960334,0.015865608959402703,0.0069328711419238695,0.008066128924738349,0.007866142257182853,0.004199720018665421,0.00213319112059196,0.005999600026664887,0.004199720018665421,0.015798946736884204,0.0017998800079994661,0.004133057796146923,0.007599493367108857,0.015865608959402703,0.006332911139257381,0.008732751149923336,0.0027998133457769474,0.015865608959402703,0.0071995200319978645,0.006066262249183386,0.004466368908739416,0.007866142257182853,0.006999533364442368,0.00853276448236784,0.015865608959402703,0.008866075594960334,0.011332577828144787,0.015798946736884204,0.015865608959402703,0.0030664622358509423,0.007332844477034862,0.004733017798813411,0.007799480034664353,0.006266248916738882,0.007866142257182853,0.004133057796146923,0.00639957336177588,0.008599426704886339,0.007266182254516363,0.0019332044530364636,0.005999600026664887,0.0027998133457769474,0.015865608959402703,0.015865608959402703,0.01539897340177321,0.00959936004266382,0.0035330977934804335
