64420015_0_cattle_2010-02-01,64420015_10_cattle_2009-03-01,64420015_11_cattle_2010-02-01,64420015_12_cattle_2010-02-01,64420015_13_cattle_2010-02-01,64420015_14_cattle_2010-02-01,64420015_15_cattle_2010-02-01,64420015_16_cattle_2010-02-01,64420015_17_cattle_2010-04-01,64420015_18_cattle_2010-02-01,64420015_19_cattle_2010-02-01,64420015_1_cattle_2010-04-01,64420015_20_cattle_2010-04-01,64420015_21_cattle_2010-02-01,64420015_22_cattle_2010-02-01,64420015_23_cattle_2010-04-01,64420015_24_cattle_2010-02-01,64420015_25_cattle_2010-04-01,64420015_26_cattle_2010-04-01,64420015_27_cattle_2010-04-01,64420015_28_cattle_2010-04-01,64420015_29_cattle_2010-02-01,64420015_2_cattle_2010-02-01,64420015_30_cattle_2010-04-01,64420015_31_cattle_2010-02-01,64420015_32_cattle_2010-04-01,64420015_33_cattle_2010-02-01,64420015_34_cattle_2010-04-01,64420015_35_cattle_2010-04-01,64420015_36_cattle_2010-04-01,64420015_37_cattle_2010-04-01,64420015_38_cattle_2010-04-01,64420015_39_cattle_2010-02-01,64420015_3_cattle_2010-04-01,64420015_40_cattle_2010-04-01,64420015_41_cattle_2010-04-01,64420015_42_cattle_2010-04-01,64420015_43_cattle_2010-02-01,64420015_44_cattle_2010-02-01,64420015_45_cattle_2010-04-01,64420015_46_cattle_2010-04-01,64420015_4_cattle_2010-04-01,64420015_5_cattle_2010-02-01,64420015_6_cattle_2010-02-01,64420015_7_cattle_2010-04-01,64420015_8_cattle_2010-02-01,64420015_9_cattle_2010-02-01,64420044_0_cattle_2010-09-01,64420044_1_cattle_2010-09-01,64420044_2_cattle_2010-08-01,64420044_3_cattle_2010-09-01,64420044_4_cattle_2010-09-01,64420044_5_cattle_2010-09-01,64420044_6_cattle_2010-09-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5404919016196504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.998800239952009e-4,5.998800239952009e-4,0.008998200359928014,0.009998000399920012,0.0023995200959808036,0.007198560287942414,0.003399320135972806,0.0027994401119776045,0.008198360327934416,0.0045990801839632086,0.0019996000799840027,0.009398120375924813,0.00539892021595681,0.001399720055988802,0.005598880223955211,0,0.0031993601279744054,0.007198560287942414,0.008798240351929614,7.998400319936012e-4,0.3851229754049101,0.0017996400719856025,0.006998600279944014,0.009198160367926414,0.006598680263947213,0.009398120375924813,0.004799040191961609,0.0037992401519696068,0.34133173365326513,0.004199160167966408,0.006198760247950412,0.008998200359928014,1.999600079984003e-4,0.009198160367926414,7.998400319936012e-4,0.005798840231953611,0,0.0015996800639872023,0.009998000399920012,0.0049990001999600095,0.003399320135972806,0.009398120375924813,0.00539892021595681,0.0067986402719456135,0.0049990001999600095,0.008398320335932815,0,0.003399320135972806,0.007198560287942414,0.008398320335932815,0.007398520295940815,5.998800239952009e-4,0.0011997600479904018,0.004399120175964808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5092981403719034,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.999600079984003e-4,5.998800239952009e-4,5.998800239952009e-4,0.0019996000799840027,5.998800239952009e-4,0.001399720055988802,0.001399720055988802,5.998800239952009e-4,0.0019996000799840027,0.0015996800639872023,0,0.0017996400719856025,9.998000399920016e-4,3.999200159968006e-4,0.0017996400719856025,1.999600079984003e-4,0.0011997600479904018,9.998000399920016e-4,0.0019996000799840027,0,5.998800239952009e-4,1.999600079984003e-4,0.0011997600479904018,0.0019996000799840027,5.998800239952009e-4,0.0019996000799840027,7.998400319936012e-4,9.998000399920016e-4,3.999200159968006e-4,5.998800239952009e-4,9.998000399920016e-4,0.0011997600479904018,0,0.001399720055988802,3.999200159968006e-4,0.001399720055988802,0.0017996400719856025,3.999200159968006e-4,0.0019996000799840027,0,9.998000399920016e-4,0.0017996400719856025,3.999200159968006e-4,7.998400319936012e-4,0.4765046990601692,0.0015996800639872023,0,0,9.998000399920016e-4,1.999600079984003e-4,5.998800239952009e-4,5.998800239952009e-4,9.998000399920016e-4,7.998400319936012e-4
3.999200159968006e-4,0,3.999200159968006e-4,0.0017996400719856025,1.999600079984003e-4,5.998800239952009e-4,0.001399720055988802,0.0011997600479904018,0.001399720055988802,5.998800239952009e-4,0,0.001399720055988802,0.08638272345530948,3.999200159968006e-4,0.0017996400719856025,0,5.998800239952009e-4,0.08638272345530948,7.998400319936012e-4,0,5.998800239952009e-4,5.998800239952009e-4,9.998000399920016e-4,7.998400319936012e-4,5.998800239952009e-4,0.0015996800639872023,0.0017996400719856025,0.0017996400719856025,0,9.998000399920016e-4,0,9.998000399920016e-4,0,0.0017996400719856025,1.999600079984003e-4,7.998400319936012e-4,0.0011997600479904018,9.998000399920016e-4,0.0017996400719856025,9.998000399920016e-4,0,0.0017996400719856025,0.0011997600479904018,0.0011997600479904018,7.998400319936012e-4,7.998400319936012e-4,0,0,0.0017996400719856025,0.0015996800639872023,0.0011997600479904018,1.999600079984003e-4,0.0011997600479904018,5.998800239952009e-4
0.0049990001999600095,0.006198760247950412,0.017996400719855997,0.028994201159767974,0.003999200159968007,0.013797240551889604,0.014797040591881602,0.015196960607878401,0.19356128774245537,0.020195960807838392,0.001399720055988802,0.10497900419916129,0.020395920815836792,0.0031993601279744054,0.020195960807838392,0,0.02059588082383519,0.019396120775844794,0.02659468106378718,0.0019996000799840027,0.01059788042391521,0.008598280343931215,0.0153969206158768,0.02679464107178558,0.011797640471905608,0.027194561087782378,0.019196160767846394,0.0153969206158768,0.0163967206558688,0.013397320535892805,0.013597280543891204,0.02099580083983199,0.0015996800639872023,0.022395520895820788,0.002599480103979204,0.0155968806238752,0.014397120575884803,0.012597480503899207,0.028994201159767974,0.0167966406718656,0.024595080983803183,0,0.009598080383923213,0.008398320335932815,0.013997200559888004,0.0163967206558688,5.998800239952009e-4,0.0049990001999600095,0.009398120375924813,0.017796440711857597,0.014597080583883202,0.0017996400719856025,0.013997200559888004,0.007198560287942414
0,0,0,0,0,0,0,0,0,0.4491101779643913,0,0,0,0,0,0,0,0,0,0,0,0,0.008798240351929614,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4771045790841643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.998400319936012e-4,3.999200159968006e-4,0.0011997600479904018,0.0023995200959808036,0,0.0011997600479904018,0.0023995200959808036,0.0011997600479904018,0.002199560087982403,0.0017996400719856025,0,0.0023995200959808036,9.998000399920016e-4,1.999600079984003e-4,0.0023995200959808036,0,0.0023995200959808036,0.0015996800639872023,0.0023995200959808036,0,7.998400319936012e-4,5.998800239952009e-4,7.998400319936012e-4,0.0023995200959808036,0,0.0023995200959808036,0.0019996000799840027,3.999200159968006e-4,5.998800239952009e-4,0.0011997600479904018,0.0019996000799840027,0.0023995200959808036,0,7.998400319936012e-4,7.998400319936012e-4,0.0011997600479904018,0.001399720055988802,0.0011997600479904018,0.0023995200959808036,0.4839032193561092,0.0019996000799840027,0.002199560087982403,5.998800239952009e-4,0,0,0.0011997600479904018,0,1.999600079984003e-4,0.0011997600479904018,0,0,0,1.999600079984003e-4,7.998400319936012e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48530293941209784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02599480103979198,0,0,0,0.02599480103979198,0,0,0,0,0,0.02599480103979198,0,0,0.02599480103979198,0,0.024395120975804784,0,0,0,0.023995200959807984,0,0.02599480103979198,0,0,0,0,0,0,0,0,0,0,0.02599480103979198,0,0.02559488102379518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00539892021595681,0.0011997600479904018,0.0163967206558688,0.024195160967806384,0.006598680263947213,0.012997400519896006,0.011597680463907209,0.01119776044791041,0.017996400719855997,0.009398120375924813,5.998800239952009e-4,0.019796040791841593,0.011997600479904008,0.0031993601279744054,0.014797040591881602,0,0.012397520495900807,0.019596080783843194,0.024195160967806384,3.999200159968006e-4,0.01079784043191361,0.006598680263947213,0.0163967206558688,0.024195160967806384,0.011597680463907209,0.02099580083983199,0.0163967206558688,0.005798840231953611,0.012197560487902407,0.011797640471905608,0.018396320735852796,0.023595280943811185,1.999600079984003e-4,0.033793241351729564,0.0011997600479904018,0.012397520495900807,0.014197160567886403,0.012797440511897606,0.024195160967806384,0.008998200359928014,0.0167966406718656,0.02119576084783039,0.014797040591881602,0.011797640471905608,0.015196960607878401,0.011397720455908809,0,0,0.02139572085582879,0.029194161167766373,0.02059588082383519,0.0049990001999600095,0.1607678464307167,0.1607678464307167
0.0161967606478704,0.03559288142371516,0.04879024195160953,0.06978604279144174,0.010397920415916811,0.03119376124775037,0.033193361327734365,0.038592281543691154,0.05378924215156952,0.032593481303739166,0.002999400119976005,0.05998800239951991,0.046790641871625537,0.009398120375924813,0.03719256148770236,3.999200159968006e-4,0.03419316136772636,0.04439112177564474,0.06698660267946405,0.004399120175964808,0.03679264147170556,0.012997400519896006,0.03679264147170556,0.0687862427514497,0.03639272145570876,0.05978804239152151,0.03499300139971996,0.03179364127174557,0.018796240751849595,0.029594081183763173,0.037992401519695955,0.061787642471505505,9.998000399920016e-4,0.07618476304739075,0.008398320335932815,0.04019196160767835,0.03039392121575677,0.027194561087782378,0.06978604279144174,0.028194361127774376,0.04899020195960793,0.06378724255148954,0.032793441311737566,0.03559288142371516,0.04159168166366715,0.04359128174365114,0.0035992801439712063,0.007398520295940815,0,0.07238552289542102,0.26774645070986175,0.007998400319936016,0.04119176164767035,0.037792441511697555
0.0015996800639872023,0.0015996800639872023,0.005598880223955211,0.006398720255948813,0.001399720055988802,0.0027994401119776045,0.003399320135972806,0.0035992801439712063,0.00539892021595681,0.0031993601279744054,0,0.00519896020795841,0.004199160167966408,0.0011997600479904018,0.002199560087982403,0,0.0023995200959808036,0.00539892021595681,0.00519896020795841,1.999600079984003e-4,0.002599480103979204,0.001399720055988802,0.0027994401119776045,0.00519896020795841,0.002999400119976005,0.005798840231953611,0.0037992401519696068,0.003999200159968007,0.0023995200959808036,0.003399320135972806,0.0023995200959808036,0.005598880223955211,0,0.008198360327934416,5.998800239952009e-4,0.002999400119976005,0.002599480103979204,0.004799040191961609,0.006398720255948813,0.0023995200959808036,0.006398720255948813,0.004199160167966408,0.004199160167966408,0.003999200159968007,0.003999200159968007,0.0015996800639872023,0,0.0035992801439712063,0.007798440311937616,0,0.00519896020795841,0.8548290341931019,0.0049990001999600095,0.003999200159968007
0.03239352129574077,0.029994001199759972,0.052989402119575923,0.07958408318336366,0.0049990001999600095,0.04519096180763834,0.04879024195160953,0.03439312137572476,0.06418716256748636,0.05438912217556472,9.998000399920016e-4,0.06618676264747042,0.05138972205558873,0.009198160367926414,0.04899020195960793,3.999200159968006e-4,0.033793241351729564,0.047790441911617534,0.07638472305538915,0.008398320335932815,0.03999200159967995,0.0163967206558688,0.03939212157568475,0.07578484303139393,0.028794241151769574,0.07318536292741465,0.04539092181563674,0.04499100179963994,0.033393321335732765,0.027194561087782378,0.03459308138372316,0.06798640271945608,7.998400319936012e-4,0.09378124375125052,0.005598880223955211,0.052389522095580725,0.03979204159168155,0.03899220155968795,0.07958408318336366,0.04179164167166555,0.04859028194361113,0.06798640271945608,0.028194361127774376,0.04659068186362714,0.037792441511697555,0.04079184163167355,3.999200159968006e-4,0.016996600679864,0.3229354129174143,0.09418116376724733,0,0.0165966806638672,0.04599080183963194,0.05338932213557272
0,1.999600079984003e-4,9.998000399920016e-4,0.0011997600479904018,5.998800239952009e-4,1.999600079984003e-4,9.998000399920016e-4,9.998000399920016e-4,0.0011997600479904018,3.999200159968006e-4,0,0.0011997600479904018,1.999600079984003e-4,0,0.0011997600479904018,0,1.999600079984003e-4,0.0011997600479904018,9.998000399920016e-4,1.999600079984003e-4,3.999200159968006e-4,1.999600079984003e-4,0.0011997600479904018,9.998000399920016e-4,1.999600079984003e-4,9.998000399920016e-4,7.998400319936012e-4,9.998000399920016e-4,9.998000399920016e-4,5.998800239952009e-4,1.999600079984003e-4,0.0011997600479904018,0,0.0017996400719856025,1.999600079984003e-4,5.998800239952009e-4,1.999600079984003e-4,0.0011997600479904018,0.0011997600479904018,7.998400319936012e-4,0.0011997600479904018,0.0011997600479904018,7.998400319936012e-4,9.998000399920016e-4,3.999200159968006e-4,0,0,0.0011997600479904018,0.002199560087982403,0.145170965806841,3.999200159968006e-4,0,0.0011997600479904018,5.998800239952009e-4
0.010397920415916811,0.005798840231953611,0.02679464107178558,0.04479104179164154,0.011397720455908809,0.014997000599880001,0.023995200959807984,0.029794041191761572,0.033793241351729564,0.014597080583883202,5.998800239952009e-4,0.03659268146370716,0.027994401119775976,0.007798440311937616,0.02559488102379518,1.999600079984003e-4,0.027194561087782378,0.037592481503699156,0.04419116176764634,0.004399120175964808,0.026994601079783978,0.006598680263947213,0.023995200959807984,0.04459108178364314,0.02539492101579678,0.03399320135972796,0.023995200959807984,0.02599480103979198,0.018796240751849595,0.022195560887822388,0.018796240751849595,0.03979204159168155,3.999200159968006e-4,0.06638672265546883,0.002599480103979204,0.022595480903819187,0.01079784043191361,0.022195560887822388,0.04479104179164154,0.0155968806238752,0.04179164167166555,0.03539292141571676,0.032793441311737566,0.017596480703859198,0.029194161167766373,0.022595480903819187,3.999200159968006e-4,0.406718656268735,0.04059188162367515,0.05778844231153751,0.052189562087582325,0.014397120575884803,0,0.406718656268735
0.012397520495900807,0.019396120775844794,0.03579284143171356,0.0625874825034991,0.011797640471905608,0.029794041191761572,0.03459308138372316,0.032793441311737566,0.052989402119575923,0.029394121175764773,0.0023995200959808036,0.05358928214357112,0.04399120175964794,0.008798240351929614,0.038592281543691154,9.998000399920016e-4,0.029794041191761572,0.048190361927614334,0.062387522495500704,0.00519896020795841,0.02559488102379518,0.012197560487902407,0.03999200159967995,0.062387522495500704,0.03139372125574877,0.05778844231153751,0.03239352129574077,0.037792441511697555,0.024795040991801583,0.027994401119775976,0.024795040991801583,0.05818836232753431,0.0017996400719856025,0.08178364327134613,0.003999200159968007,0.03459308138372316,0.027994401119775976,0.02599480103979198,0.0625874825034991,0.037992401519695955,0.05458908218356312,0.05618876224755032,0.032593481303739166,0.032793441311737566,0.024595080983803183,0.03659268146370716,0.002999400119976005,0.43071385722854044,0.04959008198360313,0.07218556288742262,0.06278744251149751,0.013997200559888004,0.43071385722854044,0
