64420015_0_cattle_2010-02-01,64420015_10_cattle_2009-03-01,64420015_11_cattle_2010-02-01,64420015_12_cattle_2010-02-01,64420015_13_cattle_2010-02-01,64420015_14_cattle_2010-02-01,64420015_15_cattle_2010-02-01,64420015_16_cattle_2010-02-01,64420015_17_cattle_2010-04-01,64420015_18_cattle_2010-02-01,64420015_19_cattle_2010-02-01,64420015_1_cattle_2010-04-01,64420015_20_cattle_2010-04-01,64420015_21_cattle_2010-02-01,64420015_22_cattle_2010-02-01,64420015_23_cattle_2010-04-01,64420015_24_cattle_2010-02-01,64420015_25_cattle_2010-04-01,64420015_26_cattle_2010-04-01,64420015_27_cattle_2010-04-01,64420015_28_cattle_2010-04-01,64420015_29_cattle_2010-02-01,64420015_2_cattle_2010-02-01,64420015_30_cattle_2010-04-01,64420015_31_cattle_2010-02-01,64420015_32_cattle_2010-04-01,64420015_33_cattle_2010-02-01,64420015_34_cattle_2010-04-01,64420015_35_cattle_2010-04-01,64420015_36_cattle_2010-04-01,64420015_37_cattle_2010-04-01,64420015_38_cattle_2010-04-01,64420015_39_cattle_2010-02-01,64420015_3_cattle_2010-04-01,64420015_40_cattle_2010-04-01,64420015_41_cattle_2010-04-01,64420015_42_cattle_2010-04-01,64420015_43_cattle_2010-02-01,64420015_44_cattle_2010-02-01,64420015_45_cattle_2010-04-01,64420015_46_cattle_2010-04-01,64420015_4_cattle_2010-04-01,64420015_5_cattle_2010-02-01,64420015_6_cattle_2010-02-01,64420015_7_cattle_2010-04-01,64420015_8_cattle_2010-02-01,64420015_9_cattle_2010-02-01,64420044_0_cattle_2010-09-01,64420044_1_cattle_2010-09-01,64420044_2_cattle_2010-08-01,64420044_3_cattle_2010-09-01,64420044_4_cattle_2010-09-01,64420044_5_cattle_2010-09-01,64420044_6_cattle_2010-09-01
1.999600079984003e-4,0,3.999200159968006e-4,3.999200159968006e-4,0,1.999600079984003e-4,3.999200159968006e-4,1.999600079984003e-4,3.999200159968006e-4,3.999200159968006e-4,0,3.999200159968006e-4,3.999200159968006e-4,0,3.999200159968006e-4,0,3.999200159968006e-4,1.999600079984003e-4,0.01079784043191361,0,1.999600079984003e-4,1.999600079984003e-4,3.999200159968006e-4,0,0,0.009798040391921612,3.999200159968006e-4,3.999200159968006e-4,0,3.999200159968006e-4,0,0.01059788042391521,0,3.999200159968006e-4,0,0,1.999600079984003e-4,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,3.999200159968006e-4,3.999200159968006e-4,1.999600079984003e-4,0,1.999600079984003e-4,0
0,0,0.0153969206158768,0,0,0,0.4087182563487188,0,0,0,0,0,0,0,0.017396520695860798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007398520295940815,0.008998200359928014,0.02599480103979198,0.03879224155168955,0.0019996000799840027,0.018596280743851196,0.024395120975804784,0.020195960807838392,0.033193361327734365,0.019596080783843194,0.001399720055988802,0.029994001199759972,0.029194161167766373,0.003999200159968007,0.0153969206158768,3.999200159968006e-4,0.0171965606878624,0.032993401319735965,0.052989402119575923,0.004399120175964808,0.012397520495900807,0.011597680463907209,0.02619476104779038,0.052989402119575923,0.013597280543891204,0,0.022795440911817587,0.020195960807838392,0.017796440711857597,0.0161967606478704,0.018596280743851196,0.12797440511897804,0,0.027194561087782378,0.006198760247950412,0.022595480903819187,0.02099580083983199,0.022795440911817587,0.03879224155168955,0.02159568086382719,0.032793441311737566,0.03179364127174557,0.017796440711857597,0.02159568086382719,0.018396320735852796,0.015996800639872,0.001399720055988802,0.004399120175964808,0.020395920815836792,0.019196160767846394,0.017996400719855997,0.00519896020795841,0.012397520495900807,0.012397520495900807
0,0,5.998800239952009e-4,7.998400319936012e-4,1.999600079984003e-4,1.999600079984003e-4,7.998400319936012e-4,5.998800239952009e-4,1.999600079984003e-4,0.01099780043991201,0,7.998400319936012e-4,7.998400319936012e-4,0,3.999200159968006e-4,1.999600079984003e-4,7.998400319936012e-4,7.998400319936012e-4,7.998400319936012e-4,3.999200159968006e-4,1.999600079984003e-4,0,0.39872025594879984,7.998400319936012e-4,0,7.998400319936012e-4,0,5.998800239952009e-4,0,7.998400319936012e-4,1.999600079984003e-4,7.998400319936012e-4,0,7.998400319936012e-4,0,0,5.998800239952009e-4,3.999200159968006e-4,7.998400319936012e-4,0,7.998400319936012e-4,0,0.01059788042391521,0,7.998400319936012e-4,3.999200159968006e-4,0,1.999600079984003e-4,7.998400319936012e-4,7.998400319936012e-4,5.998800239952009e-4,0,5.998800239952009e-4,0
1.999600079984003e-4,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,0.5108978204358904,1.999600079984003e-4,0,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4
0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0.16236752649470396,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,0,0.1577684463107406,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459508098380307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0.4877024595080784,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,0
0.005598880223955211,0.012997400519896006,0.0171965606878624,0.022795440911817587,0.002999400119976005,0.009798040391921612,0.012997400519896006,0.012997400519896006,0.020195960807838392,0.012997400519896006,0.001399720055988802,0.017996400719855997,0.0163967206558688,0.0027994401119776045,0.01079784043191361,3.999200159968006e-4,0.013797240551889604,0.017596480703859198,0.03699260147970396,0.0027994401119776045,0.011597680463907209,0.003399320135972806,0.012797440511897606,0.037392521495700756,0.01059788042391521,0.12357528494301309,0.008998200359928014,0.013997200559888004,0.00519896020795841,0.01099780043991201,0.008798240351929614,0,3.999200159968006e-4,0.020395920815836792,0.0017996400719856025,0.011797640471905608,0.011397720455908809,0.01059788042391521,0.022795440911817587,0.008598280343931215,0.018596280743851196,0.017996400719855997,0.007198560287942414,0.008998200359928014,0.0163967206558688,0.012197560487902407,0.0011997600479904018,0.002199560087982403,0.008198360327934416,0.0157968406318736,0.009798040391921612,0.0023995200959808036,0.006998600279944014,0.01079784043191361
0.018596280743851196,0,0,0,0.018596280743851196,0,0,0,0,0,0.018596280743851196,0,0,0.018596280743851196,0,0.018396320735852796,0,0,0,0.018396320735852796,0,0.018596280743851196,0,0,0,0,0,0,0,0,0,0,0,0,0.017996400719855997,0,0,0,0,0,0,0,0,0,0,0,0.018596280743851196,0,0,0,0,0,0,0
0,0,5.998800239952009e-4,5.998800239952009e-4,0,5.998800239952009e-4,0,0,5.998800239952009e-4,5.998800239952009e-4,0,5.998800239952009e-4,3.999200159968006e-4,5.998800239952009e-4,5.998800239952009e-4,0,5.998800239952009e-4,1.999600079984003e-4,5.998800239952009e-4,0,5.998800239952009e-4,0,1.999600079984003e-4,5.998800239952009e-4,5.998800239952009e-4,5.998800239952009e-4,3.999200159968006e-4,1.999600079984003e-4,5.998800239952009e-4,5.998800239952009e-4,3.999200159968006e-4,5.998800239952009e-4,0,0,0,0,5.998800239952009e-4,0,5.998800239952009e-4,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,5.998800239952009e-4,0,3.999200159968006e-4,0.0045990801839632086,0.009398120375924813,0.006998600279944014,0.0019996000799840027,0.0037992401519696068,0.00539892021595681
0.0869826034793047,0,0,0,0.0869826034793047,0,0,0,0,0,0.0869826034793047,0,0,0.0869826034793047,0,0.09138172365526964,0,0,0,0.09878024395121068,0,0.0869826034793047,0,0,0,0,0,0,0,0,0,0,0.0869826034793047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869826034793047,0,0,0,0,0,0,0
