40054015_0_cattle_2013-03-01,40054015_10_cattle_2013-03-01,40054015_11_cattle_2013-03-01,40054015_12_cattle_2013-02-01,40054015_13_cattle_2013-03-01,40054015_14_cattle_2013-03-01,40054015_15_cattle_2013-03-01,40054015_16_cattle_2013-03-01,40054015_17_cattle_2013-03-01,40054015_18_cattle_2013-03-01,40054015_19_cattle_2013-03-01,40054015_1_cattle_2013-03-01,40054015_20_cattle_2013-03-01,40054015_21_cattle_2013-03-01,40054015_22_cattle_2013-03-01,40054015_23_cattle_2013-03-01,40054015_24_cattle_2013-03-01,40054015_25_cattle_2013-03-01,40054015_26_cattle_2013-03-01,40054015_27_cattle_2013-03-01,40054015_28_cattle_2013-03-01,40054015_29_cattle_2013-03-01,40054015_2_cattle_2013-03-01,40054015_30_cattle_2013-03-01,40054015_3_cattle_2013-03-01,40054015_4_cattle_2013-03-01,40054015_5_cattle_2013-03-01,40054015_6_cattle_2013-02-01,40054015_7_cattle_2013-03-01,40054015_8_cattle_2013-03-01,40054015_9_cattle_2013-03-01,64042019_0_cattle_2011-02-01,64042019_1_cattle_2011-03-01,64042019_2_cattle_2011-03-01,64042019_3_cattle_2011-03-01,64420015_0_cattle_2010-04-01,64420015_10_cattle_2010-04-01,64420015_11_cattle_2010-04-01,64420015_12_cattle_2010-04-01,64420015_13_cattle_2010-04-01,64420015_14_cattle_2010-03-01,64420015_15_cattle_2010-04-01,64420015_16_cattle_2010-04-01,64420015_17_cattle_2010-04-01,64420015_18_cattle_2010-03-01,64420015_19_cattle_2010-04-01,64420015_1_cattle_2008-02-01,64420015_20_cattle_2010-04-01,64420015_21_cattle_2010-04-01,64420015_22_cattle_2010-04-01,64420015_23_cattle_2010-04-01,64420015_24_cattle_2010-04-01,64420015_25_cattle_2010-04-01,64420015_26_cattle_2010-04-01,64420015_2_cattle_2008-03-01,64420015_3_cattle_2010-04-01,64420015_4_cattle_2008-09-01,64420015_5_cattle_2010-04-01,64420015_6_cattle_2010-04-01,64420015_7_cattle_2010-04-01,64420015_8_cattle_2010-04-01,64420015_9_cattle_2010-04-01,64420044_0_cattle_2010-12-01,64420044_1_cattle_2010-12-01,64420044_2_cattle_2010-11-01,64420044_3_cattle_2010-12-01,64420044_4_cattle_2010-12-01
0,8.999100089991002e-4,0.0015998400159983996,0,0,0.0011998800119988,5.999400059994001e-4,0.19608039196079838,3.9996000399960006e-4,0.20697930206978626,8.999100089991002e-4,0,0.0016998300169982995,9.999000099990002e-5,0.0010998900109989,5.999400059994001e-4,7.999200079992001e-4,3.9996000399960006e-4,8.999100089991002e-4,6.999300069993001e-4,0.0016998300169982995,8.999100089991002e-4,4.999500049995e-4,0.0011998800119988,8.999100089991002e-4,0.3927607239276194,3.9996000399960006e-4,4.999500049995e-4,9.999000099990002e-5,8.999100089991002e-4,3.9996000399960006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012198780121987775,0,0.03139686031396844,0.0023997600239976,0.019098090190980826,0.03129687031296854,0.02529747025297458,0.008299170082991704,0.006599340065993406,0.01279872012798717,0.3121687831216866,0.004099590040995902,0.03949605039496056,0.0022997700229976997,0.016898310168983043,0.016598340165983345,0.003399660033996601,0.011098890110988883,0.0024997500249975,0.013798620137986163,0.042195780421957936,0.18798120187980738,0.010798920107989185,0.027097290270972768,0.020397960203979517,0.006699330066993306,0.023697630236976193,0.01709829017098284,0.012098790120987876,0.02009799020097982,0.012398760123987574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0020997900209978994,0.0035996400359964015,0,0.0011998800119988,0.0037996200379962018,0.023597640235976294,0.003399660033996601,0.0020997900209978994,0.0011998800119988,0.0020997900209978994,0.0037996200379962018,3.9996000399960006e-4,0.007899210078992107,0.0010998900109989,0.0042995700429957024,0.0014998500149984997,7.999200079992001e-4,0.0023997600239976,9.99900009999e-4,0.0029997000299970007,0.007899210078992107,0.004399560043995603,0.0019998000199979993,0.0225977402259773,0.004399560043995603,0.0026997300269973002,0.01709829017098284,0.0028997100289971005,0.0026997300269973002,0.017898210178982035,0.0023997600239976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.053094690530947335,0,0.053094690530947335,0,0.05209479052094831,0,0,0.053094690530947335,0,0,0,0,0,0,0,0,0,0.053094690530947335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.3957604239576169,0,0,0,0,0,0,0,0.3957604239576169,0,0,0,0,0,0.3957604239576169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006599340065993406,0.008599140085991401,0.03099690030996884,0.0012998700129986998,0.008299170082991704,0,0.007099290070992906,0.0042995700429957024,0.0021997800219977996,0.003099690030996901,0.009599040095990394,0.0013998600139985998,0.01729827017298264,0.0010998900109989,0.01019898010198979,0.003899610038996102,0.0020997900209978994,0.006299370062993705,0.0014998500149984997,0.007399260073992607,0.017698230176982237,0.010798920107989185,0.004999500049995003,0.029197080291970653,0.004799520047995203,0.0035996400359964015,0.02419758024197569,0.0057994200579942045,0.008399160083991603,0.022297770222977603,0.009499050094990495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019998000199979993,0.004699530046995303,0.006899310068993106,8.999100089991002e-4,0.004499550044995503,0.006399360063993605,0,0.0022997700229976997,0.0011998800119988,0.0036996300369963016,0.0057994200579942045,0.0018998100189980994,0.010498950104989488,5.999400059994001e-4,0.5218478152185118,0.0025997400259974,1.9998000199980003e-4,0.004799520047995203,8.999100089991002e-4,0.005599440055994404,0.010698930106989286,0.006899310068993106,0.004699530046995303,0.0057994200579942045,0.0057994200579942045,0.0026997300269973002,0.004499550044995503,0.004399560043995603,0.003899610038996102,0.005699430056994304,0.004599540045995403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17778222177781872,8.999100089991002e-4,8.999100089991002e-4,0,1.9998000199980003e-4,9.99900009999e-4,7.999200079992001e-4,0,2.9997000299970003e-4,0.3483651634836564,8.999100089991002e-4,2.9997000299970003e-4,0.0015998400159983996,0,6.999300069993001e-4,2.9997000299970003e-4,1.9998000199980003e-4,2.9997000299970003e-4,9.999000099990002e-5,4.999500049995e-4,0.0014998500149984997,0.0012998700129986998,8.999100089991002e-4,8.999100089991002e-4,9.999000099990002e-5,0.16928307169282816,2.9997000299970003e-4,0.0010998900109989,8.999100089991002e-4,9.99900009999e-4,7.999200079992001e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.12828717128287373,0,0,0,0,0,0,0,0,0,0,0,0.12828717128287373,0,0,0,0,0,0.12828717128287373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17128287171282594,0.0018998100189980994,0.0022997700229976997,4.999500049995e-4,7.999200079992001e-4,0.0022997700229976997,0.0019998000199979993,0.3585641435856479,0,0,9.999000099990002e-5,0,0.0022997700229976997,0,2.9997000299970003e-4,2.9997000299970003e-4,0,3.9996000399960006e-4,3.9996000399960006e-4,0.0013998600139985998,0.0022997700229976997,0.0011998800119988,0.0014998500149984997,0.0018998100189980994,0,0.17318268173182383,0.0021997800219977996,4.999500049995e-4,0.0010998900109989,0.0016998300169982995,8.999100089991002e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
