40054015_0_cattle_2013-03-01,40054015_10_cattle_2013-03-01,40054015_11_cattle_2013-03-01,40054015_12_cattle_2013-02-01,40054015_13_cattle_2013-03-01,40054015_14_cattle_2013-03-01,40054015_15_cattle_2013-03-01,40054015_16_cattle_2013-03-01,40054015_17_cattle_2013-03-01,40054015_18_cattle_2013-03-01,40054015_19_cattle_2013-03-01,40054015_1_cattle_2013-03-01,40054015_20_cattle_2013-03-01,40054015_21_cattle_2013-03-01,40054015_22_cattle_2013-03-01,40054015_23_cattle_2013-03-01,40054015_24_cattle_2013-03-01,40054015_25_cattle_2013-03-01,40054015_26_cattle_2013-03-01,40054015_27_cattle_2013-03-01,40054015_28_cattle_2013-03-01,40054015_29_cattle_2013-03-01,40054015_2_cattle_2013-03-01,40054015_30_cattle_2013-03-01,40054015_3_cattle_2013-03-01,40054015_4_cattle_2013-03-01,40054015_5_cattle_2013-03-01,40054015_6_cattle_2013-02-01,40054015_7_cattle_2013-03-01,40054015_8_cattle_2013-03-01,40054015_9_cattle_2013-03-01,64042019_0_cattle_2011-02-01,64042019_1_cattle_2011-03-01,64042019_2_cattle_2011-03-01,64042019_3_cattle_2011-03-01,64420015_0_cattle_2010-04-01,64420015_10_cattle_2010-04-01,64420015_11_cattle_2010-04-01,64420015_12_cattle_2010-04-01,64420015_13_cattle_2010-04-01,64420015_14_cattle_2010-03-01,64420015_15_cattle_2010-04-01,64420015_16_cattle_2010-04-01,64420015_17_cattle_2010-04-01,64420015_18_cattle_2010-03-01,64420015_19_cattle_2010-04-01,64420015_1_cattle_2008-02-01,64420015_20_cattle_2010-04-01,64420015_21_cattle_2010-04-01,64420015_22_cattle_2010-04-01,64420015_23_cattle_2010-04-01,64420015_24_cattle_2010-04-01,64420015_25_cattle_2010-04-01,64420015_26_cattle_2010-04-01,64420015_2_cattle_2008-03-01,64420015_3_cattle_2010-04-01,64420015_4_cattle_2008-09-01,64420015_5_cattle_2010-04-01,64420015_6_cattle_2010-04-01,64420015_7_cattle_2010-04-01,64420015_8_cattle_2010-04-01,64420015_9_cattle_2010-04-01,64420044_0_cattle_2010-12-01,64420044_1_cattle_2010-12-01,64420044_2_cattle_2010-11-01,64420044_3_cattle_2010-12-01,64420044_4_cattle_2010-12-01
0.01849815018498143,0.3259674032596751,0.04679532046795346,0.0022997700229976997,0.020797920207979114,0.04629537046295395,0.03079692030796904,0.011998800119987977,0.009399060093990596,0.012298770122987674,0,0.0034996500349965013,0.053494650534946946,0.0028997100289971005,0.023097690230976797,0.019398060193980524,0.003199680031996801,0.01719828017198274,0.0021997800219977996,0.012598740125987372,0.05329467053294714,0.19928007199279482,0.01979802019798012,0.04269573042695745,0.023097690230976797,0.010898910108989085,0.03129687031296854,0.020897910208979013,0.023797620237976092,0.03499650034996494,0.0226977302269772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.10358964103589821,0,0,0,0,0,0,0,0,0,0.10358964103589821,0,0.10358964103589821,0,0,0.10358964103589821,0,0,0,0,0,0,0,0,0,0.10358964103589821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.999000099990002e-5,2.9997000299970003e-4,6.999300069993001e-4,9.999000099990002e-5,3.9996000399960006e-4,6.999300069993001e-4,5.999400059994001e-4,3.9996000399960006e-4,0,1.9998000199980003e-4,2.9997000299970003e-4,0,0,9.999000099990002e-5,0,0,1.9998000199980003e-4,0,0,3.9996000399960006e-4,6.999300069993001e-4,6.999300069993001e-4,9.999000099990002e-5,6.999300069993001e-4,4.999500049995e-4,0,1.9998000199980003e-4,9.999000099990002e-5,4.999500049995e-4,6.999300069993001e-4,9.999000099990002e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04519548045195502,0,0,0,0,0,0,0,0.04519548045195502,0,0,0,0.04479552044795541,0,0,0.04519548045195502,0,0,0,0,0,0,0,0,0,0.04519548045195502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006099390060993905,0.006299370062993705,0.007899210078992107,0.0023997600239976,0.004099590040995902,0.006999300069993006,0.4366563343665828,0.0018998100189980994,0.0012998700129986998,9.99900009999e-4,0.005599440055994404,5.999400059994001e-4,0.011398860113988581,7.999200079992001e-4,0,0.0017998200179981994,6.999300069993001e-4,0.0036996300369963016,0.0013998600139985998,0.004599540045995403,0.011198880111988782,0.007399260073992607,0.005299470052994704,0.004199580041995802,0.006199380061993805,0.0024997500249975,0.003299670032996701,0.005699430056994304,0.0042995700429957024,0.004899510048995103,0.003999600039996002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.374062593740635,0,0,0,0,0,0,0,0.374062593740635,0,0.374062593740635,0,0,0,0,0.374062593740635,0,0,0,0,0,0,0,0,0,0.3751624837516341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.07889211078892223,0,0,0,0.07889211078892223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07889211078892223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009399060093990596,0.019098090190980826,0.030496950304969343,0.0014998500149984997,0.020897910208979013,0.030696930306969142,0.028897110288970955,0.01579842015798415,0.004799520047995203,0.010298970102989689,0.020297970202979618,0.005599440055994404,0.04489551044895531,0.003899610038996102,0.018098190180981834,0.018198180181981733,0.005199480051994804,0,0.0026997300269973002,0.2390760923907506,0.04589541045895434,0.029097090290970754,0.014398560143985559,0.01999800019997992,0.06889311068893196,0.009999000099989991,0.01989801019898002,0.30816918308168995,0.01429857014298566,0.019498050194980424,0.05809419058094247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.06369363063693702,0,0,0,0,0,0,0,0.06369363063693702,0,0.06369363063693702,0,0.06259374062593809,0,0,0,0,0,0,0,0,0,0,0,0,0.06259374062593809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0034996500349965013,0.005499450054994504,0.0087991200879912,0.0012998700129986998,0.004699530046995303,0.007799220077992207,0.007899210078992107,0.0026997300269973002,0.0011998800119988,0.0027997200279972004,0.007699230076992307,0.0010998900109989,0.011998800119987977,1.9998000199980003e-4,0.004199580041995802,0.005499450054994504,2.9997000299970003e-4,0.13988601139886084,5.999400059994001e-4,0,0.012098790120987876,0.006899310068993106,0.005899410058994105,0.0072992700729927066,0.03429657034296562,0.0028997100289971005,0.006999300069993006,0.13868613138686217,0.003399660033996601,0.003399660033996601,0.033796620337966106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.99900009999e-4,0.0019998000199979993,9.99900009999e-4,0,0.0024997500249975,0.0011998800119988,0.0012998700129986998,5.999400059994001e-4,0,0.0010998900109989,0.0024997500249975,4.999500049995e-4,0.003099690030996901,0,0.0017998200179981994,7.999200079992001e-4,2.9997000299970003e-4,8.999100089991002e-4,0,6.999300069993001e-4,0,0.0026997300269973002,3.9996000399960006e-4,0.0013998600139985998,0.0016998300169982995,3.9996000399960006e-4,3.9996000399960006e-4,0.0021997800219977996,0.0018998100189980994,0.0011998800119988,0.0013998600139985998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0020997900209978994,0.12008799120088216,0.006999300069993006,9.99900009999e-4,0.003099690030996901,0.005899410058994105,0.006999300069993006,0.0028997100289971005,0.0020997900209978994,0.0027997200279972004,0.11858814118588362,9.99900009999e-4,0.010498950104989488,3.9996000399960006e-4,0.004599540045995403,0.003999600039996002,2.9997000299970003e-4,0.005599440055994404,4.999500049995e-4,0.003399660033996601,0.010498950104989488,0,0.005199480051994804,0.004899510048995103,0.0042995700429957024,0.0034996500349965013,0.0036996300369963016,0.0037996200379962018,0.003999600039996002,0.005499450054994504,0.0042995700429957024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.39666033396661615,0,0,0,0.39666033396661615,0,0,0,0,0,0,0,0.39666033396661615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013898610138986063,0.024997500249974883,0.05989401059894072,0.004399560043995603,0.016498350164983445,0.06369363063693702,0.024797520247975085,0.009099090090990898,0.0037996200379962018,0.01019898010198979,0.026497350264973372,0.005199480051994804,0.0445955404459556,0.0025997400259974,0.020797920207979114,0.016898310168983043,0.0035996400359964015,0.015398460153984552,0.003199680031996801,0.01149885011498848,0.04519548045195502,0.03099690030996884,0.02119788021197871,0,0.018098190180981834,0.012498750124987473,0.07439256074392661,0.01849815018498143,0.013598640135986365,0.06699330066993381,0.014498550144985458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.999100089991002e-4,0.0025997400259974,0.0024997500249975,0,0.0024997500249975,0.0019998000199979993,0.0036996300369963016,0.0021997800219977996,1.9998000199980003e-4,0.0010998900109989,0.0034996500349965013,7.999200079992001e-4,0.0050994900509949035,3.9996000399960006e-4,0.0015998400159983996,0.0022997700229976997,7.999200079992001e-4,0.046495350464953754,9.999000099990002e-5,0.05659434056594393,0.0050994900509949035,0.004199580041995802,0.0017998200179981994,0.0017998200179981994,0,8.999100089991002e-4,0.0018998100189980994,0.04999500049995035,0.0016998300169982995,0.0021997800219977996,0.4750524947505508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3470652934706575,7.999200079992001e-4,9.99900009999e-4,9.999000099990002e-5,0,9.99900009999e-4,3.9996000399960006e-4,0.1643835616438336,6.999300069993001e-4,0.1724827517248246,7.999200079992001e-4,5.999400059994001e-4,9.99900009999e-4,9.999000099990002e-5,5.999400059994001e-4,0,2.9997000299970003e-4,9.999000099990002e-5,0,8.999100089991002e-4,9.99900009999e-4,6.999300069993001e-4,0,9.99900009999e-4,5.999400059994001e-4,0,5.999400059994001e-4,0,1.9998000199980003e-4,9.99900009999e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05479452054794568,0.10608939106089578,0.2218778122187697,0.009799020097990193,0.06569343065693507,0.22857714228576226,0.10728927107289461,0.04919508049195113,0.024397560243975488,0.04749525047495278,0.11358864113588849,0.018998100189980927,0.18918108189180605,0.008199180081991804,0.08429157084291698,0.07459254074592642,0.01879812018798113,0.054194580541946265,0.01279872012798717,0.05939406059394121,0.19008099190080505,0.12628737126287595,0.08409159084091718,0.2578742125787319,0.07709229077092399,0.04299570042995716,0,0.08799120087991338,0.06939306069393147,0.3823617638236281,0.07469253074692632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011098890110988883,0.026097390260973775,0.04669533046695356,0.0026997300269973002,0.020997900209978913,0.04369563043695648,0.026397360263973473,0.016498350164983445,0.008399160083991603,0.012198780121987775,0.02569743025697418,0.007999200079992006,0.056794320567943736,0.0025997400259974,0.03099690030996884,0.01999800019997992,0.0028997100289971005,0.4089591040896059,0.003099690030996901,0.32076792320767944,0.05669433056694383,0.036996300369962994,0.024797520247975085,0.03079692030796904,0.07929207079292185,0.017798220177982136,0.024897510248974984,0,0.02149785021497841,0.020697930206979215,0.07599240075992506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.35926407359264734,0,0,0,0,0,0,0,0.35926407359264734,0,0.35926407359264734,0,0.36176382361764525,0,0,0.35926407359264734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04409559044095609,0.08249175082491873,0.17508249175082172,0.0064993500649935055,0.05479452054794568,0.17748225177481905,0.073992600739927,0.03259674032596727,0.01719828017198274,0.03789621037896212,0.07489251074892612,0.014898510148985055,0.14128587141285928,0.005999400059994005,0.06929307069293157,0.057094290570943444,0.009199080091990797,0.042895710428957255,0.009599040095990394,0.0408959104089592,0.13958604139586117,0.08689131086891445,0.060793920607939846,0.21307869213077948,0.05509449055094539,0.03219678032196766,0.3158684131586835,0.05579442055794471,0.04919508049195113,0,0.04939506049395093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0010998900109989,0.0034996500349965013,0.0026997300269973002,2.9997000299970003e-4,0.0021997800219977996,0.0019998000199979993,0.003899610038996102,6.999300069993001e-4,6.999300069993001e-4,0.0021997800219977996,0.0042995700429957024,1.9998000199980003e-4,0.006999300069993006,0,0.003899610038996102,0.004899510048995103,1.9998000199980003e-4,0.04059594040595949,6.999300069993001e-4,0.051694830516948696,0.006999300069993006,0.004599540045995403,0.0037996200379962018,0.0026997300269973002,0.43865613438658113,0.0028997100289971005,0.0022997700229976997,0.0481951804819521,8.999100089991002e-4,0.0011998800119988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07539246075392564,0.7977202279772817,0.0812918708129199,9.999000099990002e-5,0,0,9.999000099990002e-5,9.999000099990002e-5,0,0,9.999000099990002e-5,0,0,0,0,0,9.999000099990002e-5,0,0,0.15938406159383917,9.999000099990002e-5,0,0,0,0,0,9.999000099990002e-5,0,9.999000099990002e-5,9.999000099990002e-5,0,0.1634836516348346,0.21317868213177937,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025097490250974783,0,0.0037996200379962018,0.47595240475955003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037096290370962896,0,0,0,0,0,0,0,0,0,0,0,0.035996400359963966,0.02949705029497035,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20187981201879193,0.021897810218978006,0,0.016498350164983445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03869613038696134,0,0,0,0,0,0,0,0,0,0,0,0.03909609039096095,0.05429457054294617,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028897110288970955,0.48025197480254644,0.0072992700729927066,0,1.9998000199980003e-4,0,0,0,1.9998000199980003e-4,0,0,1.9998000199980003e-4,0,0,1.9998000199980003e-4,0,0,0,0,0,0.036696330366963285,1.9998000199980003e-4,0,0,0,0,0,0,0,1.9998000199980003e-4,0,0,0.037796220377962216,0.02699730026997287,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003099690030996901,0.0012998700129986998,0.0012998700129986998,0.0011998800119988,0,0,6.999300069993001e-4,0.027597240275972264,0.016698330166983244,9.999000099990002e-5,0.004999500049995003,0.01609839016098385,0,0,0.007899210078992107,0,0.5132486751325189,0.031596840315968246,0,0.0334966503349664,0.0012998700129986998,0.009599040095990394,0.003299670032996701,0,0.0025997400259974,5.999400059994001e-4,0.02979702029797005,0.008499150084991502,0.0022997700229976997,0.007799220077992207,0.008299170082991704,0,0.0025997400259974,0.0036996300369963016,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023997600239976,0,0,0.0023997600239976,0.0023997600239976,0,0.3194680531946805,0.0023997600239976,0,0,0,0,0.0023997600239976,0,0,0,0,0,0.0023997600239976,0,0,0,0.0023997600239976,0,0,0.2524747525247364,0,0,0.2724727527247197,0.2680731926807234
0,3.9996000399960006e-4,0,0,0,1.9998000199980003e-4,2.9997000299970003e-4,0,0,2.9997000299970003e-4,0.0018998100189980994,0,0,0,9.999000099990002e-5,0,0,0,0,0,3.9996000399960006e-4,9.999000099990002e-5,0,0.0013998600139985998,0,0,8.999100089991002e-4,1.9998000199980003e-4,0,0.003099690030996901,0,0,0,0,0,0,0.007799220077992207,0,1.9998000199980003e-4,0,0.02569743025697418,0.02009799020097982,0,0.01739826017398254,0.02569743025697418,0,0,3.9996000399960006e-4,0,0.03949605039496056,0,0,0,0,0,0.01859814018598133,0,0,0,0.02119788021197871,0,9.999000099990002e-5,4.999500049995e-4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007599240075992407,0.0012998700129986998,0.0014998500149984997,0.0018998100189980994,0.045795420457954435,0,2.9997000299970003e-4,0,0.03499650034996494,0,0.01739826017398254,0.02549745025497438,9.999000099990002e-5,2.9997000299970003e-4,0.007999200079992006,0,0.04299570042995716,0.0741925807419268,1.9998000199980003e-4,0.07149285071492943,0.0035996400359964015,0.020697930206979215,0.016298370162983647,0,0.0026997300269973002,0,0.4470552944705741,0.01289871012898707,0.007899210078992107,0.015198480151984753,0.017898210178982035,0,0.0057994200579942045,0.009899010098990092,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.999400059994001e-4,2.9997000299970003e-4,2.9997000299970003e-4,2.9997000299970003e-4,0.0014998500149984997,0,9.999000099990002e-5,0.0011998800119988,0,0,0.0010998900109989,0.0023997600239976,0,0,5.999400059994001e-4,0,0.0011998800119988,7.999200079992001e-4,0,0.0014998500149984997,9.999000099990002e-5,0.0023997600239976,0.0012998700129986998,0,2.9997000299970003e-4,0,4.999500049995e-4,9.99900009999e-4,3.9996000399960006e-4,0.0026997300269973002,0.0015998400159983996,0,1.9998000199980003e-4,0.0011998800119988,0,0
0,2.9997000299970003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999500049995e-4,0,3.9996000399960006e-4,0,9.999000099990002e-5,0,0,4.999500049995e-4,0,0,2.9997000299970003e-4,0,0,0,0,0,0,0.0013998600139985998,0.012098790120987876,0,0,0,0.009099090090990898,0,0.010698930106989286,0.012098790120987876,0,0,0,0,0.011798820117988178,0,0,0,0,0,0.007099290070992906,0,0,0,0.009399060093990596,0,0,0,0,0,0,0
