tinfection,tremoved,infector_id,infected_id
2011.4316591538663,2013.1616438356348,213,40027008_0_cattle_2013-03-01
2010.8732808690004,2012.2486338798517,221,40027023_0_cattle_2012-04-01
2011.032141298783,2012.3306010929534,118,40027023_1_cattle_2012-05-01
2009.3476079946838,2011.3287671233047,223,40089001_0_cattle_2011-05-01
2009.7173716156524,2011.3287671233822,4,40089001_10_cattle_2011-05-01
2010.3656617077163,2011.3287671233822,4,40089001_11_cattle_2011-05-01
2009.5945507208166,2011.3287671233008,223,40089001_12_cattle_2011-05-01
2010.0194684175228,2011.3287671233713,4,40089001_13_cattle_2011-05-01
2010.8356151575326,2011.3287671233347,18,40089001_14_cattle_2011-05-01
2010.8373359319635,2011.328767123343,18,40089001_1_cattle_2011-05-01
2011.1637304704004,2011.3287671233431,16,40089001_2_cattle_2011-05-01
2010.3997359799525,2011.3287671233118,152,40089001_3_cattle_2011-05-01
2010.046526051886,2011.3287671233638,223,40089001_4_cattle_2011-05-01
2010.5783343006324,2011.246575342484,48,40089001_5_cattle_2011-04-01
2009.7655857485884,2011.3287671233284,223,40089001_6_cattle_2011-05-01
2010.5151311053867,2011.246575342551,17,40089001_7_cattle_2011-04-01
2009.601498140953,2011.3287671233854,223,40089001_8_cattle_2011-05-01
2009.6961362854572,2011.3287671233104,223,40089001_9_cattle_2011-05-01
2010.8032202964919,2012.163934426274,48,40119050_0_cattle_2012-03-01
2010.9761362664253,2011.665753424665,46,64281001_0_cattle_2011-09-01
2010.4277610640243,2011.6657534247236,190,64281001_1_cattle_2011-09-01
2010.6597852902205,2011.580821917847,202,64281001_2_cattle_2011-08-01
2009.90237823277,2011.665753424741,147,64281001_3_cattle_2011-09-01
2010.6160436417406,2011.6657534246724,216,64281001_4_cattle_2011-09-01
2010.9484617571693,2011.6657534246922,219,64281001_5_cattle_2011-09-01
2010.7323434324187,2011.6657534247063,117,64281001_6_cattle_2011-09-01
2010.534706063044,2011.6657534246724,219,64420012_0_cattle_2011-09-01
2010.5312928333208,2011.665753424693,128,64420012_10_cattle_2011-09-01
2010.6818972723336,2011.6657534247536,222,64420012_11_cattle_2011-09-01
2009.7415649265222,2011.6657534246706,4,64420012_12_cattle_2011-09-01
2010.3752432245888,2011.6657534246585,48,64420012_13_cattle_2011-09-01
2010.7015387149077,2011.6657534246738,190,64420012_14_cattle_2011-09-01
2010.6897952688757,2011.6657534247383,196,64420012_15_cattle_2011-09-01
2010.8933183558722,2011.6657534247443,48,64420012_16_cattle_2011-09-01
2010.7525729493946,2011.6657534247088,159,64420012_17_cattle_2011-09-01
2010.638066235413,2011.5808219178712,179,64420012_18_cattle_2011-08-01
2010.0120439773968,2011.6657534247418,190,64420012_19_cattle_2011-09-01
2010.4499883475678,2011.6657534246858,217,64420012_1_cattle_2011-09-01
2009.8507346549684,2011.665753424724,48,64420012_20_cattle_2011-09-01
2010.833342891672,2011.6657534246724,172,64420012_21_cattle_2011-09-01
2010.6046369860285,2011.6657534247556,219,64420012_2_cattle_2011-09-01
2010.6591325668014,2011.6657534246872,223,64420012_3_cattle_2011-09-01
2009.640411671299,2011.665753424669,223,64420012_4_cattle_2011-09-01
2010.3900140110827,2011.6657534246738,172,64420012_5_cattle_2011-09-01
2010.8009800037055,2011.6657534247518,172,64420012_6_cattle_2011-09-01
2009.629407455849,2011.665753424737,223,64420012_7_cattle_2011-09-01
2010.5298633615573,2011.665753424755,216,64420012_8_cattle_2011-09-01
2009.50913565372,2011.6657534246924,223,64420012_9_cattle_2011-09-01
2009.961379062496,2010.4958904110092,71,64420015_0_cattle_2010-07-01
2010.2251322778593,2010.49589041104,98,64420015_10_cattle_2010-07-01
