64281001_0_cattle_2015-04-01,64281001_1_cattle_2015-02-01,64281001_2_cattle_2015-02-01,64281001_3_cattle_2015-02-01,64281001_4_cattle_2015-02-01,64281001_5_cattle_2015-02-01,64281001_6_cattle_2015-02-01,64281001_7_cattle_2015-04-01,64281001_8_cattle_2015-04-01,64281001_9_cattle_2015-04-01,64420007_0_cattle_2012-03-01,64420007_1_cattle_2012-03-01,64420007_2_cattle_2010-02-01,64420007_3_cattle_2012-03-01,64420007_4_cattle_2012-03-01,64420007_5_cattle_2012-02-01,64420007_6_cattle_2012-03-01,64420008_0_cattle_2013-02-01,64420008_1_cattle_2012-12-01,64420008_2_cattle_2012-08-01,64420012_0_cattle_2012-12-01,64420012_1_cattle_2012-12-01,64420012_2_cattle_2013-02-01,64420012_3_cattle_2013-02-01,64420015_0_cattle_2009-02-01,64420015_10_cattle_2013-04-01,64420015_11_cattle_2013-04-01,64420015_12_cattle_2013-04-01,64420015_13_cattle_2013-02-01,64420015_14_cattle_2013-02-01,64420015_15_cattle_2013-02-01,64420015_16_cattle_2013-02-01,64420015_17_cattle_2013-02-01,64420015_18_cattle_2013-04-01,64420015_1_cattle_2007-09-01,64420015_2_cattle_2009-04-01,64420015_3_cattle_2009-04-01,64420015_4_cattle_2009-04-01,64420015_5_cattle_2011-09-01,64420015_6_cattle_2013-04-01,64420015_7_cattle_2013-02-01,64420015_8_cattle_2013-02-01,64420015_9_cattle_2013-02-01,64420028_0_cattle_2014-02-01,64420028_1_cattle_2014-04-01,64420035_0_cattle_2013-04-01,64420035_1_cattle_2013-02-01,64420035_2_cattle_2013-02-01,64420038_0_cattle_2012-12-01,64420039_0_cattle_2012-12-01,64420039_1_cattle_2012-12-01,64420039_2_cattle_2012-12-01,64420044_0_cattle_2009-05-01,64420044_10_cattle_2011-06-01,64420044_11_cattle_2012-04-01,64420044_12_cattle_2012-04-01,64420044_13_cattle_2012-04-01,64420044_14_cattle_2012-04-01,64420044_15_cattle_2012-04-01,64420044_16_cattle_2012-03-01,64420044_17_cattle_2012-04-01,64420044_18_cattle_2012-04-01,64420044_19_cattle_2012-04-01,64420044_1_cattle_2009-05-01,64420044_20_cattle_2012-04-01,64420044_21_cattle_2012-04-01,64420044_22_cattle_2012-04-01,64420044_2_cattle_2009-07-01,64420044_3_cattle_2009-07-01,64420044_4_cattle_2009-05-01,64420044_5_cattle_2009-07-01,64420044_6_cattle_2009-07-01,64420044_7_cattle_2012-04-01,64420044_8_cattle_2012-04-01,64420044_9_cattle_2012-04-01,64420047_0_cattle_2009-02-01,64420047_1_cattle_2013-03-01,64420047_2_cattle_2013-05-01,64420047_3_cattle_2013-03-01,64420047_4_cattle_2013-03-01,64420047_5_cattle_2013-05-01,64420047_6_cattle_2013-05-01,64420047_7_cattle_2013-05-01,64420047_8_cattle_2013-05-01,64420047_9_cattle_2014-12-01
0,0.02234888255587202,0.03074846257687085,0.03269836508174558,0.046697665116743635,0.032898355082245555,0.0303984800759959,0.06934653267336549,0.06609669516524094,0.031898405079745694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029048547572621087
0.02004899755012234,0,0.019649017549122395,0.022798860056996956,0.021598920053997123,0.022748862556871963,0.020948952552372214,0.018649067546622534,0.017899105044747638,0.022098895055247054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13814309284535592
0.09759512024398656,0.07784610769461431,0,0.10649467526623532,0.10399480025998567,0.10674466276686029,0.16009199540022787,0.08404579771011345,0.08444577771111339,0.10284485775711083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09479526023698695
0.014499275036248111,0.011049447527623591,0.014849257537123062,0,0.015399230038497986,0.016749162541872798,0.015599220038997958,0.011799410029498487,0.012649367531623368,0.016649167541622812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014699265036748083
0.03719814009299496,0.0095495225238738,0.01134943252837355,0.012799360031998348,0,0.012799360031998348,0.011949402529873466,0.03629818509074508,0.034548272586370325,0.012549372531373382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011299435028248556
0.024548772561371713,0.02334883255837188,0.03129843507824578,0.030548472576370878,0.02744862756862131,0,0.03234838258087063,0.019849007549622367,0.022098895055247054,0.029398530073496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027048647567621365
0.07454627268636477,0.06074696265186668,0.15514224288785355,0.09019549022548759,0.08374581270936349,0.09139543022848742,0,0.06704664766761581,0.07279636018199001,0.08839558022098784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07939603019848909
0.15639218039097838,0.07629618519073952,0.10649467526623532,0.11609419529023399,0.13354332283385656,0.11589420528973401,0.11154442277885962,0,0.20813959302034618,0.1116444177791096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10209489525523593
0.144742762861855,0.0785960701964892,0.10514474276286051,0.11214439278035954,0.12424378781060785,0.11119444027798467,0.10799460026998511,0.195040247987598,0,0.10899455027248497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09989500524973624
0.0036998150092495416,0.0032498375081245964,0.005249737513124353,0.0054997250137493224,0.005249737513124353,0.0054997250137493224,0.004949752512374389,0.003949802509874511,0.0033498325083745843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005049747512624377
