40054015_0_cattle_2013-03-01,40054015_10_cattle_2013-03-01,40054015_11_cattle_2013-02-01,40054015_12_cattle_2013-03-01,40054015_13_cattle_2013-03-01,40054015_14_cattle_2013-03-01,40054015_15_cattle_2013-03-01,40054015_16_cattle_2013-03-01,40054015_17_cattle_2013-03-01,40054015_18_cattle_2013-03-01,40054015_19_cattle_2013-03-01,40054015_1_cattle_2013-03-01,40054015_20_cattle_2013-03-01,40054015_21_cattle_2013-03-01,40054015_22_cattle_2013-03-01,40054015_23_cattle_2013-03-01,40054015_24_cattle_2013-03-01,40054015_25_cattle_2013-03-01,40054015_2_cattle_2013-03-01,40054015_3_cattle_2013-02-01,40054015_4_cattle_2013-03-01,40054015_5_cattle_2013-03-01,40054015_6_cattle_2013-03-01,40054015_7_cattle_2013-03-01,40054015_8_cattle_2013-03-01,40054015_9_cattle_2013-03-01,40270058_0_cattle_2011-07-01,40270058_1_cattle_2011-06-01,64420015_0_cattle_2008-04-01,64420015_10_cattle_2009-05-01,64420015_11_cattle_2011-02-01,64420015_12_cattle_2011-02-01,64420015_13_cattle_2011-02-01,64420015_14_cattle_2011-02-01,64420015_15_cattle_2011-02-01,64420015_16_cattle_2011-02-01,64420015_17_cattle_2011-02-01,64420015_18_cattle_2011-02-01,64420015_19_cattle_2011-02-01,64420015_1_cattle_2008-04-01,64420015_20_cattle_2011-02-01,64420015_21_cattle_2010-09-01,64420015_22_cattle_2011-02-01,64420015_23_cattle_2011-02-01,64420015_24_cattle_2011-02-01,64420015_25_cattle_2011-02-01,64420015_26_cattle_2011-02-01,64420015_27_cattle_2011-02-01,64420015_28_cattle_2010-03-01,64420015_29_cattle_2011-02-01,64420015_2_cattle_2011-02-01,64420015_30_cattle_2011-02-01,64420015_31_cattle_2011-02-01,64420015_32_cattle_2011-02-01,64420015_33_cattle_2011-02-01,64420015_34_cattle_2011-02-01,64420015_35_cattle_2011-02-01,64420015_36_cattle_2011-02-01,64420015_37_cattle_2011-02-01,64420015_38_cattle_2011-02-01,64420015_39_cattle_2011-02-01,64420015_3_cattle_2011-02-01,64420015_40_cattle_2011-02-01,64420015_41_cattle_2011-02-01,64420015_42_cattle_2011-02-01,64420015_43_cattle_2011-02-01,64420015_44_cattle_2011-02-01,64420015_45_cattle_2011-02-01,64420015_46_cattle_2011-02-01,64420015_47_cattle_2011-02-01,64420015_48_cattle_2011-02-01,64420015_49_cattle_2011-02-01,64420015_4_cattle_2011-02-01,64420015_50_cattle_2011-02-01,64420015_51_cattle_2011-02-01,64420015_52_cattle_2011-02-01,64420015_53_cattle_2011-02-01,64420015_54_cattle_2011-02-01,64420015_55_cattle_2011-02-01,64420015_56_cattle_2011-02-01,64420015_57_cattle_2011-02-01,64420015_58_cattle_2011-02-01,64420015_59_cattle_2011-02-01,64420015_5_cattle_2011-02-01,64420015_60_cattle_2011-02-01,64420015_61_cattle_2011-02-01,64420015_62_cattle_2011-02-01,64420015_63_cattle_2011-02-01,64420015_64_cattle_2011-02-01,64420015_65_cattle_2011-02-01,64420015_66_cattle_2011-02-01,64420015_67_cattle_2011-02-01,64420015_68_cattle_2011-02-01,64420015_69_cattle_2011-02-01,64420015_6_cattle_2011-01-01,64420015_70_cattle_2011-02-01,64420015_71_cattle_2011-02-01,64420015_72_cattle_2011-02-01,64420015_73_cattle_2011-02-01,64420015_74_cattle_2011-02-01,64420015_75_cattle_2011-02-01,64420015_76_cattle_2011-02-01,64420015_77_cattle_2011-02-01,64420015_78_cattle_2011-02-01,64420015_79_cattle_2013-02-01,64420015_7_cattle_2011-02-01,64420015_8_cattle_2011-02-01,64420015_9_cattle_2011-02-01,64420044_0_cattle_2013-03-01,64420044_10_cattle_2013-03-01,64420044_11_cattle_2013-03-01,64420044_12_cattle_2013-03-01,64420044_13_cattle_2013-03-01,64420044_14_cattle_2013-03-01,64420044_1_cattle_2013-03-01,64420044_2_cattle_2013-03-01,64420044_3_cattle_2013-02-01,64420044_4_cattle_2013-03-01,64420044_5_cattle_2013-03-01,64420044_6_cattle_2013-03-01,64420044_7_cattle_2013-03-01,64420044_8_cattle_2013-03-01,64420044_9_cattle_2013-03-01,64420047_0_cattle_2012-05-01,64420047_1_cattle_2012-01-01,64420047_2_cattle_2012-08-01,64420047_3_cattle_2012-08-01,64420047_4_cattle_2012-07-01,64420047_5_cattle_2012-08-01
0.0045990801839632086,3.999200159968006e-4,0,0.01079784043191361,0.0035992801439712063,9.998000399920016e-4,0.003399320135972806,0.0011997600479904018,0.2691461707658504,0.009398120375924813,0,0.0049990001999600095,7.998400319936012e-4,0.002599480103979204,5.998800239952009e-4,0.0015996800639872023,0.0031993601279744054,7.998400319936012e-4,0.0023995200959808036,0.008598280343931215,0.0011997600479904018,0.004799040191961609,0.3679264147170495,0.005798840231953611,0.0019996000799840027,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010197960407918412,0.006198760247950412,0,0.02099580083983199,0.011997600479904008,0.007398520295940815,0.009398120375924813,0.0017996400719856025,0.004199160167966408,0.009198160367926414,0.008198360327934416,0,0.004399120175964808,0.006198760247950412,0.01079784043191361,0.002199560087982403,0.00539892021595681,0.002599480103979204,7.998400319936012e-4,0.013197360527894405,0.0031993601279744054,0.2719456108778277,0.008798240351929614,0.4179164167166442,5.998800239952009e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.19496100779844422,0,0,0,0,0.19016196760648246,0,0,0,0,0,0,0,0.19496100779844422,0,0,0,0,0,0,0,0,0.19496100779844422,0.19276144771046175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02099580083983199,0.10577884423115491,0,0.015996800639872,0.0067986402719456135,0.1973605278944251,0.022195560887822388,1.999600079984003e-4,0.004199160167966408,0.008398320335932815,0.002999400119976005,0.009798040391921612,0.001399720055988802,0,0.11517696460708002,0.002199560087982403,0.18396320735853186,0.0027994401119776045,1.999600079984003e-4,0.013397320535892805,0.0991801639672075,0.007398520295940815,0.010397920415916811,0.007798440311937616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042391521695660746,0.06438712257548476,0.005998800239952012,0.07438512297540509,0.047390521895620735,0.05858828234353111,0.04039192161567675,0.011397720455908809,0.03139372125574877,0.027794441111777576,0.02619476104779038,0.022195560887822388,0.014197160567886403,0.08238352329534135,0,0.011797640471905608,0.05978804239152151,0.005798840231953611,0.007798440311937616,0.05918816236752631,0.06938612277544493,0.02559488102379518,0.019796040791841593,0.03099380123975197,9.998000399920016e-4,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.21195760847830877,0,0,0,0,0.2067586482703502,0,0,0,0,0.2187562487502546,0,0,0,0,0,0,0,0,0,0,0,0.21195760847830877,0.19816036792641872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006198760247950412,0.08618276344731107,0,0.0035992801439712063,0.0017996400719856025,0.33253349330133647,0.007398520295940815,1.999600079984003e-4,0.0011997600479904018,0.0017996400719856025,3.999200159968006e-4,5.998800239952009e-4,5.998800239952009e-4,0.19076184763047768,0.056588682263547116,0.0011997600479904018,0,0.001399720055988802,0,0.0019996000799840027,0.06658668266346723,0.0027994401119776045,0.0017996400719856025,0.0019996000799840027,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714857028593991,0.07558488302339553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.999200159968006e-4,3.999200159968006e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0.4285142971405583,0,0.061787642471505505,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023395320935812786,0.007798440311937616,0.002599480103979204,0.03899220155968795,0.016996600679864,0.00519896020795841,0.013597280543891204,0.006998600279944014,0.011397720455908809,0.02119576084783039,0.013797240551889604,0.0163967206558688,0.002999400119976005,0.01059788042391521,0.0157968406318736,0.002999400119976005,0.005998800239952012,0.353929214157163,0.2503499300140028,0,0.005798840231953611,0.012797440511897606,0.016996600679864,0.0153969206158768,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
