infector_id,infected_id,prob
64420047_2_cattle_2013-05-01,64281001_0_cattle_2015-04-01,0.25983700814959443
64420047_9_cattle_2014-12-01,64281001_1_cattle_2015-02-01,0.3772811359432683
64420047_2_cattle_2013-05-01,64281001_2_cattle_2015-02-01,0.2967351632418598
64420047_2_cattle_2013-05-01,64281001_3_cattle_2015-02-01,0.3105344732763655
64420047_2_cattle_2013-05-01,64281001_4_cattle_2015-02-01,0.28558572071398014
64420047_2_cattle_2013-05-01,64281001_5_cattle_2015-02-01,0.3097345132743652
64420047_2_cattle_2013-05-01,64281001_6_cattle_2015-02-01,0.290085495725232
64420047_2_cattle_2013-05-01,64281001_7_cattle_2015-04-01,0.2758362081896011
64420047_2_cattle_2013-05-01,64281001_8_cattle_2015-04-01,0.26418679066047124
64420047_2_cattle_2013-05-01,64281001_9_cattle_2015-04-01,0.29688515574223484
64420044_15_cattle_2012-04-01,64420007_0_cattle_2012-03-01,0.17979101044947512
64420044_12_cattle_2012-04-01,64420007_1_cattle_2012-03-01,0.05564721763911739
64420044_1_cattle_2009-05-01,64420007_2_cattle_2010-02-01,0.11479426028698417
64420044_20_cattle_2012-04-01,64420007_3_cattle_2012-03-01,0.05159742012899295
64420044_22_cattle_2012-04-01,64420007_4_cattle_2012-03-01,0.1929403529823483
64420007_2_cattle_2010-02-01,64420007_5_cattle_2012-02-01,0.006299685015749225
64420044_7_cattle_2012-04-01,64420007_6_cattle_2012-03-01,0.21723913804309491
64420008_2_cattle_2012-08-01,64420008_0_cattle_2013-02-01,0.2951352432378591
64420008_2_cattle_2012-08-01,64420008_1_cattle_2012-12-01,0.3013349332533617
64420047_2_cattle_2013-05-01,64420008_2_cattle_2012-08-01,0.09649517524123671
64420008_2_cattle_2012-08-01,64420012_0_cattle_2012-12-01,0.29928503574823584
64420008_2_cattle_2012-08-01,64420012_1_cattle_2012-12-01,0.30173491325436186
64420008_2_cattle_2012-08-01,64420012_2_cattle_2013-02-01,0.2943852807359838
64420008_2_cattle_2012-08-01,64420012_3_cattle_2013-02-01,0.3018349082546119
64420044_1_cattle_2009-05-01,64420015_0_cattle_2009-02-01,0.03524823758812023
64420015_12_cattle_2013-04-01,64420015_10_cattle_2013-04-01,0.3267836608169973
64420015_6_cattle_2013-04-01,64420015_11_cattle_2013-04-01,0.29733513324336003
64420015_10_cattle_2013-04-01,64420015_12_cattle_2013-04-01,0.29883505824711065
64420015_9_cattle_2013-02-01,64420015_13_cattle_2013-02-01,0.25098745062746575
64420047_4_cattle_2013-03-01,64420015_14_cattle_2013-02-01,0.0526973651317428
64420015_7_cattle_2013-02-01,64420015_15_cattle_2013-02-01,0.2600369981500945
64420015_17_cattle_2013-02-01,64420015_16_cattle_2013-02-01,0.41832908354591036
64420015_8_cattle_2013-02-01,64420015_17_cattle_2013-02-01,0.39208039598027444
64420047_7_cattle_2013-05-01,64420015_18_cattle_2013-04-01,0.11849407529623365
64420044_1_cattle_2009-05-01,64420015_1_cattle_2007-09-01,0.028648567571621143
64420015_3_cattle_2009-04-01,64420015_2_cattle_2009-04-01,0.33583320833962604
