45_d500_100_0_badger_2017-09-01,45_d500_105_726_0_badger_2018-06-01,45_d500_124_0_badger_2014-03-01,45_d500_136_1_badger_2014-08-01,45_d500_136_2_badger_2017-03-01,45_d500_152_0_badger_2013-02-01,45_d500_157_858_1_badger_2012-03-01,45_d500_159_855_0_badger_2013-08-01,45_d500_159_855_1_badger_2016-10-01,45_d500_159_855_2_badger_2016-01-01,45_d500_159_855_3_badger_2018-06-01,45_d500_159_855_4_badger_2015-09-01,45_d500_160_0_badger_2007-09-01,45_d500_160_1_badger_2018-05-01,45_d500_163_0_badger_2020-02-01,45_d500_190_1526_0_badger_2020-02-01,45_d500_190_1526_1_badger_2011-11-01,45_d500_190_1526_2_badger_2015-10-01,45_d500_191_0_badger_2012-08-01,45_d500_57_687_0_badger_2020-02-01,45_d500_61_0_badger_2020-02-01,45_d500_61_1_badger_2020-02-01,45_d500_61_2_badger_2019-06-01,45_d500_99_716_0_badger_2017-01-01,45_d500_99_716_1_badger_2018-06-01,45_d500_99_716_2_badger_2020-02-01,45_d500_99_716_3_badger_2018-06-01,45_d500_99_766_0_badger_2009-11-01,45_d500_99_766_1_badger_2020-02-01,64349068_0_cattle_2014-05-01,64349068_10_cattle_2014-05-01,64349068_11_cattle_2014-05-01,64349068_12_cattle_2014-05-01,64349068_13_cattle_2014-05-01,64349068_14_cattle_2014-05-01,64349068_15_cattle_2014-05-01,64349068_16_cattle_2014-05-01,64349068_17_cattle_2014-05-01,64349068_1_cattle_2014-05-01,64349068_2_cattle_2014-05-01,64349068_3_cattle_2014-05-01,64349068_4_cattle_2014-05-01,64349068_5_cattle_2014-05-01,64349068_6_cattle_2014-05-01,64349068_7_cattle_2014-05-01,64349068_8_cattle_2014-04-01,64349068_9_cattle_2014-05-01,64349_0_boar_2015-03-01,64349_10_boar_2013-10-01,64349_11_boar_2016-12-01,64349_13_boar_2017-06-01,64349_14_boar_2014-11-01,64349_15_boar_2014-04-01,64349_16_boar_2017-12-01,64349_17_boar_2016-09-01,64349_19_boar_2017-05-01,64349_1_boar_2017-01-01,64349_20_boar_2014-09-01,64349_21_boar_2017-05-01,64349_25_boar_2018-09-01,64349_2_boar_2012-01-01,64349_3_boar_2014-07-01,64349_4_boar_2012-03-01,64349_5_boar_2014-03-01,64349_6_boar_2014-04-01,64349_7_boar_2015-05-01,64349_8_boar_2012-11-01,64349_9_boar_2014-03-01,64359_2_boar_2019-04-01,64359_3_boar_2018-04-01,64359_4_boar_2019-06-01,64420009_0_cattle_2017-03-01,64420009_1_cattle_2017-07-01,64420009_2_cattle_2017-03-01,64420009_3_cattle_2017-03-01,64420009_4_cattle_2017-03-01,64420009_5_cattle_2017-04-01,64420009_6_cattle_2017-07-01,64420009_7_cattle_2017-07-01,64420009_8_cattle_2017-10-01,64420012_0_cattle_2011-04-01,64420012_10_cattle_2011-08-01,64420012_11_cattle_2011-08-01,64420012_12_cattle_2011-04-01,64420012_13_cattle_2011-07-01,64420012_14_cattle_2011-08-01,64420012_1_cattle_2010-05-01,64420012_2_cattle_2011-07-01,64420012_3_cattle_2011-08-01,64420012_4_cattle_2011-08-01,64420012_5_cattle_2011-08-01,64420012_6_cattle_2011-08-01,64420012_7_cattle_2011-08-01,64420012_8_cattle_2011-08-01,64420012_9_cattle_2011-08-01,64420015_0_cattle_2007-07-01,64420015_1_cattle_2007-08-01,64420015_2_cattle_2007-08-01
0.0019996000799840027,0.012997400519896006,0,0,0,0,0,0,0,0,0,0,0,0.005598880223955211,0.05798840231953591,0,0,0,0,1.999600079984003e-4,0,0.003399320135972806,0.0153969206158768,0.0011997600479904018,0.0019996000799840027,0.003399320135972806,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067986402719456135,5.998800239952009e-4,0.047990401919615934,0,1.999600079984003e-4,0,1.999600079984003e-4,0.0011997600479904018,0.0011997600479904018,0.0011997600479904018,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.998000399920016e-4,0.01059788042391521,0,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,0.002599480103979204,0,0,0,0,0,0.002199560087982403,0,0.010397920415916811,0,0.002199560087982403,0.03939212157568475,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023395320935812786,0.0019996000799840027,0.009198160367926414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.998800239952009e-4,0.02579484103179358,0,0,0,0,0,0,0,0,0,0,0,0.012997400519896006,0.008798240351929614,0,0,0,0,1.999600079984003e-4,0.010397920415916811,0.03519296140771836,0,0,0.005798840231953611,0.02579484103179358,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2539492101579736,0.007598480303939215,0.03679264147170556,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13797240551889836,0.04859028194361113,0,0,0,0,0,0,0,0,0,0,0,0.052389522095580725,0.0023995200959808036,0,0,0,0,0.0049990001999600095,5.998800239952009e-4,0.0019996000799840027,0.0035992801439712063,0,0.06378724255148954,0.002199560087982403,0.09138172365526964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0.04539092181563674,0.006598680263947213,0.09758048390322024,0.1113777244551103,0.08678264347130629,0.10657868426314854,0.20415916816637092,0.06938612277544493,0.11497700459908161,0.11377724455109117,0.07898420315936844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06018796240751831,0.08818236352729514,0,0,0,0,0,0,0,0,0,0,0,0.1083783243351342,0.010197960407918412,0,0,0,0,0.014397120575884803,0.01059788042391521,0.006198760247950412,0.020395920815836792,0.02679464107178558,0,0.003399320135972806,0.08978204359128239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023395320935812786,0.11437712457508639,0.03399320135972796,0.01099780043991201,0.016996600679864,0.007998400319936016,0.008998200359928014,0.029594081183763173,0.0045990801839632086,0.024195160967806384,0.02119576084783039,0.020195960807838392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.009798040391921612,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0.004799040191961609,0,0,0,0,7.998400319936012e-4,9.998000399920016e-4,0.04359128174365114,0.0161967606478704,0,0.002199560087982403,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018196360727854397,0.0011997600479904018,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08298340331933657,0.06018796240751831,0,0,0,0,0,0,0,0,0,0,0,0.07818436312737481,0.004399120175964808,0,0,0,0,0.01099780043991201,0.006598680263947213,0.005998800239952012,0.010397920415916811,0.03599280143971196,0.10257948410318041,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015996800639872,0.08018396320735888,0.017596480703859198,0.015196960607878401,0.02539492101579678,0.009798040391921612,0.0163967206558688,0.04119176164767035,0.011797640471905608,0.03139372125574877,0.027994401119775976,0.03459308138372316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0.006398720255948813,0,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012597480503899207,0.01059788042391521,0.0017996400719856025,0.017596480703859198,0.06038792241551671,0.0023995200959808036,0.632673465306903,0.04519096180763834,0.004799040191961609,0.0017996400719856025,0.002599480103979204,0.03119376124775037,0.014197160567886403,0.0049990001999600095,0.010197960407918412,5.998800239952009e-4,0.002599480103979204,0.0011997600479904018
0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0.061987602479503905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0.0023995200959808036,0,0,0.0017996400719856025,0,1.999600079984003e-4,5.998800239952009e-4,0,0.0019996000799840027,0.03699260147970396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.027594481103779177,0.02059588082383519,0,0.005798840231953611,0,0.0171965606878624,0,0,0,1.999600079984003e-4,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0.02119576084783039,0.019196160767846394,0.10197960407918519,0.09078184363127442,0.023595280943811185,0.023195360927814386,0.08798240351929673,0.032793441311737566,0.013797240551889604,0.09958008398320431,0.015996800639872,0.07058588282343536,0.1327734453109398,0.06398720255948795,0.11857628474305293,0.03199360127974397,0.03599280143971196,0.0017996400719856025,0.019596080783843194,0,0,0.001399720055988802,0.022195560887822388,0,0,0,0,0.02119576084783039,0,0,0,0.015996800639872,0,0.022395520895820788,0.028194361127774376,1.999600079984003e-4,0.001399720055988802,0.02199560087982399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.014797040591881602,0.008398320335932815,0,7.998400319936012e-4,0,0.014997000599880001,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0.012397520495900807,0,0.28554289142171746,0.005798840231953611,0.003999200159968007,0.008798240351929614,0.020395920815836792,0.004399120175964808,0.032793441311737566,0.011797640471905608,0.009398120375924813,0.273145370925818,0.04419116176764634,0.0045990801839632086,0.04839032193561273,0.006998600279944014,0.029594081183763173,0.014797040591881602,0.0015996800639872023,0.014197160567886403,0,0,0.0035992801439712063,0.02559488102379518,0,0,0,0,0.022795440911817587,0,0,0,0.004199160167966408,0,0.014797040591881602,0.023595280943811185,0,0,0.018196360727854397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.009598080383923213,0.0011997600479904018,0,1.999600079984003e-4,0,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011397720455908809,0.268946210757852,0,0.0037992401519696068,0.0031993601279744054,0.002199560087982403,0.011797640471905608,3.999200159968006e-4,0.017996400719855997,0.0019996000799840027,0.0031993601279744054,0.44471105778842696,0.013797240551889604,0.005798840231953611,0.014197160567886403,0.002999400119976005,0.016996600679864,0.007598480303939215,3.999200159968006e-4,0.009798040391921612,0,0,5.998800239952009e-4,0.013597280543891204,0,0,0,0,0.01119776044791041,0,0,0,0.0015996800639872023,0,0.00519896020795841,0.012597480503899207,0,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.998400319936012e-4,7.998400319936012e-4,0,5.998800239952009e-4,0,5.998800239952009e-4,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0.07038592281543696,0.002599480103979204,9.998000399920016e-4,0,0.027394521095780777,0.002599480103979204,0.0011997600479904018,0.033593281343731164,0.0023995200959808036,0.0015996800639872023,0.419916016796628,0,0.005598880223955211,0.03699260147970396,0.0049990001999600095,0.25554889022196065,0.002199560087982403,0.0037992401519696068,1.999600079984003e-4,5.998800239952009e-4,0,0,0,7.998400319936012e-4,0,0,0,0,0.0011997600479904018,0,0,0,0.0015996800639872023,0,1.999600079984003e-4,0.0023995200959808036,0,5.998800239952009e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062387522495500704,0.001399720055988802,0.001399720055988802,0.027794441111777576,0,0.0049990001999600095,0.0019996000799840027,0.3971205758848128,0.0017996400719856025,0.0045990801839632086,0.022595480903819187,5.998800239952009e-4,0.006198760247950412,0.21135772845431355,0.0037992401519696068,0.042391521695660746,1.999600079984003e-4,0.00519896020795841,3.999200159968006e-4,0,0,0,0,0.0015996800639872023,0,0,0,0,0.003399320135972806,0,0,0,9.998000399920016e-4,0,0.001399720055988802,0.0017996400719856025,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0049990001999600095,0.05618876224755032,0,9.998000399920016e-4,0,0.004199160167966408,0,0.0027994401119776045,0,0.007998400319936016,0,0,0,0,0,0.008398320335932815,0,0,0,0,0,0,0,0,0,0,0,0.014797040591881602,0.008798240351929614,0.005598880223955211,0.0045990801839632086,0.006198760247950412,0,0.010397920415916811,0.003999200159968007,0.005598880223955211,0.4877024595080784,0.0045990801839632086,0.002999400119976005,0.022595480903819187,0.009998000399920012,0.017996400719855997,0.005998800239952012,0.008598280343931215,0.06318736252749432,0.012797440511897606,0.004799040191961609,0,0,0.010197960407918412,0.012397520495900807,0,0,0,0,0.008998200359928014,0,0,0,0.04519096180763834,0,0.002999400119976005,0.0037992401519696068,0.005998800239952012,1.999600079984003e-4,0.0067986402719456135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.022595480903819187,0.011597680463907209,0,9.998000399920016e-4,0,0.015996800639872,0,0.0011997600479904018,0,5.998800239952009e-4,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0.023795240951809585,0.03019396120775837,0.013997200559888004,0.01079784043191361,0.00539892021595681,0.009598080383923213,0,0.007198560287942414,0.4489102179563929,0.017996400719855997,0.008398320335932815,0.0153969206158768,0.052789442111577524,0.008198360327934416,0.05418916216756632,0.009198160367926414,0.038392321535692754,0.023395320935812786,0.0017996400719856025,0.017796440711857597,0,0,0.0015996800639872023,0.024195160967806384,0,0,0,0,0.02099580083983199,0,0,0,0.008798240351929614,0,0.013997200559888004,0.03199360127974397,0.001399720055988802,0,0.0163967206558688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.999600079984003e-4,0.0015996800639872023,0,0,0,1.999600079984003e-4,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05898820235952791,0,7.998400319936012e-4,0.02659468106378718,0.42891421715655503,0.0019996000799840027,0.0011997600479904018,0,0,0.0049990001999600095,0.028194361127774376,3.999200159968006e-4,0.006198760247950412,0.23355328934213668,0.006198760247950412,0.04019196160767835,9.998000399920016e-4,0.0011997600479904018,1.999600079984003e-4,1.999600079984003e-4,0,0,0,3.999200159968006e-4,0,0,0,0,3.999200159968006e-4,0,0,0,0.00519896020795841,0,3.999200159968006e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0167966406718656,0.006998600279944014,0,0.0017996400719856025,0,0.013197360527894405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013797240551889604,0.02199560087982399,0.012997400519896006,0.0027994401119776045,0.002599480103979204,0.005998800239952012,0.5050989802039374,0.004399120175964808,0,0.009598080383923213,0.006398720255948813,0.011997600479904008,0.032593481303739166,0.005998800239952012,0.03399320135972796,0.006198760247950412,0.023995200959807984,0.013197360527894405,0.002199560087982403,0.014797040591881602,0,0,0,0.015996800639872,0,0,0,0,0.013797240551889604,0,0,0,0.006598680263947213,0,0.012197560487902407,0.017596480703859198,1.999600079984003e-4,1.999600079984003e-4,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0045990801839632086,0.057188562287542315,0,5.998800239952009e-4,0,0.0037992401519696068,0,0.001399720055988802,0,0.007398520295940815,0,0,0,0,0,0.012997400519896006,0,0,0,0,0,0,0,0,0,0,0,0.01099780043991201,0.007798440311937616,0.0027994401119776045,0.0015996800639872023,0.005598880223955211,0.4403119376124626,0.002599480103979204,0.0031993601279744054,0.009598080383923213,0,0.0027994401119776045,0.001399720055988802,0.019196160767846394,0.009998000399920012,0.012397520495900807,0.0037992401519696068,0.008798240351929614,0.07718456308738278,0.014397120575884803,0.0037992401519696068,0,0,0.01079784043191361,0.005798840231953611,0,0,0,0,0.0035992801439712063,0,0,0,0.03999200159967995,0,0.001399720055988802,0.006398720255948813,0.01059788042391521,0,0.008598280343931215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.998000399920016e-4,3.999200159968006e-4,0,0,0,9.998000399920016e-4,0,3.999200159968006e-4,0,5.998800239952009e-4,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0.08738252349530151,0.002199560087982403,0.0015996800639872023,0.4171165766846507,0.03099380123975197,0.004799040191961609,0.002199560087982403,0.03659268146370716,0.002999400119976005,1.999600079984003e-4,0,1.999600079984003e-4,0.004799040191961609,0.06498700259947998,0.004799040191961609,0.2505498900220012,0.0017996400719856025,0.0019996000799840027,0.0017996400719856025,9.998000399920016e-4,0,0,0,0.0011997600479904018,0,0,0,0,0.002199560087982403,0,0,0,0.002999400119976005,0,0.0023995200959808036,0.0027994401119776045,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.002199560087982403,1.999600079984003e-4,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0.22135572885423388,0.3795240951809555,0.0023995200959808036,0,0.0011997600479904018,0.0067986402719456135,5.998800239952009e-4,0.004399120175964808,7.998400319936012e-4,0.0011997600479904018,0,0.0067986402719456135,0.002999400119976005,0.00539892021595681,3.999200159968006e-4,0.005598880223955211,0.0017996400719856025,7.998400319936012e-4,0.002599480103979204,0,0,1.999600079984003e-4,0.006598680263947213,0,0,0,0,0.00539892021595681,0,0,0,9.998000399920016e-4,0,0.002599480103979204,0.004199160167966408,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.09218156368726327,0.06518696260747839,0,0.013797240551889604,0,0.08438312337532541,0,0.0027994401119776045,0,9.998000399920016e-4,0,0,0,0,0,0.003399320135972806,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0.10717856428714376,0.09698060387922502,0.05798840231953591,0.028594281143771175,0.028194361127774376,0.04859028194361113,0.08638272345530948,0.032993401319735965,0.1085782843431326,0.04619076184763034,0.027794441111777576,0.056988602279543915,0,0.057188562287542315,0.21155768846231196,0.047790441911617534,0.11717656468706408,0.08298340331933657,0.009798040391921612,0.08538292341531745,0,0,0.0027994401119776045,0.0963807238552298,0,0,0,0,0.08178364327134613,0,0,0,0.03959208158368315,7.998400319936012e-4,0.056588682263547116,0.102379524095182,0.0017996400719856025,0.0023995200959808036,0.06678664267146564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.006598680263947213,0.004399120175964808,0,3.999200159968006e-4,0,0.0037992401519696068,0,0,0,0.0011997600479904018,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0.13117376524695254,0.004799040191961609,0.00539892021595681,0.05478904219156152,0.24275144971006338,0.005998800239952012,0.006398720255948813,0.2709458108378358,0.004399120175964808,0.007998400319936016,0.05838832233553271,5.998800239952009e-4,0.02139572085582879,0,0.019796040791841593,0.08858228354329195,0.0045990801839632086,0.009998000399920012,0,0.004799040191961609,0,0,5.998800239952009e-4,0.004799040191961609,0,0,0,0,0.007198560287942414,0,0,0,0.004199160167966408,0,0.0027994401119776045,0.00519896020795841,0,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.08618276344731107,0.061387722455508706,0,0.007198560287942414,0,0.07238552289542102,0,9.998000399920016e-4,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0.08458308338332382,0.09118176364727124,0.052189562087582325,0.028194361127774376,0.027394521095780777,0.04439112177564474,0.09218156368726327,0.019796040791841593,0.10157968406318837,0.03919216156768635,0.027594481103779177,0.05618876224755032,0.19356128774245537,0.04019196160767835,0,0.03539292141571676,0.10677864427114694,0.062387522495500704,0.007198560287942414,0.07358528294341146,0,0,0.003999200159968007,0.08018396320735888,0,0,0,0,0.08458308338332382,0,0,0,0.04039192161567675,0,0.06398720255948795,0.10877824435113101,0.002199560087982403,0.0027994401119776045,0.056588682263547116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0035992801439712063,0.005598880223955211,0,3.999200159968006e-4,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0.11217756448710392,0.002999400119976005,0.003399320135972806,0.2223555288942259,0.04619076184763034,0.0067986402719456135,0.002599480103979204,0.03519296140771836,0.003999200159968007,0.0045990801839632086,0.21195760847830877,9.998000399920016e-4,0.010197960407918412,0.07638472305538915,0.009398120375924813,0,0.003999200159968007,0.012197560487902407,7.998400319936012e-4,0.0035992801439712063,0,0,0,0.0049990001999600095,0,0,0,0,0.0027994401119776045,0,0,0,0.006398720255948813,0,0.0045990801839632086,0.0017996400719856025,0,3.999200159968006e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.015196960607878401,0.012797440511897606,0,7.998400319936012e-4,0,0.01099780043991201,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0.016996600679864,0.019196160767846394,0.015996800639872,0.004399120175964808,0.002199560087982403,0.013397320535892805,0.02659468106378718,0.006598680263947213,0.023395320935812786,0.008998200359928014,0.007798440311937616,0.014997000599880001,0.03919216156768635,0.008998200359928014,0.042391521695660746,0.008598280343931215,0,0.009598080383923213,7.998400319936012e-4,0.011597680463907209,0,0,0.0019996000799840027,0.02679464107178558,0,0,0,0,0.5500899820035726,0,0,0,0.004799040191961609,0,0.014397120575884803,0.024595080983803183,0,3.999200159968006e-4,0.013397320535892805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.010197960407918412,0.2643471305738893,0,0.0015996800639872023,0,0.005598880223955211,0,0.02159568086382719,0,0.042591481703659145,0,0,0,0,0,0.03639272145570876,0,0,0,0,0,0,0,0,0,0,0,0.019196160767846394,0.006198760247950412,0.01059788042391521,0.008398320335932815,0.0027994401119776045,0.13397320535893023,0.014797040591881602,0.003399320135972806,0.013197360527894405,0.1021795640871836,0.008998200359928014,0.009798040391921612,0.033793241351729564,0.008998200359928014,0.028394321135772775,0.007598480303939215,0.014197160567886403,0,0.07938412317536525,0.006598680263947213,0,0,0.047390521895620735,0.012797440511897606,0,0,0,0,0.014197160567886403,0,0,0,0.18076384723055736,0,0.0035992801439712063,0.014997000599880001,0.03419316136772636,5.998800239952009e-4,0.011597680463907209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04099180163967195,0.0017996400719856025,0,0,0,5.998800239952009e-4,0.04979004199160153,0,0.08898220355928876,0,0,0,0,0,0.08238352329534135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008198360327934416,0,0,0,0.007998400319936016,0,0,0,0,0,0,0,0.024795040991801583,0,0,0,1.999600079984003e-4,0.26494701059788445,0,0,0.002199560087982403,3.999200159968006e-4,1.999600079984003e-4,0,0,0,0,0.10517896420715969,0,0,0,0.2251549690062036,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.1855628874225191,0.00539892021595681,0,0.052389522095580725,0,0.20715856828634702,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0.012197560487902407,0,0,0,0,0,0,0,0,0,0,0.012997400519896006,0.018396320735852796,0.007198560287942414,9.998000399920016e-4,0.0015996800639872023,0.005998800239952012,0.017596480703859198,0.0035992801439712063,0.017396520695860798,0.0067986402719456135,0.001399720055988802,0.005998800239952012,0.05018996200759833,0.004399120175964808,0.04559088182363514,0.0031993601279744054,0.022995400919815986,0.012397520495900807,0.001399720055988802,0,0,0,1.999600079984003e-4,0.014597080583883202,0,0,0,0,0.019396120775844794,0,0,9.998000399920016e-4,0.0017996400719856025,0.002999400119976005,0.05818836232753431,0.024595080983803183,1.999600079984003e-4,0.027794441111777576,0.07518496300739871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.999600079984003e-4,0,0,0.11377724455109117,0,0,0,0.037392521495700756,0.0037992401519696068,0.003399320135972806,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06798640271945608,0,0,0.009998000399920012,0.03699260147970396,0.04539092181563674,0.4667066586682486,0,0.04199160167966395,0.018196360727854397,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,7.998400319936012e-4,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.024995000999799982,0,0,0,0.005998800239952012,0,0.23835232953409843,0,0,0,0,0.061187762447510306,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.029994001199759972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022395520895820788,0,0,0,0.34853029394120677,0.00519896020795841,0.12017596480704018,0.022395520895820788,0,0.13677264547090792,0.2975404919016202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
