infector_id,infected_id,prob
45_d500_105_726_0_badger_2020-02-01,45_d500_105_726_0_badger_2020-02-01,0
56_d500_16_2_badger_2017-02-01,45_d500_105_726_1_badger_2014-02-01,0.0019996000799840027
64556_2_boar_2014-01-01,45_d500_123_762_0_badger_2013-12-01,0.020195960807838392
45_d500_99_866_1_badger_2015-03-01,45_d500_124_3_badger_2015-08-01,0.1759648070385956
64420035_0_cattle_2009-08-01,45_d500_152_0_badger_2008-06-01,0.03579284143171356
45_d500_152_5_badger_2013-08-01,45_d500_152_1_badger_2014-06-01,0.5288942211557445
64420042_3_cattle_2013-05-01,45_d500_152_2_badger_2014-06-01,0.001399720055988802
45_d500_152_0_badger_2008-06-01,45_d500_152_3_badger_2011-06-01,0.0161967606478704
64420015_3_cattle_2008-05-01,45_d500_152_4_badger_2008-08-01,0.0171965606878624
45_d500_152_1_badger_2014-06-01,45_d500_152_5_badger_2013-08-01,0.15496900619876292
64420042_0_cattle_2013-04-01,45_d500_156_0_badger_2013-10-01,0.0171965606878624
64420015_1_cattle_2008-04-01,45_d500_156_1_badger_2008-06-01,0.08018396320735888
45_d500_152_0_badger_2008-06-01,45_d500_159_855_0_badger_2010-06-01,0.0807838432313541
45_d500_159_855_0_badger_2010-06-01,45_d500_159_855_1_badger_2011-09-01,0.012797440511897606
45_d500_159_855_1_badger_2011-09-01,45_d500_159_855_2_badger_2012-05-01,0.005798840231953611
64420015_2_cattle_2008-05-01,45_d500_160_0_badger_2008-03-01,0.0011997600479904018
45_d500_99_720_3_badger_2020-02-01,45_d500_162_0_badger_2018-07-01,1.999600079984003e-4
45_d500_57_715_0_badger_2015-06-01,45_d500_163_0_badger_2015-06-01,0.03059388122375517
64556034_3_cattle_2014-05-01,45_d500_180_0_badger_2013-10-01,0.002599480103979204
45_d500_105_726_0_badger_2020-02-01,45_d500_180_1_badger_2018-08-01,0
64416_3_boar_2018-05-01,45_d500_182_0_badger_2018-05-01,0.1271745650869844
45_d500_163_0_badger_2015-06-01,45_d500_57_715_0_badger_2015-06-01,0.03139372125574877
45_d500_105_726_0_badger_2020-02-01,45_d500_95_695_0_badger_2018-09-01,0
64359_5_boar_2018-11-01,45_d500_98_0_badger_2019-05-01,0.21635672865427372
56_d500_16_2_badger_2017-02-01,45_d500_98_1_badger_2017-08-01,0.0023995200959808036
64556048_0_cattle_2014-02-01,45_d500_98_2_badger_2015-08-01,0.003399320135972806
45_d500_152_2_badger_2014-06-01,45_d500_99_720_0_badger_2014-05-01,0.001399720055988802
64253028_2_cattle_2016-05-01,45_d500_99_720_1_badger_2016-12-01,0.006598680263947213
64420042_2_cattle_2013-05-01,45_d500_99_720_2_badger_2013-10-01,0.012197560487902407
45_d500_105_726_0_badger_2020-02-01,45_d500_99_720_3_badger_2020-02-01,0
45_d500_99_866_1_badger_2015-03-01,45_d500_99_720_4_badger_2014-03-01,0.11557688462307683
45_d500_105_726_0_badger_2020-02-01,45_d500_99_839_0_badger_2017-09-01,0
64420012_1_cattle_2018-03-01,45_d500_99_839_1_badger_2018-03-01,0.17496500699860357
45_d500_124_3_badger_2015-08-01,45_d500_99_866_1_badger_2015-03-01,0.1453709258148394
