27_d500_145_0_badger_2017-05-01,40270058_0_cattle_2016-03-01,40270058_1_cattle_2016-10-01,40270058_2_cattle_2016-03-01,40270_0_boar_2017-08-01,40270_1_boar_2015-12-01,40270_2_boar_2016-03-01,40270_3_boar_2016-06-01,40270_4_boar_2016-11-01,40316002_0_cattle_2017-09-01,40316002_10_cattle_2017-03-01,40316002_11_cattle_2017-09-01,40316002_12_cattle_2017-02-01,40316002_13_cattle_2017-09-01,40316002_14_cattle_2017-08-01,40316002_15_cattle_2017-09-01,40316002_16_cattle_2017-09-01,40316002_17_cattle_2017-09-01,40316002_18_cattle_2017-09-01,40316002_19_cattle_2017-08-01,40316002_1_cattle_2017-09-01,40316002_20_cattle_2017-05-01,40316002_21_cattle_2017-09-01,40316002_22_cattle_2017-09-01,40316002_23_cattle_2017-09-01,40316002_24_cattle_2017-09-01,40316002_25_cattle_2017-09-01,40316002_26_cattle_2017-09-01,40316002_27_cattle_2017-09-01,40316002_28_cattle_2017-07-01,40316002_29_cattle_2017-09-01,40316002_2_cattle_2017-09-01,40316002_30_cattle_2017-09-01,40316002_31_cattle_2017-09-01,40316002_32_cattle_2017-09-01,40316002_33_cattle_2017-09-01,40316002_34_cattle_2017-09-01,40316002_35_cattle_2017-09-01,40316002_36_cattle_2017-09-01,40316002_37_cattle_2017-09-01,40316002_38_cattle_2017-09-01,40316002_39_cattle_2017-09-01,40316002_3_cattle_2017-09-01,40316002_40_cattle_2017-09-01,40316002_41_cattle_2017-09-01,40316002_42_cattle_2017-09-01,40316002_43_cattle_2017-09-01,40316002_44_cattle_2017-09-01,40316002_45_cattle_2017-09-01,40316002_46_cattle_2017-09-01,40316002_47_cattle_2017-09-01,40316002_48_cattle_2017-09-01,40316002_49_cattle_2017-09-01,40316002_4_cattle_2017-09-01,40316002_50_cattle_2017-09-01,40316002_51_cattle_2017-09-01,40316002_52_cattle_2017-09-01,40316002_53_cattle_2017-09-01,40316002_54_cattle_2017-09-01,40316002_5_cattle_2017-09-01,40316002_6_cattle_2017-09-01,40316002_7_cattle_2017-09-01,40316002_8_cattle_2017-02-01,40316002_9_cattle_2017-09-01,40316_0_boar_2020-02-01,40316_1_boar_2017-08-01,40316_2_boar_2019-09-01,40316_3_boar_2019-12-01,40316_4_boar_2017-05-01,40316_5_boar_2020-02-01,40316_6_boar_2020-02-01,40316_7_boar_2020-02-01,45_d500_108_0_badger_2017-07-01,45_d500_119_798_0_badger_2019-05-01,45_d500_119_798_1_badger_2020-02-01,45_d500_123_762_0_badger_2017-07-01,45_d500_124_0_badger_2020-02-01,45_d500_124_1_badger_2014-08-01,45_d500_135_0_badger_2020-02-01,45_d500_142_0_badger_2018-08-01,45_d500_142_1_badger_2017-12-01,45_d500_151_0_badger_2018-09-01,45_d500_152_0_badger_2015-12-01,45_d500_152_1_badger_2016-06-01,45_d500_153_0_badger_2019-05-01,45_d500_154_0_badger_2018-06-01,45_d500_160_0_badger_2020-02-01,45_d500_160_1_badger_2015-06-01,45_d500_170_0_badger_2020-02-01,45_d500_99_766_0_badger_2014-11-01,45_d500_99_766_1_badger_2018-08-01,45_d500_99_866_0_badger_2020-02-01,49_d500_36_0_badger_2020-02-01,49_d500_36_1_badger_2018-09-01,49_d500_3_0_badger_2020-02-01,49_d500_44_0_badger_2020-02-01,49_d500_49_0_badger_2018-06-01,49_d500_49_1_badger_2019-08-01,64075003_0_cattle_2016-06-01,64099003_0_cattle_2017-02-01,64149013_0_cattle_2020-02-01,64149030_0_cattle_2016-10-01,64149030_10_cattle_2016-12-01,64149030_11_cattle_2016-12-01,64149030_12_cattle_2016-12-01,64149030_13_cattle_2016-12-01,64149030_14_cattle_2016-12-01,64149030_15_cattle_2016-12-01,64149030_16_cattle_2016-12-01,64149030_17_cattle_2017-07-01,64149030_18_cattle_2016-12-01,64149030_19_cattle_2016-12-01,64149030_1_cattle_2016-12-01,64149030_20_cattle_2016-12-01,64149030_21_cattle_2016-12-01,64149030_22_cattle_2016-12-01,64149030_23_cattle_2017-04-01,64149030_24_cattle_2016-12-01,64149030_25_cattle_2016-12-01,64149030_26_cattle_2016-12-01,64149030_27_cattle_2017-04-01,64149030_28_cattle_2017-04-01,64149030_29_cattle_2017-10-01,64149030_2_cattle_2016-12-01,64149030_30_cattle_2017-07-01,64149030_3_cattle_2016-12-01,64149030_4_cattle_2016-12-01,64149030_5_cattle_2017-04-01,64149030_6_cattle_2017-04-01,64149030_7_cattle_2016-12-01,64149030_8_cattle_2016-12-01,64149030_9_cattle_2016-12-01,64149033_0_cattle_2020-02-01,64281_0_boar_2015-05-01,64359_0_boar_2016-10-01,64359_1_boar_2020-02-01,64402006_0_cattle_2020-02-01,64402029_0_cattle_2019-04-01,64402029_1_cattle_2019-08-01,64420012_0_cattle_2016-01-01,64420015_0_cattle_2008-02-01,64420015_1_cattle_2010-11-01,64420015_2_cattle_2008-06-01,64420015_3_cattle_2009-02-01,64420015_4_cattle_2010-12-01,64420015_5_cattle_2010-03-01,64420015_6_cattle_2010-12-01,64420015_7_cattle_2010-12-01,64420015_8_cattle_2010-12-01,64420015_9_cattle_2010-12-01,64420035_0_cattle_2016-06-01,64420035_10_cattle_2016-02-01,64420035_11_cattle_2016-02-01,64420035_12_cattle_2016-02-01,64420035_13_cattle_2016-06-01,64420035_1_cattle_2016-02-01,64420035_2_cattle_2016-02-01,64420035_3_cattle_2016-02-01,64420035_4_cattle_2016-02-01,64420035_5_cattle_2016-02-01,64420035_6_cattle_2016-02-01,64420035_7_cattle_2016-02-01,64420035_8_cattle_2016-02-01,64420035_9_cattle_2016-02-01,64420039_0_cattle_2013-11-01,64420039_10_cattle_2015-10-01,64420039_11_cattle_2015-10-01,64420039_12_cattle_2015-10-01,64420039_13_cattle_2015-10-01,64420039_14_cattle_2015-05-01,64420039_15_cattle_2015-10-01,64420039_16_cattle_2015-02-01,64420039_17_cattle_2015-10-01,64420039_18_cattle_2015-10-01,64420039_19_cattle_2015-09-01,64420039_1_cattle_2015-10-01,64420039_20_cattle_2015-10-01,64420039_21_cattle_2015-10-01,64420039_22_cattle_2015-10-01,64420039_23_cattle_2015-10-01,64420039_24_cattle_2015-10-01,64420039_25_cattle_2015-10-01,64420039_26_cattle_2015-10-01,64420039_27_cattle_2015-10-01,64420039_28_cattle_2015-10-01,64420039_29_cattle_2015-10-01,64420039_2_cattle_2015-10-01,64420039_30_cattle_2015-10-01,64420039_31_cattle_2015-10-01,64420039_32_cattle_2015-10-01,64420039_33_cattle_2015-10-01,64420039_34_cattle_2015-10-01,64420039_35_cattle_2015-10-01,64420039_36_cattle_2015-10-01,64420039_37_cattle_2015-10-01,64420039_38_cattle_2015-10-01,64420039_39_cattle_2017-01-01,64420039_3_cattle_2015-10-01,64420039_40_cattle_2017-01-01,64420039_41_cattle_2017-01-01,64420039_42_cattle_2017-01-01,64420039_43_cattle_2017-01-01,64420039_4_cattle_2015-10-01,64420039_5_cattle_2015-10-01,64420039_6_cattle_2015-10-01,64420039_7_cattle_2015-10-01,64420039_8_cattle_2015-10-01,64420039_9_cattle_2015-10-01,64420044_0_cattle_2015-10-01,64420044_1_cattle_2015-11-01,64420044_2_cattle_2015-11-01,64420047_0_cattle_2015-01-01,64420047_10_cattle_2015-01-01,64420047_11_cattle_2015-01-01,64420047_12_cattle_2015-01-01,64420047_13_cattle_2015-01-01,64420047_14_cattle_2015-01-01,64420047_15_cattle_2015-01-01,64420047_1_cattle_2015-01-01,64420047_2_cattle_2015-01-01,64420047_3_cattle_2015-01-01,64420047_4_cattle_2014-12-01,64420047_5_cattle_2015-01-01,64420047_6_cattle_2015-01-01,64420047_7_cattle_2015-01-01,64420047_8_cattle_2015-01-01,64420047_9_cattle_2015-01-01,64434004_0_cattle_2020-02-01,64512036_0_cattle_2017-03-01,64512036_1_cattle_2017-05-01,64512053_0_cattle_2017-05-01,64512053_1_cattle_2017-03-01,64512053_2_cattle_2017-03-01,64512053_3_cattle_2017-03-01,64512053_4_cattle_2017-03-01,64512053_5_cattle_2017-05-01,64512053_6_cattle_2017-05-01,64512053_7_cattle_2017-05-01,64556051_0_cattle_2016-02-01,64556051_1_cattle_2016-02-01,64556051_2_cattle_2016-02-01,64556051_3_cattle_2015-09-01,64556051_4_cattle_2016-06-01,64556051_5_cattle_2016-09-01,64556051_6_cattle_2017-03-01,64556051_7_cattle_2017-06-01,64556_0_boar_2016-08-01,64556_1_boar_2018-10-01
0,0,0.043191361727654344,0,0,0,0,0,0.05798840231953591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0,0,0
0,0,0,0,0,0,0.02619476104779038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022195560887822388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017396520695860798,0,0,0,0.019196160767846394,0.102379524095182,0,0,0,0.012197560487902407,0.39112177564486145,0,0,0,0,0.04179164167166555,0.046790641871625537,0,0.04199160167966395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029994001199759972,0,0,0.02099580083983199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05358928214357112,0,0.09278144371125849,0,0,0,0,0,0,0
0.3899220155968712,0,0,0,0,0,0,0,0.5992801439711738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032993401319735965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08838232353529354,0,0,0,0,0
0,0,0.004399120175964808,0,0,0,0,0.012397520495900807,0.0023995200959808036,0.003399320135972806,7.998400319936012e-4,0,0,5.998800239952009e-4,7.998400319936012e-4,0,9.998000399920016e-4,0,0,7.998400319936012e-4,0,0,0,0.002999400119976005,0,0,0,0,0,0.009198160367926414,0,0,9.998000399920016e-4,0,0.0011997600479904018,3.999200159968006e-4,0,0.0017996400719856025,0,1.999600079984003e-4,0.005798840231953611,5.998800239952009e-4,0.00519896020795841,0.0019996000799840027,7.998400319936012e-4,0,0.0019996000799840027,0,0.002999400119976005,7.998400319936012e-4,0.0023995200959808036,0.002199560087982403,0.0011997600479904018,0.0015996800639872023,5.998800239952009e-4,0,0,3.999200159968006e-4,0.0011997600479904018,0,0,0,0,3.999200159968006e-4,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01099780043991201,0.0011997600479904018,0,0.0015996800639872023,0,0,0,7.998400319936012e-4,0.0017996400719856025,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,9.998000399920016e-4,0,0,0,0,3.999200159968006e-4,0,0,0.02079584083183359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03559288142371516,0.008598280343931215,0,0.012597480503899207,0.008998200359928014,0.062387522495500704,0,0,0.02059588082383519,0.46450709858026645,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,7.998400319936012e-4,0,0.001399720055988802,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0,0,0.04059188162367515,0.023195360927814386,0,0,0.024595080983803183,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05998800239951991,0.0035992801439712063,0,0.18096380723855576,0,0,0,9.998000399920016e-4,0.013597280543891204,1.999600079984003e-4,0,0,1.999600079984003e-4,0.007998400319936016,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,0.006598680263947213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062187562487502304,0.002199560087982403,0.2783443311337758,0.001399720055988802,7.998400319936012e-4,0.002199560087982403,0.0037992401519696068,0,0,0.001399720055988802,0,0,0,0,0,0.0015996800639872023,0.004399120175964808,0.002999400119976005,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,1.999600079984003e-4,0,0.4527094581083621,0,0,0.05958808238352311,0.0017996400719856025,0,0.001399720055988802,0,0.0019996000799840027,0,0.0019996000799840027,0,0.05038992201559673,0,0,0,0.07258548290341943,0.0019996000799840027,0,0.001399720055988802,0,0,0,0,0.05378924215156952,0,9.998000399920016e-4,9.998000399920016e-4,0.04159168166366715,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,5.998800239952009e-4,0,0,0,0,0,0,5.998800239952009e-4,0.0019996000799840027,0,0,1.999600079984003e-4,0,3.999200159968006e-4,0,0,0,5.998800239952009e-4,0.0019996000799840027,0.001399720055988802,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0
0,0.013997200559888004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07578484303139393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06578684263147361,0,0,0,0.06618676264747042,0.029594081183763173,0,0,0,0.45330933813235724,0.02579484103179358,0,0,0,0,0.02159568086382719,0.02179564087182559,0,0.02079584083183359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0,0,0.011397720455908809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03679264147170556,0,0.009998000399920012,0,0,0,0,0,0,0
0,0,0,0.005998800239952012,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0.0027994401119776045,0.0023995200959808036,0.0031993601279744054,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0.004199160167966408,0.002199560087982403,0,0,0,0,0,0,7.998400319936012e-4,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,0.002199560087982403,0,0,9.998000399920016e-4,0,0,0,0,0.002599480103979204,1.999600079984003e-4,0,0,0,0,0,0.0015996800639872023,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,1.999600079984003e-4,0,0,0,0,0,0,0,0.042591481703659145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022595480903819187,0,0,0,0.5100979804038969,0.003999200159968007,0,0,0.0049990001999600095,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010197960407918412,0,0.009798040391921612,0.04659068186362714,0.016996600679864,0.01079784043191361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0.004199160167966408,0.0027994401119776045,0.01059788042391521,0.00519896020795841,0.0023995200959808036,0.003399320135972806,0.0011997600479904018,0,0,0,0,0.017796440711857597,0.051789642071585526,9.998000399920016e-4,0.0035992801439712063,0.08798240351929673,0
0.5636872625474624,0,0.33193361327734133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013597280543891204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029194161167766373,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.011797640471905608,0.005998800239952012,0.0161967606478704,0.019796040791841593,0.006398720255948813,0.005598880223955211,0.02599480103979198,0.0035992801439712063,0.01119776044791041,0.007798440311937616,0.007798440311937616,0.0049990001999600095,0.002599480103979204,0.01119776044791041,0.008398320335932815,0.0067986402719456135,0.004399120175964808,0.006598680263947213,0.004199160167966408,0.03479304139172156,0.011797640471905608,0.002999400119976005,0.006998600279944014,0.010397920415916811,0.013797240551889604,0.007798440311937616,0.0019996000799840027,0.019596080783843194,0.012597480503899207,0.0067986402719456135,0.01059788042391521,0.0011997600479904018,0.02659468106378718,0.02579484103179358,0.013197360527894405,0.002199560087982403,0.00519896020795841,0.006598680263947213,0.03479304139172156,0.0165966806638672,0.0045990801839632086,0.027994401119775976,0.011997600479904008,0.006398720255948813,0.018796240751849595,0.001399720055988802,0.016996600679864,0.007598480303939215,0.008198360327934416,0.007598480303939215,0.0037992401519696068,0.005798840231953611,0.0165966806638672,0.013197360527894405,0,0.005598880223955211,0.0015996800639872023,7.998400319936012e-4,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,0,0.03479304139172156,0.019196160767846394,0,0.028594281143771175,0.015996800639872,0.019196160767846394,0.01059788042391521,0.011597680463907209,0.005598880223955211,0.009198160367926414,0.02139572085582879,0.03479304139172156,0.0165966806638672,0.0015996800639872023,0.007198560287942414,0.0019996000799840027,0.003999200159968007,0.009998000399920012,0.003999200159968007,0.012397520495900807,0.006598680263947213,0.017396520695860798,0.006598680263947213,0.004799040191961609,0.005798840231953611,0.0167966406718656,0.0171965606878624,0.018996200759847995,0.018396320735852796,0.018996200759847995,7.998400319936012e-4,0.009598080383923213,0.012797440511897606,0.013597280543891204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
