pi,neg,off.r,off.p
0.07540678931400101,3.7513080010579714,1.320367676555179,0.5
0.06997244816739034,5.4343331228632294,1.4066762272268534,0.5
0.07070832187309783,3.623881522628274,1.2876867967424914,0.5
0.08960983213037176,5.006196928156335,1.241069255513139,0.5
0.08605145409237516,5.113457527655903,1.3606332022463903,0.5
0.08680994822643619,4.768959655605052,1.3689718801761046,0.5
0.06546429635491144,4.25113535818344,1.236320330412127,0.5
0.07688466385006824,4.75332613807803,1.3455487979808822,0.5
0.06377101228572349,4.174536037437413,1.2070419483352453,0.5
0.07360978310462007,4.117689184557442,1.3167764185927808,0.5
0.07027824504766533,3.770015778431464,1.3865724690258503,0.5
0.06706137175206014,4.216220607344788,1.3191613265080377,0.5
0.05696364142931917,3.9261978608013877,1.3679111950332299,0.5
0.08019635512027812,3.944210811463911,1.209676141384989,0.5
0.09560842281207366,4.158803236849401,1.2570643533254042,0.5
0.07048355683218611,3.6358793257426285,1.3755714715225622,0.5
0.07456392094027173,4.708268903374467,1.2215651537990198,0.5
0.07143789853434934,3.408568636460025,1.3224849884863943,0.5
0.06667358288541361,3.878685861538891,1.366694226861,0.5
0.07621031806338507,4.008234613986481,1.2434679124271497,0.5
0.08655608289409358,4.011164163185079,1.2460486229974777,0.5
0.09491145252250065,2.7195712966535055,1.2505077256355435,0.5
0.09186972051393168,3.9879229422116467,1.2605231418274343,0.5
0.07542207508813518,3.964687283678707,1.2962712422013283,0.5
0.09409145994577489,4.414309460382704,1.2664440290536731,0.5
0.07911889504175565,2.8864419195491635,1.211206120555289,0.5
0.07766875496599755,3.2044072331085616,1.2478722793748602,0.5
0.08219618389848553,4.86032755131999,1.300324083538726,0.5
0.0958012605318793,5.5264616340322235,1.273246458149515,0.5
0.07646393522154475,5.016614322496373,1.2125503146089613,0.5
0.08604235830716722,4.132947813781705,1.2185539802303538,0.5
0.08246825246605953,3.334894441828858,1.1897863985504955,0.5
0.08072212084662099,3.6061012294998207,1.2209857017733157,0.5
0.06749178150203007,3.1309955395448767,1.348991209291853,0.5
0.08884479994885551,3.71795878798401,1.2124670220073313,0.5
0.08008259676862436,3.3781981206888148,1.265509061748162,0.5
0.07565915179438816,4.727243838079069,1.2509990826947615,0.5
0.07406618092209025,4.850667277646046,1.393127245013602,0.5
0.07416505585424524,4.39444650028998,1.384658700088039,0.5
0.09063831367529848,3.610947500976529,1.2465719592291862,0.5
0.07118597337976017,4.845209097435493,1.3022167157614604,0.5
0.06444291241932577,6.015088557560723,1.3437105410266668,0.5
0.10810677420813508,5.6503468227496185,1.1578728938475251,0.5
0.06807130472734488,6.167390833205339,1.3186563140479848,0.5
0.07700900204945271,6.380015773993712,1.3457930146250874,0.5
0.07168299811892127,5.903159270590898,1.2390881865285337,0.5
0.07640856313519097,5.677814713741448,1.2132338407682255,0.5
0.08475414663553155,5.3457594423711114,1.2437052464811131,0.5
0.09261290496215135,7.164918153259698,1.235203521559015,0.5
0.08052968694828361,3.6763694121658617,1.293548918212764,0.5
0.08681068711448368,4.072406379684601,1.249057434615679,0.5
0.0872040144866323,3.039125219166074,1.1857180553488433,0.5
0.07723258556798003,3.7528178715769016,1.257236648350954,0.5
0.09186330595984958,5.078734217390213,1.1969283348880708,0.5
0.0929703288478767,4.80656150746325,1.3337557351915166,0.5
0.07996223713271222,3.52237818256652,1.2860548553289846,0.5
0.05794917102903031,4.336320871549454,1.2596765526104718,0.5
0.08823654849547796,3.2777314824674093,1.310496872290969,0.5
0.06514838729053639,2.7841302545897477,1.2900782496435568,0.5
0.07627653076779001,3.856209478053991,1.308291572611779,0.5
0.08523641787469291,4.291992251707036,1.263584343250841,0.5
0.10863792309537434,3.023832549868878,1.1225758739747107,0.5
0.09233882490079756,3.066372243982535,1.2511281326878816,0.5
0.050727317226118396,2.70305164653508,1.4000370731810108,0.5
0.08120802128687407,3.1863576727377065,1.1826574460137635,0.5
0.057680252101271375,4.020673711147886,1.3414741185260937,0.5
0.1002037383615961,4.997712296146695,1.2999614902073517,0.5
0.09826658573001527,3.3426180689751916,1.263551187585108,0.5
0.0787833868525913,2.5854743695275673,1.3797738186549395,0.5
0.07667808481492008,2.9337468728812226,1.3961915164254606,0.5
0.07497293967753554,4.457927482497674,1.2593550962628797,0.5
0.06776411221362558,6.278835227891598,1.2596462136134505,0.5
0.07090382762253193,5.152367726263385,1.293821978266351,0.5
0.08782182955182999,4.2510394417371415,1.2724288000026718,0.5
0.07230494092218487,2.8320694040197694,1.3050341211492196,0.5
0.07899317338596938,3.5271940762799048,1.2455060073407367,0.5
0.049230402102693,3.778087627321277,1.3539274028735235,0.5
0.07578117400407702,3.3814207779399865,1.3100683486554772,0.5
0.09423383537214161,3.3964600419316255,1.339595373137854,0.5
0.07373340101912529,4.608220564147253,1.3743256924208254,0.5
0.07005685574840666,3.9474339004995116,1.17940698354505,0.5
0.08198179381433784,3.1214269697123953,1.258376833051443,0.5
0.059976104740052535,3.975805930389818,1.4183552057947963,0.5
0.08816617468837559,4.208447029759903,1.322007327573374,0.5
0.08932715500704855,3.672932620455306,1.1651096835266799,0.5
0.09697950354311524,4.352095342769083,1.3052541572833434,0.5
0.07843916842248198,5.969069574905355,1.2768166176974773,0.5
0.09697272318880912,6.388899693444166,1.2224472167436033,0.5
