tinfection,tremoved,infector_id,infected_id
2020.0683387587103,2020.0846994535702,279,45_d500_124_0_badger_2020-02-01
2019.3150376926274,2019.6657534247279,3,45_d500_124_1_badger_2019-09-01
2018.801652724052,2019.665753424715,227,45_d500_124_2_badger_2019-09-01
2015.5770231477536,2016.6666666666833,11,45_d500_152_1_badger_2016-09-01
2012.612107502026,2013.7479452055745,448,45_d500_155_880_0_badger_2013-10-01
2014.9575243820095,2015.5808219179023,11,45_d500_156_0_badger_2015-08-01
2011.9528492528116,2013.000000000012,451,45_d500_156_1_badger_2013-01-01
2011.7321183540298,2012.330601092981,10,45_d500_156_2_badger_2012-05-01
2016.1104096778918,2016.49726775961,11,45_d500_156_3_badger_2016-07-01
2010.2553242107356,2012.7486338798362,452,45_d500_156_4_badger_2012-10-01
2014.8026659407092,2015.4958904110135,444,45_d500_156_5_badger_2015-07-01
2020.0172730714776,2020.0846994535757,297,45_d500_156_6_badger_2020-02-01
2019.4915855634047,2020.0846994536278,354,45_d500_156_7_badger_2020-02-01
2017.6009462223583,2018.5808219178261,432,45_d500_156_8_badger_2018-08-01
2005.933790309692,2007.915068493191,0,45_d500_160_0_badger_2007-12-01
2018.1181071122076,2019.0000000000853,426,45_d500_160_1_badger_2019-01-01
2009.1310226593773,2010.4958904110572,15,45_d500_160_2_badger_2010-07-01
2012.1997680236245,2012.7486338798037,19,45_d500_160_3_badger_2012-10-01
2011.2683426935007,2013.328767123333,17,45_d500_160_4_badger_2013-05-01
2014.734331044075,2018.5808219178155,438,45_d500_163_0_badger_2018-08-01
2011.9788557752674,2013.8328767123955,448,45_d500_163_1_badger_2013-11-01
2014.9106312455406,2017.084931506888,443,45_d500_163_2_badger_2017-02-01
2012.4593364645077,2013.9150684932342,448,45_d500_163_3_badger_2013-12-01
2013.2789496352143,2014.8328767123444,214,45_d500_163_4_badger_2014-11-01
2013.4522997596962,2015.4136986301717,447,45_d500_163_5_badger_2015-06-01
2016.6459158756563,2017.580821917857,437,45_d500_172_0_badger_2017-08-01
2016.580611154447,2017.328767123303,437,45_d500_172_1_badger_2017-05-01
2017.6350384154096,2019.161643835652,250,45_d500_172_2_badger_2019-03-01
2016.087766032118,2017.495890411055,205,45_d500_172_3_badger_2017-07-01
2019.9897606127174,2020.084699453565,303,45_d500_172_4_badger_2020-02-01
2015.580529844505,2016.3306010928973,32,45_d500_173_0_badger_2016-05-01
2014.7930780640825,2015.1616438356318,72,45_d500_173_1_badger_2015-03-01
2018.5333399049728,2018.580821917889,207,45_d500_173_2_badger_2018-08-01
2018.413984280389,2018.5808219178948,237,45_d500_174_0_badger_2018-08-01
2016.0302120713143,2016.666666666718,32,45_d500_174_1_badger_2016-09-01
2020.0558862854173,2020.0846994536146,282,45_d500_174_2_badger_2020-02-01
2020.0746943498707,2020.0846994536362,275,45_d500_175_0_badger_2020-02-01
2016.8080348559213,2017.4136986301653,54,45_d500_179_0_badger_2017-06-01
2011.4136913239358,2015.328767123355,70,45_d500_179_1_badger_2015-05-01
2019.6673104136926,2020.0846994535668,337,45_d500_179_2_badger_2020-02-01
2019.3886253456099,2019.6657534247558,361,45_d500_179_3_badger_2019-09-01
2019.958377028361,2020.0846994535816,311,45_d500_179_4_badger_2020-02-01
2019.3720790660952,2019.5808219178198,155,45_d500_204_1758_0_badger_2019-08-01
2017.7282287290454,2018.2465753424822,431,45_d500_204_1758_1_badger_2018-04-01
2020.0104038184616,2020.0846994536462,299,45_d500_204_1758_2_badger_2020-02-01
2020.0474221555344,2020.0846994536314,285,45_d500_204_1758_3_badger_2020-02-01
2018.8865317586115,2019.3287671233852,393,45_d500_204_1758_4_badger_2019-05-01
2020.0401090203677,2020.0846994535868,286,45_d500_204_1758_5_badger_2020-02-01
2017.9241797021032,2018.7479452055297,413,45_d500_204_1758_6_badger_2018-10-01
2020.076796244551,2020.0846994536328,273,45_d500_204_1758_7_badger_2020-02-01
2015.7136605944465,2017.665753424658,440,45_d500_57_715_0_badger_2017-09-01
2019.640894405734,2020.0846994535532,341,45_d500_57_715_1_badger_2020-02-01
2016.2838439415657,2018.4958904110274,438,45_d500_57_715_2_badger_2018-07-01
2015.639996978366,2017.4958904110517,441,45_d500_57_715_3_badger_2017-07-01
2020.0713299917616,2020.0846994535793,276,45_d500_57_715_4_badger_2020-02-01
2018.7981995474136,2019.5808219178894,398,45_d500_57_715_5_badger_2019-08-01
2019.92894602521,2020.0846994536305,317,45_d500_57_715_6_badger_2020-02-01
2014.2488658717689,2016.6666666667654,443,45_d500_61_0_badger_2016-09-01
2013.4823568728223,2013.8328767123908,214,45_d500_61_1_badger_2013-11-01
2012.5882342971474,2015.1616438356864,70,45_d500_61_2_badger_2015-03-01
2019.9726826835254,2020.084699453629,307,45_d500_61_3_badger_2020-02-01
2014.310132690527,2016.5819672132027,191,45_d500_61_4_badger_2016-08-01
2014.3235809789287,2017.3287671233504,445,45_d500_99_866_0_badger_2017-05-01
2011.7951651200167,2015.2465753424917,70,45_d500_99_866_1_badger_2015-04-01
2015.251192761713,2016.4153005465344,62,45_d500_99_866_2_badger_2016-06-01
2020.0604089802127,2020.0846994535955,281,45_d500_99_866_3_badger_2020-02-01
2015.6205014854008,2016.581967213153,208,45_d500_99_866_4_badger_2016-08-01
2016.3152768951925,2016.4972677596093,67,45_d500_99_866_5_badger_2016-07-01
2013.588313299319,2014.4958904109799,214,45_d500_99_869_0_badger_2014-07-01
2011.1928435579766,2015.328767123295,448,45_d500_99_869_1_badger_2015-05-01
2012.66209684329,2014.084931506876,449,45_d500_99_869_2_badger_2014-02-01
2013.1237641420187,2014.3287671233195,214,45_d500_99_869_3_badger_2014-05-01
