infector_id,infected_id,prob
45_d500_159_855_2_badger_2011-07-01,45_d500_124_0_badger_2012-07-01,0.40911817636471554
64420047_1_cattle_2013-12-01,45_d500_152_0_badger_2015-08-01,0.6370725854828674
64420015_7_cattle_2011-08-01,45_d500_156_0_badger_2011-11-01,0.3999200159967901
45_d500_99_839_0_badger_2009-11-01,45_d500_157_858_0_badger_2010-05-01,0.2511497700459963
45_d500_157_858_3_badger_2015-07-01,45_d500_157_858_1_badger_2015-08-01,0.3089382123575278
45_d500_157_858_4_badger_2018-02-01,45_d500_157_858_2_badger_2018-05-01,0.2493501299740108
45_d500_157_858_1_badger_2015-08-01,45_d500_157_858_3_badger_2015-07-01,0.31653669266146617
64420015_10_cattle_2018-03-01,45_d500_157_858_4_badger_2018-02-01,0.24735052989402673
64420035_11_cattle_2011-07-01,45_d500_159_855_2_badger_2011-07-01,0.15856828634273423
64201007_15_cattle_2017-03-01,45_d500_169_0_badger_2017-01-01,0.18036392721456054
64002_2_boar_2014-09-01,45_d500_170_0_badger_2014-09-01,0.3913217356528598
64420039_4_cattle_2011-12-01,45_d500_170_1_badger_2012-06-01,0.2251549690062036
64002_3_boar_2014-07-01,45_d500_170_2_badger_2014-06-01,0.3869226154768955
64281003_3_cattle_2015-02-01,45_d500_171_0_badger_2015-06-01,0.2523495300939866
64420035_17_cattle_2016-06-01,45_d500_78_668_0_badger_2016-07-01,0.4959008198360119
64201006_0_cattle_2009-04-01,45_d500_99_839_0_badger_2009-11-01,0.2549490101979655
64002002_2_cattle_2013-10-01,64002002_0_cattle_2013-10-01,0.39592081583682254
64002002_13_cattle_2015-03-01,64002002_10_cattle_2015-03-01,0.41471705658867014
64002002_14_cattle_2015-03-01,64002002_11_cattle_2015-03-01,0.43431313737251126
64002002_9_cattle_2015-03-01,64002002_12_cattle_2015-03-01,0.20455908818236773
64002002_10_cattle_2015-03-01,64002002_13_cattle_2015-03-01,0.42891421715655503
64002002_11_cattle_2015-03-01,64002002_14_cattle_2015-03-01,0.44491101779642533
64399021_1_cattle_2019-05-01,64002002_15_cattle_2019-04-01,0.20475904819036614
64002_6_boar_2019-02-01,64002002_16_cattle_2018-12-01,0.11437712457508639
64002002_18_cattle_2018-12-01,64002002_17_cattle_2018-12-01,0.28954209158168503
64002002_17_cattle_2018-12-01,64002002_18_cattle_2018-12-01,0.2531493701259801
64002002_18_cattle_2018-12-01,64002002_19_cattle_2018-12-01,0.16776644671066093
64002002_5_cattle_2013-10-01,64002002_1_cattle_2013-10-01,0.18336332733453664
64002_4_boar_2019-03-01,64002002_20_cattle_2019-04-01,0.22895420915817333
64002002_0_cattle_2013-10-01,64002002_2_cattle_2013-10-01,0.38252349530093116
64002002_4_cattle_2013-09-01,64002002_3_cattle_2013-09-01,0.4367126574684918
64002002_3_cattle_2013-09-01,64002002_4_cattle_2013-09-01,0.4177164567086458
64002002_1_cattle_2013-10-01,64002002_5_cattle_2013-10-01,0.22295540891822113
64420039_1_cattle_2011-12-01,64002002_6_cattle_2013-10-01,0.17216556688662588
64002002_5_cattle_2013-10-01,64002002_7_cattle_2013-10-01,0.15216956608678522
64420035_15_cattle_2014-02-01,64002002_8_cattle_2015-03-01,0.27354529094181473
64420035_15_cattle_2014-02-01,64002002_9_cattle_2015-03-01,0.27894421115777096
64002002_6_cattle_2013-10-01,64002_0_boar_2014-04-01,0.24555088982204107
64399021_0_cattle_2019-07-01,64002_10_boar_2020-02-01,0.019596080783843194
64002002_5_cattle_2013-10-01,64002_1_boar_2013-12-01,0.2093581283743295
45_d500_170_0_badger_2014-09-01,64002_2_boar_2014-09-01,0.4103179364127058
45_d500_170_2_badger_2014-06-01,64002_3_boar_2014-07-01,0.3795240951809555
64002002_20_cattle_2019-04-01,64002_4_boar_2019-03-01,0.2597480503899266
6_d500_24_256_0_badger_2020-02-01,64002_5_boar_2020-02-01,0.008798240351929614
64002002_16_cattle_2018-12-01,64002_6_boar_2019-02-01,0.15816836632673742
64472_2_boar_2020-02-01,64002_7_boar_2020-02-01,0.014797040591881602
6_d500_24_256_0_badger_2020-02-01,64002_8_boar_2020-02-01,0.009398120375924813
64399_0_boar_2020-02-01,64002_9_boar_2020-02-01,0.006998600279944014
64420015_2_cattle_2008-05-01,64201006_0_cattle_2009-04-01,0.27794441111777907
64281_1_boar_2017-03-01,64201007_0_cattle_2017-03-01,0.3301339732053559
64201007_1_cattle_2017-03-01,64201007_10_cattle_2017-03-01,0.37772445510897007
64201007_6_cattle_2017-03-01,64201007_11_cattle_2017-03-01,0.3483303339332084
64201007_8_cattle_2017-03-01,64201007_12_cattle_2017-03-01,0.43811237752448046
64281003_5_cattle_2017-01-01,64201007_13_cattle_2017-03-01,0.1329734053189382
64201007_17_cattle_2017-03-01,64201007_14_cattle_2017-03-01,0.32793441311737376
45_d500_169_0_badger_2017-01-01,64201007_15_cattle_2017-03-01,0.23895220955809365
64201007_14_cattle_2017-03-01,64201007_16_cattle_2017-03-01,0.10157968406318837
64201007_14_cattle_2017-03-01,64201007_17_cattle_2017-03-01,0.40691861627673337
64201007_2_cattle_2017-03-01,64201007_18_cattle_2017-03-01,0.32813437312537214
64201007_4_cattle_2017-03-01,64201007_19_cattle_2017-03-01,0.4471105778844075
64201007_10_cattle_2017-03-01,64201007_1_cattle_2017-03-01,0.33573285342931053
64201007_1_cattle_2017-03-01,64201007_20_cattle_2017-03-01,0.1331733653269366
64201007_5_cattle_2017-03-01,64201007_21_cattle_2017-03-01,0.5012997400519682
64201007_18_cattle_2017-03-01,64201007_2_cattle_2017-03-01,0.1939612077584522
64201007_13_cattle_2017-03-01,64201007_3_cattle_2017-02-01,0.09118176364727124
64201007_19_cattle_2017-03-01,64201007_4_cattle_2017-03-01,0.2985402919416121
64201007_21_cattle_2017-03-01,64201007_5_cattle_2017-03-01,0.49850029993999084
