45_d500_100_2_badger_2015-07-01,45_d500_123_762_0_badger_2015-08-01,45_d500_152_0_badger_2014-06-01,45_d500_152_1_badger_2013-08-01,45_d500_152_2_badger_2011-12-01,45_d500_155_880_0_badger_2017-05-01,45_d500_156_0_badger_2020-02-01,45_d500_157_858_0_badger_2013-08-01,45_d500_157_858_1_badger_2014-05-01,45_d500_157_858_2_badger_2012-04-01,45_d500_157_858_3_badger_2012-11-01,45_d500_157_858_4_badger_2017-03-01,45_d500_157_858_5_badger_2020-02-01,45_d500_160_0_badger_2013-08-01,45_d500_160_1_badger_2015-05-01,45_d500_160_2_badger_2010-07-01,45_d500_160_3_badger_2020-02-01,45_d500_160_4_badger_2012-07-01,45_d500_160_5_badger_2013-03-01,45_d500_160_7_badger_2014-08-01,45_d500_163_0_badger_2014-09-01,45_d500_163_2_badger_2014-04-01,45_d500_163_3_badger_2018-07-01,45_d500_220_0_badger_2016-08-01,45_d500_37_600_0_badger_2014-07-01,45_d500_51_0_badger_2020-02-01,45_d500_51_1_badger_2017-12-01,45_d500_51_2_badger_2020-02-01,45_d500_62_0_badger_2020-02-01,45_d500_99_720_0_badger_2015-06-01,45_d500_99_720_1_badger_2020-02-01,45_d500_99_866_4_badger_2013-04-01,45_d500_99_866_5_badger_2012-10-01,45_d500_99_866_6_badger_2015-06-01,5_d500_15_0_badger_2017-08-01,64183034_0_cattle_2016-06-01,64183034_10_cattle_2016-06-01,64183034_11_cattle_2016-04-01,64183034_12_cattle_2016-06-01,64183034_13_cattle_2016-04-01,64183034_14_cattle_2016-04-01,64183034_15_cattle_2016-04-01,64183034_16_cattle_2016-04-01,64183034_17_cattle_2016-04-01,64183034_18_cattle_2016-06-01,64183034_19_cattle_2016-06-01,64183034_1_cattle_2016-06-01,64183034_20_cattle_2016-06-01,64183034_21_cattle_2016-02-01,64183034_22_cattle_2016-04-01,64183034_23_cattle_2016-06-01,64183034_24_cattle_2016-04-01,64183034_25_cattle_2016-04-01,64183034_26_cattle_2016-04-01,64183034_27_cattle_2016-04-01,64183034_28_cattle_2016-01-01,64183034_29_cattle_2016-04-01,64183034_2_cattle_2016-04-01,64183034_30_cattle_2016-06-01,64183034_31_cattle_2016-06-01,64183034_32_cattle_2016-04-01,64183034_33_cattle_2016-06-01,64183034_34_cattle_2016-03-01,64183034_35_cattle_2016-04-01,64183034_36_cattle_2016-04-01,64183034_37_cattle_2016-06-01,64183034_38_cattle_2016-06-01,64183034_39_cattle_2016-04-01,64183034_3_cattle_2016-06-01,64183034_40_cattle_2016-06-01,64183034_41_cattle_2016-04-01,64183034_42_cattle_2016-06-01,64183034_43_cattle_2016-04-01,64183034_44_cattle_2016-06-01,64183034_45_cattle_2016-04-01,64183034_46_cattle_2016-06-01,64183034_47_cattle_2016-04-01,64183034_48_cattle_2016-04-01,64183034_49_cattle_2016-06-01,64183034_4_cattle_2016-04-01,64183034_50_cattle_2016-04-01,64183034_51_cattle_2016-06-01,64183034_52_cattle_2016-06-01,64183034_53_cattle_2016-04-01,64183034_54_cattle_2016-04-01,64183034_55_cattle_2016-06-01,64183034_56_cattle_2016-06-01,64183034_57_cattle_2016-06-01,64183034_58_cattle_2016-04-01,64183034_59_cattle_2016-04-01,64183034_5_cattle_2016-06-01,64183034_60_cattle_2016-06-01,64183034_61_cattle_2016-06-01,64183034_6_cattle_2016-04-01,64183034_7_cattle_2016-04-01,64183034_8_cattle_2016-06-01,64183034_9_cattle_2016-06-01,64183_0_boar_2016-09-01,64201014_0_cattle_2019-11-01,64201014_10_cattle_2019-11-01,64201014_11_cattle_2019-11-01,64201014_12_cattle_2019-11-01,64201014_13_cattle_2019-11-01,64201014_14_cattle_2019-11-01,64201014_15_cattle_2019-11-01,64201014_16_cattle_2019-11-01,64201014_17_cattle_2019-11-01,64201014_18_cattle_2019-11-01,64201014_19_cattle_2019-11-01,64201014_1_cattle_2019-11-01,64201014_20_cattle_2019-11-01,64201014_21_cattle_2019-11-01,64201014_22_cattle_2019-11-01,64201014_23_cattle_2019-11-01,64201014_2_cattle_2019-11-01,64201014_3_cattle_2019-10-01,64201014_4_cattle_2019-11-01,64201014_5_cattle_2019-11-01,64201014_6_cattle_2019-11-01,64201014_7_cattle_2019-11-01,64201014_8_cattle_2019-11-01,64201014_9_cattle_2019-11-01,64281001_0_cattle_2020-02-01,64310006_0_cattle_2014-12-01,64310006_10_cattle_2014-12-01,64310006_11_cattle_2014-12-01,64310006_12_cattle_2014-12-01,64310006_13_cattle_2014-12-01,64310006_14_cattle_2014-12-01,64310006_15_cattle_2014-12-01,64310006_16_cattle_2014-12-01,64310006_17_cattle_2014-12-01,64310006_18_cattle_2014-12-01,64310006_19_cattle_2014-12-01,64310006_1_cattle_2014-12-01,64310006_20_cattle_2014-12-01,64310006_21_cattle_2014-12-01,64310006_22_cattle_2014-12-01,64310006_23_cattle_2014-12-01,64310006_24_cattle_2014-12-01,64310006_25_cattle_2014-12-01,64310006_26_cattle_2014-12-01,64310006_27_cattle_2014-12-01,64310006_28_cattle_2014-12-01,64310006_29_cattle_2014-12-01,64310006_2_cattle_2014-12-01,64310006_30_cattle_2014-12-01,64310006_31_cattle_2014-12-01,64310006_32_cattle_2014-12-01,64310006_33_cattle_2014-12-01,64310006_34_cattle_2014-12-01,64310006_35_cattle_2014-12-01,64310006_36_cattle_2014-12-01,64310006_37_cattle_2014-12-01,64310006_38_cattle_2014-12-01,64310006_39_cattle_2014-12-01,64310006_3_cattle_2014-11-01,64310006_40_cattle_2014-12-01,64310006_41_cattle_2014-12-01,64310006_42_cattle_2014-12-01,64310006_4_cattle_2014-07-01,64310006_5_cattle_2014-12-01,64310006_6_cattle_2014-12-01,64310006_7_cattle_2014-12-01,64310006_8_cattle_2014-12-01,64310006_9_cattle_2014-12-01,64310_0_boar_2012-11-01,64310_1_boar_2013-10-01,64310_2_boar_2013-04-01,64310_3_boar_2014-05-01,64310_4_boar_2014-06-01,64310_5_boar_2015-05-01,64310_6_boar_2015-12-01,64310_7_boar_2015-06-01,64310_8_boar_2016-05-01,64310_9_boar_2015-09-01,64326020_0_cattle_2017-10-01,64359054_0_cattle_2017-12-01,64359110_0_cattle_2014-02-01,64359189_0_cattle_2013-03-01,64359189_1_cattle_2013-03-01,64359189_2_cattle_2013-03-01,64359_0_boar_2014-01-01,64359_14_boar_2018-05-01,64359_15_boar_2018-08-01,64359_16_boar_2019-10-01,64359_17_boar_2018-12-01,64359_18_boar_2018-10-01,64359_19_boar_2018-06-01,64359_21_boar_2020-02-01,64359_24_boar_2020-02-01,64420007_0_cattle_2012-07-01,64420007_1_cattle_2012-07-01,64420007_2_cattle_2012-06-01,64420007_3_cattle_2012-07-01,64420007_4_cattle_2012-03-01,64420007_5_cattle_2012-07-01,64420008_0_cattle_2013-03-01,64420009_7_cattle_2015-10-01,64420015_0_cattle_2010-04-01,64420015_10_cattle_2010-02-01,64420015_11_cattle_2010-02-01,64420015_12_cattle_2010-04-01,64420015_13_cattle_2010-04-01,64420015_14_cattle_2010-04-01,64420015_15_cattle_2010-02-01,64420015_16_cattle_2010-02-01,64420015_17_cattle_2010-02-01,64420015_18_cattle_2010-04-01,64420015_19_cattle_2010-02-01,64420015_1_cattle_2010-02-01,64420015_20_cattle_2010-04-01,64420015_21_cattle_2010-04-01,64420015_22_cattle_2013-02-01,64420015_23_cattle_2013-02-01,64420015_24_cattle_2013-02-01,64420015_25_cattle_2019-09-01,64420015_26_cattle_2020-02-01,64420015_27_cattle_2020-02-01,64420015_28_cattle_2020-02-01,64420015_2_cattle_2010-02-01,64420015_3_cattle_2010-02-01,64420015_4_cattle_2010-02-01,64420015_5_cattle_2010-04-01,64420015_6_cattle_2010-04-01,64420015_7_cattle_2010-04-01,64420015_8_cattle_2010-02-01,64420015_9_cattle_2010-04-01,64420035_0_cattle_2015-05-01,64420035_1_cattle_2015-03-01,64420035_2_cattle_2015-03-01,64420035_3_cattle_2015-03-01,64420035_4_cattle_2019-06-01,64420035_5_cattle_2019-02-01,64420035_6_cattle_2019-02-01,64420035_7_cattle_2019-09-01,64420042_0_cattle_2013-12-01,64420042_1_cattle_2013-12-01,64420042_2_cattle_2013-12-01,64420044_0_cattle_2011-09-01,64420044_10_cattle_2011-09-01,64420044_11_cattle_2011-09-01,64420044_12_cattle_2011-09-01,64420044_13_cattle_2011-09-01,64420044_14_cattle_2011-09-01,64420044_15_cattle_2011-09-01,64420044_16_cattle_2011-09-01,64420044_17_cattle_2011-09-01,64420044_18_cattle_2011-09-01,64420044_19_cattle_2011-09-01,64420044_1_cattle_2011-09-01,64420044_20_cattle_2011-09-01,64420044_21_cattle_2011-09-01,64420044_22_cattle_2011-09-01,64420044_23_cattle_2011-09-01,64420044_24_cattle_2011-09-01,64420044_25_cattle_2020-02-01,64420044_26_cattle_2020-02-01,64420044_27_cattle_2020-02-01,64420044_28_cattle_2020-02-01,64420044_29_cattle_2020-02-01,64420044_2_cattle_2011-09-01,64420044_30_cattle_2020-02-01,64420044_31_cattle_2020-02-01,64420044_32_cattle_2020-02-01,64420044_3_cattle_2011-09-01,64420044_4_cattle_2011-09-01,64420044_5_cattle_2011-09-01,64420044_6_cattle_2011-09-01,64420044_7_cattle_2011-09-01,64420044_8_cattle_2011-09-01,64420044_9_cattle_2011-08-01,64420047_0_cattle_2012-12-01,64420047_1_cattle_2020-02-01,64449006_0_cattle_2015-04-01,64449006_1_cattle_2015-06-01,64449006_2_cattle_2015-06-01,64449006_3_cattle_2015-06-01,64449006_4_cattle_2015-04-01,64449006_5_cattle_2015-04-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0.009598080383923213,0,0.43831233753247884,0,0.24855028994201717,0,0,0,0,0,0,0,0,0,0,0,0.0153969206158768,0,0,0,0.005998800239952012,0,0,0,0,0.024395120975804784,0,0,0,0,0,0.006598680263947213,0.006998600279944014,0.0019996000799840027,0,0,0,0,0.0067986402719456135,0,0.022995400919815986,0.0017996400719856025,0,0,0,0.014197160567886403,0.012997400519896006,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009398120375924813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3593281343731192,0,0,0,0,0,0.006198760247950412,0.012597480503899207,0.19296140771846015,0,0,0,0,0.003999200159968007,0,0,0,0,0,0,0,0,0.010397920415916811,0,0,0.023195360927814386,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0.12797440511897804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138772245550892,0.013797240551889604,0,0.02099580083983199,0,0.024995000999799982,0,0,0,0,0,0,0,0,0,0.028594281143771175,0,0,0,0,0,0.002199560087982403,0,0,0,0,0.1669666066786673,0,0,0,0,0,0.007198560287942414,0.023395320935812786,0.006598680263947213,0,0,0,0,0.014597080583883202,0,0.13777244551089995,0.1265746850629892,0,0,0,0.027194561087782378,0.018996200759847995,0,0,0,0,0,0,0,0,0,0,0.013397320535892805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23055388922216058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15836832633473583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05938812237552471,0.20835832833433746,0,0,0,0,0,0.048190361927614334,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15096980603879478,0,0,0,0,0,0,0,0.19976004799040598,0,0,0.062387522495500704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06418716256748636,0,0,0,0,0,0.16576684663067687,0.11297740451909755,0.11697660467906568,0,0.07998400319936047,0,0,0,0,0,0,0,0,0,0,0.08498300339932063,0.05558888222355512,0,0,0.09598080383923299,0,0,0,0,0,0,0.04539092181563674,0,0.07698460307938437,0,0,0,0.05998800239951991,0.1297740451909637,0,0,0,0,0,0.02119576084783039,0,0.08958208358328398,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2467506498700315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1669666066786673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39972005598879173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.006998600279944014,0,0.002599480103979204,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0.006598680263947213,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0.005598880223955211,0.004199160167966408,0.4011197760447804,0,0,0,0,0.002999400119976005,0,0.002599480103979204,0,0,0,0,0.004199160167966408,0.10117976404719156,0,0,0,0,0,0,0,0,0,0,0.1823635272945446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03539292141571676,0,0,0,0,0,0,0,0,0,0,0.028994201159767974,0,0,0,0,0.019196160767846394,0,0,0,0,0,0.21835632873425778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061387722455508706,0,0,0,0,0,0,0,0.013597280543891204,0,0,0.19996000799840438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05498900219955992,0,0,0,0,0,0,0,0,0,0,0.13137372525495095,0,0,0,0.02059588082383519,0,0,0,0,0,0,0.013197360527894405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04999000199959993,0,0,0,0,0,0,0,0.47570485902817566,0,0,0.008798240351929614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1485702859428139,0,0,0,0,0,0,0.10897820435912942,0,0,0,0,0,0.4413117376524545,0,0,0,0,0,0.16016796640672148,0.1425714857028617,0,0.28394321135773043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04619076184763034,0,5.998800239952009e-4,0.0037992401519696068,0,0.014597080583883202,1.999600079984003e-4,0,0,0.01059788042391521,0.008198360327934416,0.009198160367926414,0.017796440711857597,0,3.999200159968006e-4,0,0,0,0.002599480103979204,0,0.0011997600479904018,0.0067986402719456135,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0.008398320335932815,0.015196960607878401,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0.005998800239952012,0,0.003999200159968007,3.999200159968006e-4,0,0,0.033393321335732765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0.003399320135972806,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05618876224755032,0.06018796240751831,0,0.042191561687662346,0,0.0747850429914019,0,0,0,0,0,0,0,0,0,0.06998600279944014,0,0.16936612677464818,0,0,0,0.020195960807838392,0,0,0,0,0,0,0,0,0,0,0.008598280343931215,0.06078784243151351,0.01059788042391521,0,0,0,0,0.03079384123175357,0,0.2503499300140028,0.08298340331933657,0,0,0,0.08758248350329992,0.06618676264747042,0,0,0,0,0,0,0,0,0,0,0.026994601079783978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14077184563087605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1571685662867454,0,0.16236752649470396,0,0,0,0.18256348730254301,0,0,0,0,0,0,0.6118776244750717,0,0.12357528494301309,0,0,0,0,0,0,0.08278344331133816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024395120975804784,0,0,0,0,0,0.006198760247950412,0.2433513297340586,0.02179564087182559,0,0.018796240751849595,0,0,0.00519896020795841,0,0,0,0,0,0,0,0,0,0,0,0.39972005598879173,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,1.999600079984003e-4,0.029594081183763173,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167966406718656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
