40119050_0_cattle_2017-01-01,40119050_10_cattle_2017-05-01,40119050_1_cattle_2017-04-01,40119050_2_cattle_2017-05-01,40119050_3_cattle_2016-03-01,40119050_4_cattle_2017-03-01,40119050_5_cattle_2017-02-01,40119050_6_cattle_2017-03-01,40119050_7_cattle_2017-03-01,40119050_8_cattle_2017-05-01,40119050_9_cattle_2017-05-01,40119_0_boar_2017-12-01,40119_1_boar_2018-09-01,45_d500_12_1911_0_badger_2019-06-01,45_d500_157_858_0_badger_2017-05-01,45_d500_15_0_badger_2015-09-01,45_d500_19_0_badger_2015-04-01,45_d500_19_1_badger_2016-10-01,45_d500_19_2_badger_2020-02-01,45_d500_216_0_badger_2016-09-01,45_d500_244_0_badger_2017-06-01,45_d500_261_0_badger_2015-07-01,45_d500_261_1_badger_2019-02-01,45_d500_261_2_badger_2020-02-01,45_d500_261_3_badger_2020-02-01,45_d500_261_4_badger_2020-02-01,45_d500_37_544_0_badger_2016-08-01,45_d500_50_612_0_badger_2018-06-01,45_d500_53_596_0_badger_2019-07-01,45_d500_55_0_badger_2018-12-01,45_d500_68_627_0_badger_2018-08-01,45_d500_81_659_0_badger_2019-08-01,64141039_33_cattle_2012-07-01,64165002_0_cattle_2016-03-01,64165002_1_cattle_2016-03-01,64165002_2_cattle_2016-03-01,64165002_3_cattle_2016-05-01,64165002_4_cattle_2016-03-01,64165002_5_cattle_2016-05-01,64165002_6_cattle_2016-05-01,64165046_0_cattle_2016-02-01,64165046_10_cattle_2018-02-01,64165046_1_cattle_2015-12-01,64165046_2_cattle_2015-12-01,64165046_3_cattle_2015-12-01,64165046_4_cattle_2015-12-01,64165046_5_cattle_2015-12-01,64165046_6_cattle_2018-02-01,64165046_7_cattle_2018-02-01,64165046_8_cattle_2018-04-01,64165046_9_cattle_2018-04-01,64172002_0_cattle_2016-01-01,64197001_0_cattle_2015-05-01,64197001_10_cattle_2018-02-01,64197001_11_cattle_2018-02-01,64197001_12_cattle_2018-02-01,64197001_1_cattle_2015-05-01,64197001_2_cattle_2015-02-01,64197001_3_cattle_2015-05-01,64197001_4_cattle_2015-05-01,64197001_5_cattle_2015-04-01,64197001_6_cattle_2015-05-01,64197001_7_cattle_2015-05-01,64197001_8_cattle_2015-05-01,64197001_9_cattle_2018-02-01,64197011_0_cattle_2018-03-01,64326020_0_cattle_2013-06-01,64326020_10_cattle_2013-06-01,64326020_11_cattle_2013-06-01,64326020_12_cattle_2013-04-01,64326020_13_cattle_2013-04-01,64326020_14_cattle_2013-04-01,64326020_15_cattle_2013-03-01,64326020_16_cattle_2013-04-01,64326020_17_cattle_2013-04-01,64326020_18_cattle_2013-04-01,64326020_19_cattle_2013-06-01,64326020_1_cattle_2013-04-01,64326020_20_cattle_2013-06-01,64326020_21_cattle_2013-04-01,64326020_22_cattle_2013-06-01,64326020_23_cattle_2013-06-01,64326020_24_cattle_2013-06-01,64326020_25_cattle_2015-04-01,64326020_26_cattle_2015-02-01,64326020_27_cattle_2014-12-01,64326020_28_cattle_2014-12-01,64326020_29_cattle_2014-12-01,64326020_2_cattle_2013-06-01,64326020_30_cattle_2015-02-01,64326020_31_cattle_2015-02-01,64326020_32_cattle_2015-02-01,64326020_33_cattle_2015-02-01,64326020_34_cattle_2018-05-01,64326020_35_cattle_2018-01-01,64326020_36_cattle_2018-01-01,64326020_37_cattle_2018-01-01,64326020_38_cattle_2018-03-01,64326020_3_cattle_2013-04-01,64326020_4_cattle_2013-04-01,64326020_5_cattle_2013-04-01,64326020_6_cattle_2013-04-01,64326020_7_cattle_2013-04-01,64326020_8_cattle_2013-06-01,64326020_9_cattle_2013-04-01,64328_0_boar_2019-04-01,64359024_0_cattle_2014-12-01,64359024_10_cattle_2015-01-01,64359024_11_cattle_2015-01-01,64359024_12_cattle_2017-03-01,64359024_13_cattle_2017-05-01,64359024_14_cattle_2017-05-01,64359024_15_cattle_2017-05-01,64359024_16_cattle_2017-05-01,64359024_17_cattle_2017-03-01,64359024_18_cattle_2017-03-01,64359024_19_cattle_2017-03-01,64359024_1_cattle_2015-01-01,64359024_20_cattle_2018-12-01,64359024_2_cattle_2015-01-01,64359024_3_cattle_2015-01-01,64359024_4_cattle_2015-01-01,64359024_5_cattle_2015-01-01,64359024_6_cattle_2015-01-01,64359024_7_cattle_2015-01-01,64359024_8_cattle_2015-01-01,64359024_9_cattle_2015-01-01,64359138_0_cattle_2018-06-01,64359138_1_cattle_2018-02-01,64359138_2_cattle_2018-06-01,64359138_3_cattle_2018-06-01,64359163_0_cattle_2016-12-01,64359163_10_cattle_2016-12-01,64359163_11_cattle_2016-12-01,64359163_12_cattle_2016-12-01,64359163_1_cattle_2016-12-01,64359163_2_cattle_2016-12-01,64359163_3_cattle_2017-02-01,64359163_4_cattle_2016-12-01,64359163_5_cattle_2016-12-01,64359163_6_cattle_2016-12-01,64359163_7_cattle_2016-12-01,64359163_8_cattle_2016-12-01,64359163_9_cattle_2017-02-01,64359170_0_cattle_2015-04-01,64359170_1_cattle_2015-02-01,64359170_2_cattle_2015-02-01,64359170_3_cattle_2015-04-01,64359200_0_cattle_2017-01-01,64359200_1_cattle_2017-01-01,64359209_0_cattle_2016-02-01,64359209_10_cattle_2016-02-01,64359209_11_cattle_2016-02-01,64359209_12_cattle_2016-02-01,64359209_13_cattle_2016-06-01,64359209_14_cattle_2016-02-01,64359209_1_cattle_2015-03-01,64359209_2_cattle_2016-02-01,64359209_3_cattle_2016-05-01,64359209_4_cattle_2016-06-01,64359209_5_cattle_2016-02-01,64359209_6_cattle_2016-02-01,64359209_7_cattle_2016-09-01,64359209_8_cattle_2016-02-01,64359209_9_cattle_2016-02-01,64359_0_boar_2016-11-01,64359_10_boar_2018-09-01,64359_11_boar_2019-02-01,64359_1_boar_2015-12-01,64359_2_boar_2017-05-01,64359_3_boar_2017-01-01,64359_4_boar_2017-08-01,64359_5_boar_2018-06-01,64359_6_boar_2018-07-01,64359_7_boar_2018-01-01,64359_9_boar_2019-05-01,64393387_0_cattle_2015-05-01,64393387_10_cattle_2015-05-01,64393387_11_cattle_2015-05-01,64393387_12_cattle_2015-05-01,64393387_13_cattle_2015-05-01,64393387_14_cattle_2015-05-01,64393387_15_cattle_2015-05-01,64393387_16_cattle_2015-05-01,64393387_17_cattle_2015-05-01,64393387_18_cattle_2015-05-01,64393387_19_cattle_2015-05-01,64393387_1_cattle_2015-05-01,64393387_20_cattle_2015-05-01,64393387_21_cattle_2015-05-01,64393387_22_cattle_2015-05-01,64393387_23_cattle_2015-05-01,64393387_24_cattle_2015-05-01,64393387_25_cattle_2015-05-01,64393387_26_cattle_2015-04-01,64393387_27_cattle_2015-05-01,64393387_28_cattle_2015-05-01,64393387_29_cattle_2015-05-01,64393387_2_cattle_2015-05-01,64393387_30_cattle_2015-05-01,64393387_31_cattle_2015-05-01,64393387_32_cattle_2015-05-01,64393387_33_cattle_2015-05-01,64393387_34_cattle_2015-05-01,64393387_35_cattle_2015-05-01,64393387_36_cattle_2015-05-01,64393387_37_cattle_2015-05-01,64393387_38_cattle_2015-05-01,64393387_39_cattle_2015-05-01,64393387_3_cattle_2015-05-01,64393387_40_cattle_2015-05-01,64393387_41_cattle_2015-05-01,64393387_42_cattle_2015-05-01,64393387_43_cattle_2015-05-01,64393387_44_cattle_2015-05-01,64393387_45_cattle_2015-05-01,64393387_46_cattle_2015-05-01,64393387_47_cattle_2015-05-01,64393387_48_cattle_2015-05-01,64393387_49_cattle_2015-05-01,64393387_4_cattle_2015-05-01,64393387_50_cattle_2015-05-01,64393387_51_cattle_2015-05-01,64393387_52_cattle_2015-05-01,64393387_53_cattle_2015-05-01,64393387_54_cattle_2015-05-01,64393387_55_cattle_2015-05-01,64393387_56_cattle_2015-05-01,64393387_57_cattle_2015-05-01,64393387_58_cattle_2015-05-01,64393387_59_cattle_2015-05-01,64393387_5_cattle_2015-05-01,64393387_60_cattle_2015-05-01,64393387_61_cattle_2015-05-01,64393387_62_cattle_2015-05-01,64393387_63_cattle_2017-12-01,64393387_64_cattle_2018-04-01,64393387_65_cattle_2018-04-01,64393387_66_cattle_2018-04-01,64393387_67_cattle_2017-12-01,64393387_68_cattle_2017-12-01,64393387_69_cattle_2018-04-01,64393387_6_cattle_2015-05-01,64393387_70_cattle_2018-04-01,64393387_71_cattle_2018-07-01,64393387_72_cattle_2018-04-01,64393387_73_cattle_2018-04-01,64393387_74_cattle_2018-04-01,64393387_75_cattle_2018-04-01,64393387_76_cattle_2018-04-01,64393387_77_cattle_2018-04-01,64393387_78_cattle_2018-07-01,64393387_79_cattle_2018-07-01,64393387_7_cattle_2015-05-01,64393387_80_cattle_2018-04-01,64393387_81_cattle_2018-04-01,64393387_8_cattle_2015-05-01,64393387_9_cattle_2015-05-01,64393_0_boar_2013-07-01,64393_10_boar_2018-02-01,64393_11_boar_2016-02-01,64393_12_boar_2017-02-01,64393_13_boar_2017-01-01,64393_14_boar_2018-12-01,64393_15_boar_2017-06-01,64393_17_boar_2019-09-01,64393_18_boar_2019-05-01,64393_19_boar_2018-09-01,64393_1_boar_2016-10-01,64393_20_boar_2019-08-01,64393_21_boar_2020-02-01,64393_22_boar_2020-02-01,64393_23_boar_2019-02-01,64393_24_boar_2020-02-01,64393_2_boar_2014-09-01,64393_3_boar_2016-04-01,64393_4_boar_2014-10-01,64393_5_boar_2018-10-01,64393_6_boar_2015-02-01,64393_7_boar_2014-10-01,64393_8_boar_2014-12-01,64393_9_boar_2015-06-01,64420002_0_cattle_2012-05-01,64420002_1_cattle_2012-06-01,64420002_2_cattle_2012-06-01,64420002_3_cattle_2012-06-01,64420002_4_cattle_2012-06-01,64420002_5_cattle_2012-06-01,64420002_6_cattle_2012-06-01,64420002_7_cattle_2012-06-01,64420002_8_cattle_2012-06-01,64420002_9_cattle_2012-06-01,64420015_0_cattle_2007-04-01,64420015_1_cattle_2007-06-01,64420015_2_cattle_2007-06-01,64420015_3_cattle_2007-06-01,64420039_0_cattle_2013-02-01,64420039_1_cattle_2012-12-01,64420039_2_cattle_2012-12-01,64420039_3_cattle_2012-12-01,64420039_4_cattle_2013-02-01,64420039_5_cattle_2013-02-01,64449007_0_cattle_2017-04-01,64449007_1_cattle_2017-04-01,64449007_2_cattle_2017-04-01,64551007_0_cattle_2017-01-01,64551007_1_cattle_2017-01-01,64551007_2_cattle_2017-01-01,64551007_3_cattle_2017-01-01,64551007_4_cattle_2017-01-01,64551007_5_cattle_2017-01-01
0,0.03179364127174557,0.026994601079783978,0.21335732853429762,0.012997400519896006,0.04179164167166555,0.03979204159168155,0.047990401919615934,0.12817436512697644,0.04139172165566875,0.05838832233553271,0.16216756648670555,0.06478704259148158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01099780043991201,0,0,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004399120175964808,0,0.037392521495700756,0.0027994401119776045,0.001399720055988802,0.022395520895820788,0.024795040991801583,0.1971605678864267,0.002999400119976005,0.04019196160767835,0.02119576084783039,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028394321135772775,0.14577084583083622,0,0.025194961007798382,0.004799040191961609,0.04399120175964794,0.07558488302339553,0.14897020595881072,0.033793241351729564,0.37232553489301384,0.06358728254349114,0.009998000399920012,0.005598880223955211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13197360527894617,0.014597080583883202,0.028594281143771175,0,0.009998000399920012,0.028194361127774376,0.02159568086382719,0.02639472105578878,0.09478104379124255,0.019196160767846394,0.015196960607878401,0.30913817236552615,0.10777844431113898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0.005998800239952012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15396920615877088,0.08818236352729514,0.0717856428714258,0.1113777244551103,0,0.08158368326334772,0.12517496500700034,0.09898020395920909,0.15856828634273423,0.07138572285542899,0.1331733653269366,0.04439112177564474,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15196960607878682,0,0,0.09958008398320431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598680263947213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057588482303539114,0.038592281543691154,0.051789642071585526,0.05578884223155352,0.014997000599880001,0,0.23375324935013508,0.04039192161567675,0.05958808238352311,0.02639472105578878,0.1695660867826466,0.0167966406718656,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06018796240751831,0.04439112177564474,0.04959008198360313,0.042191561687662346,0.012397520495900807,0.39772045590880795,0,0.06638672265546883,0.056588682263547116,0.046790641871625537,0.16816636672665775,0.017796440711857597,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011997600479904008,0,0,0.009398120375924813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05338932213557272,0.3943211357728355,0.12257548490302106,0.03139372125574877,0.014597080583883202,0.04939012197560473,0.06398720255948795,0,0.05578884223155352,0.13537292541491908,0.06518696260747839,0.01079784043191361,0.004199160167966408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008398320335932815,0,0,0.005998800239952012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10197960407918519,0.018396320735852796,0.04419116176764634,0.08758248350329992,0.014997000599880001,0.032593481303739166,0.03559288142371516,0.037592481503699156,0,0.019796040791841593,0.04359128174365114,0.062187562487502304,0.012197560487902407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011597680463907209,0,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022795440911817587,0.07498500299940031,0.33073385322935106,0.0155968806238752,0.004799040191961609,0.03879224155168955,0.042991401719655944,0.08618276344731107,0.02659468106378718,0,0.04399120175964794,0.006198760247950412,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
