infector_id,infected_id,prob
64420035_7_cattle_2013-08-01,45_d500_124_0_badger_2014-05-01,0.13057388522295732
64420012_5_cattle_2010-10-01,45_d500_124_1_badger_2013-02-01,0.12937412517496688
64420035_10_cattle_2013-03-01,45_d500_124_2_badger_2013-09-01,0.25094981003799793
64420035_14_cattle_2013-08-01,45_d500_124_3_badger_2014-06-01,0.259948010397925
64349068_3_cattle_2017-09-01,45_d500_124_4_badger_2017-08-01,0.09078184363127442
64349_2_boar_2020-02-01,45_d500_124_5_badger_2020-02-01,0.0023995200959808036
45_d500_155_880_1_badger_2019-08-01,45_d500_155_880_0_badger_2020-02-01,0.02639472105578878
64459003_1_cattle_2018-03-01,45_d500_155_880_1_badger_2019-08-01,0.08658268346330789
64420012_0_cattle_2010-11-01,45_d500_160_0_badger_2010-06-01,0.2191561687662514
45_d500_163_0_badger_2014-03-01,45_d500_160_1_badger_2013-12-01,0.26794641071786013
45_d500_37_577_0_badger_2019-06-01,45_d500_162_0_badger_2020-02-01,0.009398120375924813
45_d500_160_1_badger_2013-12-01,45_d500_163_0_badger_2014-03-01,0.48890221955606866
64359_0_boar_2017-05-01,45_d500_163_1_badger_2017-06-01,0.39592081583682254
64459003_14_cattle_2019-04-01,45_d500_164_0_badger_2020-02-01,0.02559488102379518
64420009_6_cattle_2018-04-01,45_d500_37_577_0_badger_2019-06-01,0.03419316136772636
64359_2_boar_2018-04-01,45_d500_37_577_1_badger_2020-02-01,0.005598880223955211
64359_2_boar_2018-04-01,45_d500_37_586_0_badger_2020-02-01,0.00519896020795841
64359_2_boar_2018-04-01,45_d500_37_586_1_badger_2020-02-01,0.013997200559888004
64420009_3_cattle_2017-02-01,45_d500_57_715_0_badger_2016-09-01,0.08258348330333976
64359_5_boar_2018-07-01,45_d500_61_0_badger_2020-02-01,0.010397920415916811
45_d500_99_866_1_badger_2020-02-01,45_d500_65_0_badger_2020-02-01,0.015196960607878401
64420009_2_cattle_2016-12-01,45_d500_65_1_badger_2017-12-01,0.3287342531493673
64459003_3_cattle_2018-07-01,45_d500_65_2_badger_2018-09-01,0.2849430113977223
64420035_9_cattle_2013-08-01,45_d500_78_668_0_badger_2014-06-01,0.774645070985752
64002_1_boar_2017-04-01,45_d500_85_0_badger_2017-01-01,0.1763647270545924
64349068_66_cattle_2018-06-01,45_d500_99_766_0_badger_2020-02-01,0.2035592881423757
64420015_0_cattle_2007-05-01,45_d500_99_839_0_badger_2007-05-01,0.3791241751649587
45_d500_65_0_badger_2020-02-01,45_d500_99_866_1_badger_2020-02-01,0.017596480703859198
64002002_3_cattle_2016-08-01,64002002_0_cattle_2016-04-01,0.2315536892621526
64002002_0_cattle_2016-04-01,64002002_1_cattle_2016-04-01,0.18116376724655417
64002_2_boar_2015-11-01,64002002_2_cattle_2016-04-01,0.4629074185162794
