tinfection,tremoved,infector_id,infected_id
2010.8602283160294,2013.5808219178257,424,45_d500_124_0_badger_2013-08-01
2012.9707880429016,2013.7479452055504,396,45_d500_124_1_badger_2013-10-01
2013.1279104176501,2014.5808219178648,386,45_d500_124_2_badger_2014-08-01
2019.4374970399565,2020.0846994535686,144,45_d500_124_3_badger_2020-02-01
2011.9502319856563,2013.915068493245,407,45_d500_136_0_badger_2013-12-01
2017.13013854011,2017.4136986302312,174,45_d500_136_1_badger_2017-06-01
2018.6403966853086,2020.0846994535648,152,45_d500_136_2_badger_2020-02-01
2017.0499298589073,2017.4958904110422,176,45_d500_136_3_badger_2017-07-01
2019.637195677314,2020.0846994535987,142,45_d500_147_0_badger_2020-02-01
2013.682370120098,2015.580821917863,354,45_d500_152_0_badger_2015-08-01
2008.548875986957,2009.1616438356693,432,45_d500_160_0_badger_2009-03-01
2019.6189720578652,2020.0846994535757,143,45_d500_160_1_badger_2020-02-01
2012.8326803470845,2015.4136986302128,393,45_d500_191_0_badger_2015-06-01
2017.3499531062198,2017.5808219178264,167,45_d500_192_0_badger_2017-08-01
2013.5405644371665,2015.6657534246986,363,45_d500_192_1_badger_2015-09-01
2019.6659385382384,2020.084699453637,141,45_d500_99_766_0_badger_2020-02-01
2013.3573364982537,2016.5819672132116,374,45_d500_99_866_0_badger_2016-08-01
2017.9940369606563,2018.2465753424885,27,64349048_0_cattle_2018-04-01
2017.1806273422824,2018.2465753425106,168,64349048_10_cattle_2018-04-01
2015.5385987777902,2017.915068493158,232,64349048_1_cattle_2017-12-01
2016.1268494867197,2018.2465753425322,200,64349048_2_cattle_2018-04-01
2017.1027024333027,2017.9150684931892,175,64349048_3_cattle_2017-12-01
2016.4014413552713,2017.9150684932342,190,64349048_4_cattle_2017-12-01
2016.7867294391199,2017.9150684931656,183,64349048_5_cattle_2017-12-01
2017.6541881283542,2018.2465753425008,140,64349048_6_cattle_2018-04-01
2017.2386379230556,2018.246575342515,171,64349048_7_cattle_2018-04-01
2016.9953163080634,2018.246575342481,168,64349048_8_cattle_2018-04-01
2015.8887957913973,2018.2465753425017,211,64349048_9_cattle_2018-04-01
2014.4590441610535,2016.4972677596593,302,64349068_0_cattle_2016-07-01
2015.3885528935084,2016.7486338797944,241,64349068_10_cattle_2016-10-01
2013.4402700276037,2015.7479452054804,370,64349068_11_cattle_2015-10-01
2014.3611052376443,2015.2465753424822,307,64349068_12_cattle_2015-04-01
